section,female,male,period,order_period
0-9,"{'amount': 43, 'percentage': 0.2}","{'amount': 77, 'percentage': 0.3}",מתחילת קורונה,1
0-9,"{'amount': 8, 'percentage': 0.4}","{'amount': 15, 'percentage': 0.7}",חודש אחרון,5
0-9,"{'amount': 10, 'percentage': 0.4}","{'amount': 15, 'percentage': 0.6}",3 חודשים,4
0-9,"{'amount': 22, 'percentage': 0.3}","{'amount': 42, 'percentage': 0.6}",6 חודשים,3
0-9,"{'amount': 36, 'percentage': 0.3}","{'amount': 55, 'percentage': 0.4}",שנה,2
10-19,"{'amount': 9, 'percentage': 0.4}","{'amount': 13, 'percentage': 0.5}",3 חודשים,4
10-19,"{'amount': 40, 'percentage': 0.3}","{'amount': 37, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 7, 'percentage': 0.3}","{'amount': 11, 'percentage': 0.5}",חודש אחרון,5
10-19,"{'amount': 60, 'percentage': 0.2}","{'amount': 58, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 24, 'percentage': 0.3}","{'amount': 26, 'percentage': 0.4}",6 חודשים,3
20-29,"{'amount': 11, 'percentage': 0.5}","{'amount': 17, 'percentage': 0.8}",חודש אחרון,5
20-29,"{'amount': 79, 'percentage': 1.1}","{'amount': 63, 'percentage': 0.9}",6 חודשים,3
20-29,"{'amount': 18, 'percentage': 0.8}","{'amount': 20, 'percentage': 0.8}",3 חודשים,4
20-29,"{'amount': 240, 'percentage': 1}","{'amount': 198, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 158, 'percentage': 1.2}","{'amount': 139, 'percentage': 1.1}",שנה,2
30-39,"{'amount': 20, 'percentage': 1}","{'amount': 16, 'percentage': 0.8}",חודש אחרון,5
30-39,"{'amount': 35, 'percentage': 1.5}","{'amount': 28, 'percentage': 1.2}",3 חודשים,4
30-39,"{'amount': 173, 'percentage': 2.4}","{'amount': 170, 'percentage': 2.3}",6 חודשים,3
30-39,"{'amount': 356, 'percentage': 2.8}","{'amount': 351, 'percentage': 2.7}",שנה,2
30-39,"{'amount': 521, 'percentage': 2.1}","{'amount': 545, 'percentage': 2.2}",מתחילת קורונה,1
40-49,"{'amount': 537, 'percentage': 4.2}","{'amount': 729, 'percentage': 5.7}",שנה,2
40-49,"{'amount': 264, 'percentage': 3.6}","{'amount': 356, 'percentage': 4.9}",6 חודשים,3
40-49,"{'amount': 43, 'percentage': 1.8}","{'amount': 70, 'percentage': 2.9}",3 חודשים,4
40-49,"{'amount': 28, 'percentage': 1.4}","{'amount': 46, 'percentage': 2.3}",חודש אחרון,5
40-49,"{'amount': 850, 'percentage': 3.5}","{'amount': 1253, 'percentage': 5.1}",מתחילת קורונה,1
50-59,"{'amount': 1387, 'percentage': 5.7}","{'amount': 2019, 'percentage': 8.3}",מתחילת קורונה,1
50-59,"{'amount': 66, 'percentage': 3.2}","{'amount': 91, 'percentage': 4.5}",חודש אחרון,5
50-59,"{'amount': 89, 'percentage': 3.7}","{'amount': 115, 'percentage': 4.8}",3 חודשים,4
50-59,"{'amount': 383, 'percentage': 5.3}","{'amount': 509, 'percentage': 7}",6 חודשים,3
50-59,"{'amount': 775, 'percentage': 6}","{'amount': 1036, 'percentage': 8.1}",שנה,2
60-69,"{'amount': 147, 'percentage': 6.2}","{'amount': 218, 'percentage': 9.2}",3 חודשים,4
60-69,"{'amount': 1911, 'percentage': 7.8}","{'amount': 2859, 'percentage': 11.7}",מתחילת קורונה,1
60-69,"{'amount': 115, 'percentage': 5.6}","{'amount': 184, 'percentage': 9}",חודש אחרון,5
60-69,"{'amount': 546, 'percentage': 7.5}","{'amount': 745, 'percentage': 10.2}",6 חודשים,3
60-69,"{'amount': 1012, 'percentage': 7.9}","{'amount': 1302, 'percentage': 10.1}",שנה,2
70-79,"{'amount': 244, 'percentage': 10.2}","{'amount': 314, 'percentage': 13.2}",3 חודשים,4
70-79,"{'amount': 1203, 'percentage': 9.4}","{'amount': 1459, 'percentage': 11.4}",שנה,2
70-79,"{'amount': 204, 'percentage': 10}","{'amount': 283, 'percentage': 13.9}",חודש אחרון,5
70-79,"{'amount': 2294, 'percentage': 9.4}","{'amount': 3141, 'percentage': 12.8}",מתחילת קורונה,1
70-79,"{'amount': 687, 'percentage': 9.4}","{'amount': 877, 'percentage': 12.1}",6 חודשים,3
80-89,"{'amount': 839, 'percentage': 11.5}","{'amount': 809, 'percentage': 11.1}",6 חודשים,3
80-89,"{'amount': 355, 'percentage': 14.9}","{'amount': 337, 'percentage': 14.1}",3 חודשים,4
80-89,"{'amount': 329, 'percentage': 16.1}","{'amount': 315, 'percentage': 15.4}",חודש אחרון,5
80-89,"{'amount': 1375, 'percentage': 10.7}","{'amount': 1242, 'percentage': 9.7}",שנה,2
80-89,"{'amount': 2537, 'percentage': 10.4}","{'amount': 2463, 'percentage': 10.1}",מתחילת קורונה,1
90+,"{'amount': 618, 'percentage': 4.8}","{'amount': 391, 'percentage': 3}",שנה,2
90+,"{'amount': 417, 'percentage': 5.7}","{'amount': 244, 'percentage': 3.4}",6 חודשים,3
90+,"{'amount': 178, 'percentage': 7.5}","{'amount': 124, 'percentage': 5.2}",3 חודשים,4
90+,"{'amount': 161, 'percentage': 7.9}","{'amount': 114, 'percentage': 5.6}",חודש אחרון,5
90+,"{'amount': 1230, 'percentage': 5}","{'amount': 785, 'percentage': 3.2}",מתחילת קורונה,1
