section,female,male,period
0-9,"{'amount': 242597, 'percentage': 7.3}","{'amount': 303959, 'percentage': 9.2}",שנה
0-9,"{'amount': 22469, 'percentage': 3.9}","{'amount': 25407, 'percentage': 4.4}",6 חודשים
0-9,"{'amount': 424, 'percentage': 1.8}","{'amount': 355, 'percentage': 1.5}",חודש אחרון
0-9,"{'amount': 364103, 'percentage': 7.8}","{'amount': 442164, 'percentage': 9.5}",מתחילת קורונה
0-9,"{'amount': 2343, 'percentage': 2.8}","{'amount': 1955, 'percentage': 2.3}",3 חודשים
10-19,"{'amount': 293761, 'percentage': 8.8}","{'amount': 292613, 'percentage': 8.8}",שנה
10-19,"{'amount': 25262, 'percentage': 4.3}","{'amount': 23494, 'percentage': 4}",6 חודשים
10-19,"{'amount': 3495, 'percentage': 4.1}","{'amount': 2463, 'percentage': 2.9}",3 חודשים
10-19,"{'amount': 944, 'percentage': 4.1}","{'amount': 646, 'percentage': 2.8}",חודש אחרון
10-19,"{'amount': 431524, 'percentage': 9.3}","{'amount': 440301, 'percentage': 9.5}",מתחילת קורונה
20-29,"{'amount': 261840, 'percentage': 7.9}","{'amount': 170210, 'percentage': 5.1}",שנה
20-29,"{'amount': 35770, 'percentage': 6.1}","{'amount': 25192, 'percentage': 4.3}",6 חודשים
20-29,"{'amount': 1406, 'percentage': 6.1}","{'amount': 798, 'percentage': 3.5}",חודש אחרון
20-29,"{'amount': 383433, 'percentage': 8.3}","{'amount': 270040, 'percentage': 5.8}",מתחילת קורונה
20-29,"{'amount': 4792, 'percentage': 5.7}","{'amount': 2927, 'percentage': 3.5}",3 חודשים
30-39,"{'amount': 288178, 'percentage': 8.7}","{'amount': 189611, 'percentage': 5.7}",שנה
30-39,"{'amount': 44161, 'percentage': 7.6}","{'amount': 31808, 'percentage': 5.5}",6 חודשים
30-39,"{'amount': 1483, 'percentage': 6.4}","{'amount': 1003, 'percentage': 4.3}",חודש אחרון
30-39,"{'amount': 390902, 'percentage': 8.4}","{'amount': 270702, 'percentage': 5.8}",מתחילת קורונה
30-39,"{'amount': 5679, 'percentage': 6.7}","{'amount': 3769, 'percentage': 4.5}",3 חודשים
40-49,"{'amount': 46440, 'percentage': 8}","{'amount': 31137, 'percentage': 5.3}",6 חודשים
40-49,"{'amount': 268811, 'percentage': 8.1}","{'amount': 178179, 'percentage': 5.4}",שנה
40-49,"{'amount': 1789, 'percentage': 7.7}","{'amount': 996, 'percentage': 4.3}",חודש אחרון
40-49,"{'amount': 352477, 'percentage': 7.6}","{'amount': 245309, 'percentage': 5.3}",מתחילת קורונה
40-49,"{'amount': 6502, 'percentage': 7.7}","{'amount': 3858, 'percentage': 4.6}",3 חודשים
50-59,"{'amount': 193879, 'percentage': 5.8}","{'amount': 127278, 'percentage': 3.8}",שנה
50-59,"{'amount': 45716, 'percentage': 7.8}","{'amount': 28548, 'percentage': 4.9}",6 חודשים
50-59,"{'amount': 2025, 'percentage': 8.8}","{'amount': 1054, 'percentage': 4.6}",חודש אחרון
50-59,"{'amount': 6896, 'percentage': 8.1}","{'amount': 3933, 'percentage': 4.6}",3 חודשים
50-59,"{'amount': 248973, 'percentage': 5.4}","{'amount': 172940, 'percentage': 3.7}",מתחילת קורונה
60-69,"{'amount': 48557, 'percentage': 8.3}","{'amount': 33295, 'percentage': 5.7}",6 חודשים
60-69,"{'amount': 148985, 'percentage': 4.5}","{'amount': 104551, 'percentage': 3.1}",שנה
60-69,"{'amount': 2292, 'percentage': 9.9}","{'amount': 1577, 'percentage': 6.8}",חודש אחרון
60-69,"{'amount': 8121, 'percentage': 9.6}","{'amount': 5336, 'percentage': 6.3}",3 חודשים
60-69,"{'amount': 182758, 'percentage': 3.9}","{'amount': 135228, 'percentage': 2.9}",מתחילת קורונה
70-79,"{'amount': 94202, 'percentage': 2.8}","{'amount': 75737, 'percentage': 2.3}",שנה
70-79,"{'amount': 42040, 'percentage': 7.2}","{'amount': 33049, 'percentage': 5.7}",6 חודשים
70-79,"{'amount': 111517, 'percentage': 2.4}","{'amount': 91393, 'percentage': 2}",מתחילת קורונה
70-79,"{'amount': 2216, 'percentage': 9.6}","{'amount': 1738, 'percentage': 7.5}",חודש אחרון
70-79,"{'amount': 8181, 'percentage': 9.7}","{'amount': 6100, 'percentage': 7.2}",3 חודשים
80-89,"{'amount': 39818, 'percentage': 1.2}","{'amount': 29113, 'percentage': 0.9}",שנה
80-89,"{'amount': 18741, 'percentage': 3.2}","{'amount': 13821, 'percentage': 2.4}",6 חודשים
80-89,"{'amount': 1117, 'percentage': 4.8}","{'amount': 781, 'percentage': 3.4}",חודש אחרון
80-89,"{'amount': 49700, 'percentage': 1.1}","{'amount': 36194, 'percentage': 0.8}",מתחילת קורונה
80-89,"{'amount': 3926, 'percentage': 4.6}","{'amount': 2695, 'percentage': 3.2}",3 חודשים
90+,"{'amount': 11252, 'percentage': 0.3}","{'amount': 6005, 'percentage': 0.2}",שנה
90+,"{'amount': 5235, 'percentage': 0.9}","{'amount': 2748, 'percentage': 0.5}",6 חודשים
90+,"{'amount': 1114, 'percentage': 1.3}","{'amount': 585, 'percentage': 0.7}",3 חודשים
90+,"{'amount': 295, 'percentage': 1.3}","{'amount': 169, 'percentage': 0.7}",חודש אחרון
90+,"{'amount': 14842, 'percentage': 0.3}","{'amount': 7745, 'percentage': 0.2}",מתחילת קורונה
