amount,date
168,2020-04-11T00:00:00.000Z
343,2020-04-12T00:00:00.000Z
311,2020-04-13T00:00:00.000Z
377,2020-04-14T00:00:00.000Z
301,2020-04-15T00:00:00.000Z
352,2020-04-16T00:00:00.000Z
370,2020-04-17T00:00:00.000Z
378,2020-04-18T00:00:00.000Z
301,2020-04-19T00:00:00.000Z
532,2020-04-20T00:00:00.000Z
444,2020-04-21T00:00:00.000Z
362,2020-04-22T00:00:00.000Z
384,2020-04-23T00:00:00.000Z
507,2020-04-24T00:00:00.000Z
433,2020-04-25T00:00:00.000Z
234,2020-04-26T00:00:00.000Z
566,2020-04-27T00:00:00.000Z
501,2020-04-28T00:00:00.000Z
425,2020-04-29T00:00:00.000Z
402,2020-04-30T00:00:00.000Z
647,2020-05-01T00:00:00.000Z
267,2020-05-02T00:00:00.000Z
150,2020-05-03T00:00:00.000Z
362,2020-05-04T00:00:00.000Z
355,2020-05-05T00:00:00.000Z
211,2020-05-06T00:00:00.000Z
265,2020-05-07T00:00:00.000Z
302,2020-05-08T00:00:00.000Z
109,2020-05-09T00:00:00.000Z
124,2020-05-10T00:00:00.000Z
448,2020-05-11T00:00:00.000Z
207,2020-05-12T00:00:00.000Z
184,2020-05-13T00:00:00.000Z
251,2020-05-14T00:00:00.000Z
235,2020-05-15T00:00:00.000Z
67,2020-05-16T00:00:00.000Z
138,2020-05-17T00:00:00.000Z
296,2020-05-18T00:00:00.000Z
197,2020-05-19T00:00:00.000Z
126,2020-05-20T00:00:00.000Z
211,2020-05-21T00:00:00.000Z
171,2020-05-22T00:00:00.000Z
37,2020-05-23T00:00:00.000Z
118,2020-05-24T00:00:00.000Z
186,2020-05-25T00:00:00.000Z
95,2020-05-26T00:00:00.000Z
103,2020-05-27T00:00:00.000Z
152,2020-05-28T00:00:00.000Z
41,2020-05-29T00:00:00.000Z
36,2020-05-30T00:00:00.000Z
60,2020-05-31T00:00:00.000Z
111,2020-06-01T00:00:00.000Z
51,2020-06-02T00:00:00.000Z
40,2020-06-03T00:00:00.000Z
67,2020-06-04T00:00:00.000Z
38,2020-06-05T00:00:00.000Z
41,2020-06-06T00:00:00.000Z
55,2020-06-07T00:00:00.000Z
43,2020-06-08T00:00:00.000Z
47,2020-06-09T00:00:00.000Z
76,2020-06-10T00:00:00.000Z
81,2020-06-11T00:00:00.000Z
70,2020-06-12T00:00:00.000Z
51,2020-06-13T00:00:00.000Z
40,2020-06-14T00:00:00.000Z
70,2020-06-15T00:00:00.000Z
38,2020-06-16T00:00:00.000Z
53,2020-06-17T00:00:00.000Z
74,2020-06-18T00:00:00.000Z
67,2020-06-19T00:00:00.000Z
58,2020-06-20T00:00:00.000Z
43,2020-06-21T00:00:00.000Z
89,2020-06-22T00:00:00.000Z
115,2020-06-23T00:00:00.000Z
51,2020-06-24T00:00:00.000Z
119,2020-06-25T00:00:00.000Z
121,2020-06-26T00:00:00.000Z
87,2020-06-27T00:00:00.000Z
86,2020-06-28T00:00:00.000Z
180,2020-06-29T00:00:00.000Z
114,2020-06-30T00:00:00.000Z
95,2020-07-01T00:00:00.000Z
122,2020-07-02T00:00:00.000Z
117,2020-07-03T00:00:00.000Z
134,2020-07-04T00:00:00.000Z
138,2020-07-05T00:00:00.000Z
148,2020-07-06T00:00:00.000Z
149,2020-07-07T00:00:00.000Z
112,2020-07-08T00:00:00.000Z
172,2020-07-09T00:00:00.000Z
188,2020-07-10T00:00:00.000Z
196,2020-07-11T00:00:00.000Z
253,2020-07-12T00:00:00.000Z
320,2020-07-13T00:00:00.000Z
283,2020-07-14T00:00:00.000Z
349,2020-07-15T00:00:00.000Z
454,2020-07-16T00:00:00.000Z
456,2020-07-17T00:00:00.000Z
523,2020-07-18T00:00:00.000Z
370,2020-07-19T00:00:00.000Z
582,2020-07-20T00:00:00.000Z
607,2020-07-21T00:00:00.000Z
3220,2020-07-22T00:00:00.000Z
6693,2020-07-23T00:00:00.000Z
1891,2020-07-24T00:00:00.000Z
660,2020-07-25T00:00:00.000Z
2855,2020-07-26T00:00:00.000Z
1922,2020-07-27T00:00:00.000Z
1722,2020-07-28T00:00:00.000Z
1513,2020-07-29T00:00:00.000Z
1825,2020-07-30T00:00:00.000Z
1428,2020-07-31T00:00:00.000Z
591,2020-08-01T00:00:00.000Z
2666,2020-08-02T00:00:00.000Z
1955,2020-08-03T00:00:00.000Z
1843,2020-08-04T00:00:00.000Z
1617,2020-08-05T00:00:00.000Z
1973,2020-08-06T00:00:00.000Z
1378,2020-08-07T00:00:00.000Z
688,2020-08-08T00:00:00.000Z
2423,2020-08-09T00:00:00.000Z
1431,2020-08-10T00:00:00.000Z
1063,2020-08-11T00:00:00.000Z
1207,2020-08-12T00:00:00.000Z
1418,2020-08-13T00:00:00.000Z
1082,2020-08-14T00:00:00.000Z
659,2020-08-15T00:00:00.000Z
2234,2020-08-16T00:00:00.000Z
1316,2020-08-17T00:00:00.000Z
1397,2020-08-18T00:00:00.000Z
1567,2020-08-19T00:00:00.000Z
1463,2020-08-20T00:00:00.000Z
1654,2020-08-21T00:00:00.000Z
830,2020-08-22T00:00:00.000Z
2265,2020-08-23T00:00:00.000Z
1552,2020-08-24T00:00:00.000Z
2780,2020-08-25T00:00:00.000Z
1390,2020-08-26T00:00:00.000Z
244,2020-08-27T00:00:00.000Z
