period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,39263,9954,25.35
3_Month,0-9,231609,50500,21.8
6_Month,0-9,1195098,505822,42.32
1_Year,0-9,1490162,632984,42.48
All,0-9,1701611,740855,43.54
1_Month,10-19,43057,13384,31.08
3_Month,10-19,250883,50425,20.1
6_Month,10-19,1117570,546304,48.88
1_Year,10-19,1389294,639914,46.06
All,10-19,1621394,785333,48.44
1_Month,20-29,47009,13419,28.55
3_Month,20-29,338559,57383,16.95
6_Month,20-29,960004,384490,40.05
1_Year,20-29,1223937,448056,36.61
All,20-29,1456741,569372,39.09
1_Month,30-39,51035,16441,32.22
3_Month,30-39,331869,68920,20.77
6_Month,30-39,937603,418213,44.6
1_Year,30-39,1166853,483540,41.44
All,30-39,1356950,569362,41.96
1_Month,40-49,51926,17553,33.8
3_Month,40-49,319572,67440,21.1
6_Month,40-49,857785,387677,45.2
1_Year,40-49,1045874,437985,41.88
All,40-49,1204222,511760,42.5
1_Month,50-59,49389,16821,34.06
3_Month,50-59,284503,57961,20.37
6_Month,50-59,663508,265699,40.04
1_Year,50-59,810843,294052,36.26
All,50-59,938419,350770,37.38
1_Month,60-69,52195,17794,34.09
3_Month,60-69,256909,54945,21.39
6_Month,60-69,549396,191881,34.93
1_Year,60-69,668440,209838,31.39
All,60-69,769092,247923,32.24
1_Month,70-79,47536,16120,33.91
3_Month,70-79,179063,42404,23.68
6_Month,70-79,348986,113114,32.41
1_Year,70-79,425004,122902,28.92
All,70-79,489591,143171,29.24
1_Month,80-89,27809,5851,21.04
3_Month,80-89,70054,15612,22.29
6_Month,80-89,130614,42913,32.85
1_Year,80-89,163462,47545,29.09
All,80-89,205372,58475,28.47
1_Month,90+,9006,1215,13.49
3_Month,90+,17658,3476,19.69
6_Month,90+,30463,10615,34.85
1_Year,90+,38702,11829,30.56
All,90+,53041,15477,29.18
