period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,211982,80714,38.08
3_Month,0-9,1139594,448715,39.37
6_Month,0-9,1322630,510519,38.6
1_Year,0-9,1494831,582128,38.94
All,0-9,1669408,684777,41.02
1_Month,10-19,192808,73590,38.17
3_Month,10-19,1039984,488256,46.95
6_Month,10-19,1199715,531332,44.29
1_Year,10-19,1373741,588082,42.81
All,10-19,1579477,729428,46.18
1_Month,20-29,189555,44793,23.63
3_Month,20-29,802611,317355,39.54
6_Month,20-29,989488,340802,34.44
1_Year,20-29,1169542,385196,32.94
All,20-29,1375834,505989,36.78
1_Month,30-39,197517,57569,29.15
3_Month,30-39,785984,338863,43.11
6_Month,30-39,947170,365260,38.56
1_Year,30-39,1102259,408174,37.03
All,30-39,1269880,493850,38.89
1_Month,40-49,193749,54332,28.04
3_Month,40-49,721925,309472,42.87
6_Month,40-49,852394,327569,38.43
1_Year,40-49,980505,363017,37.02
All,40-49,1124841,436944,38.84
1_Month,50-59,154105,35550,23.07
3_Month,50-59,525242,199550,37.99
6_Month,50-59,634695,207998,32.77
1_Year,50-59,735337,229824,31.25
All,50-59,855821,287137,33.55
1_Month,60-69,130952,23607,18.03
3_Month,60-69,420662,130980,31.14
6_Month,60-69,510178,135859,26.63
1_Year,60-69,592871,150285,25.35
All,60-69,689000,188546,27.37
1_Month,70-79,86393,13063,15.12
3_Month,70-79,254201,67103,26.4
6_Month,70-79,310519,69482,22.38
1_Year,70-79,365835,77604,21.21
All,70-79,428088,97790,22.84
1_Month,80-89,39134,5180,13.24
3_Month,80-89,99148,26131,26.36
6_Month,80-89,119219,27319,22.91
1_Year,80-89,145729,31218,21.42
All,80-89,183989,41980,22.82
1_Month,90+,10666,1339,12.55
3_Month,90+,24405,6943,28.45
6_Month,90+,28923,7268,25.13
1_Year,90+,35909,8304,23.13
All,90+,48409,11910,24.6
