name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
ראש פינה,8,אדום,61.9,0.1782945736434,-0.4871794871795,25,אדום,2022-03-09T00:00:00.000Z,73.55,70.71,55.34,77.3
מזכרת בתיה,8.3,אדום,86.8,0.1771084337349,-0.3482587064677,120,אדום,2022-03-09T00:00:00.000Z,מעל 90%,86.18,66.07,79.5
אופקים,8,אדום,47.9,0.1971365638766,-0.3018018018019,193,אדום,2022-03-09T00:00:00.000Z,65.35,57.94,40.44,59.6
אליכין,8.7,אדום,63.5,0.1830985915492,-0.4634146341464001,23,אדום,2022-03-09T00:00:00.000Z,72.27,68.78,51.90,66.4
יבנאל,5.9,אדום,13.8,0.1355932203389,-0.4444444444445, קטן מ-15 ,צהוב,2022-03-09T00:00:00.000Z,41.30,36.76,25.22,
כפר תבור,7.4,אדום,75.0,0.1423220973782,-0.4406779661017,39,כתום,2022-03-09T00:00:00.000Z,88.30,83.84,66.35,88.6
עתלית,9.3,אדום,98.8,0.2139917695473,-0.304347826087,96,אדום,2022-03-09T00:00:00.000Z,73.81,70.21,53.47,98.8
אשדוד,6.6,כתום,36.8,0.1179410294852,-0.3734939759037,835,כתום,2022-03-09T00:00:00.000Z,70.93,64.14,47.26,36.9
מצפה רמון,8,אדום,59.8,0.2466666666666,-0.08823529411770004,27,אדום,2022-03-09T00:00:00.000Z,68.72,64.29,48.58,52.1
רמת ישי,7.9,אדום,70.9,0.1590909090909,-0.2222222222223,72,אדום,2022-03-09T00:00:00.000Z,84.32,81.75,66.55,91.2
גבעת ברנר,9.1,אדום,78.8,0.2017543859649,-0.3636363636364, קטן מ-15 ,אדום,2022-03-09T00:00:00.000Z,79.21,77.00,61.84,
תל מונד,8.5,אדום,103.3,0.1778042959427,-0.136645962733,145,אדום,2022-03-09T00:00:00.000Z,מעל 90%,87.42,69.31,107.7
גן יבנה,7.3,אדום,54.8,0.1329879101899,-0.4329004329005,121,כתום,2022-03-09T00:00:00.000Z,78.72,74.12,56.86,50.7
כפר יונה,7.6,אדום,63.5,0.1712962962962,-0.3782771535581,176,אדום,2022-03-09T00:00:00.000Z,75.01,71.36,54.99,67.3
פרדסיה,8.2,אדום,96.3,0.1647331786542,-0.1578947368422,64,אדום,2022-03-09T00:00:00.000Z,מעל 90%,89.32,71.61,96.3
אבן יהודה,8.9,אדום,104.7,0.1579466929911,-0.140350877193,151,אדום,2022-03-09T00:00:00.000Z,מעל 90%,88.62,69.64,107.6
קדימה-צורן,7.3,אדום,54.6,0.1140716069941,-0.336898395722,122,כתום,2022-03-09T00:00:00.000Z,78.99,75.74,59.51,53.7
גני תקווה,7.4,אדום,102.3,0.1105386416861,-0.2926045016078001,197,כתום,2022-03-09T00:00:00.000Z,84.12,79.98,63.57,91.6
יקנעם עילית,7.5,אדום,55.3,0.1778563015312,-0.5128205128206,139,אדום,2022-03-09T00:00:00.000Z,80.93,77.51,61.70,57.8
נתיבות,7.3,כתום,29.9,0.1906779661016,-0.2484076433122,139,כתום,2022-03-09T00:00:00.000Z,55.53,47.29,30.00,35.2
צור משה,5.9,אדום,45.2,0.1025641025641,-0.4444444444445, קטן מ-15 ,צהוב,2022-03-09T00:00:00.000Z,70.61,67.80,54.30,
בית יצחק-שער חפר,7.4,כתום,79.3,0.1333333333333,0.2142857142857,21,כתום,2022-03-09T00:00:00.000Z,87.87,84.47,70.10,97.9
ניצן,7.5,אדום,51.3,0.2456140350877,-0.07142857142860004, קטן מ-15 ,כתום,2022-03-09T00:00:00.000Z,69.68,63.37,45.62,
בית דגן,8.2,אדום,52.1,0.16,-0.2244897959184,29,אדום,2022-03-09T00:00:00.000Z,75.09,70.33,55.39,39.7
קרית עקרון,7.5,אדום,42.6,0.1439024390243,-0.53,48,כתום,2022-03-09T00:00:00.000Z,69.60,65.46,48.01,43.5
אבו גוש,4.1,צהוב,19.1,0.0237556561085,-0.4827586206897,61,ירוק,2022-03-09T00:00:00.000Z,מעל 90%,מעל 90%,82.10,77.6
אבו סנאן,3.7,צהוב,14.0,0.0233592880978,-0.5454545454546,37,ירוק,2022-03-09T00:00:00.000Z,75.72,66.52,40.65,25.9
