cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,28,60.23,5.81,צהוב,4649
אבו גוש,15,23.81,63,80.13,4.07,ירוק,7862
אבו סנאן,קטן מ-15,אין מידע,36,25.16,3.71,ירוק,14306
אבן יהודה,77,42.78,180,128.24,8.89,אדום,14036
אום אל-פחם,62,47.33,131,23.10,3.69,ירוק,56713
אופקים,49,23.67,207,63.93,7.97,אדום,32378
אור יהודה,53,26.11,203,55.48,7.51,אדום,36587
אור עקיבא,34,28.33,120,61.80,6.53,כתום,19417
אורנית,25,29.07,86,95.45,7.48,כתום,9010
אזור,קטן מ-15,אין מידע,71,53.67,8.16,אדום,13228
אחוזת ברק,19,37.25,51,212.68,9.98,אדום,2398
אילת,74,24.67,300,57.14,6.02,כתום,52507
אכסאל,קטן מ-15,אין מידע,48,31.92,4.71,צהוב,15039
אלון שבות,19,52.78,36,115.72,7.15,כתום,3111
אליכין,קטן מ-15,אין מידע,27,77.90,8.7,אדום,3466
אלעד,קטן מ-15,אין מידע,36,7.32,3.22,ירוק,49179
אלעזר,קטן מ-15,אין מידע,20,81.70,6.64,כתום,2448
אלפי מנשה,29,35.37,82,102.36,7.98,אדום,8011
אלקנה,קטן מ-15,אין מידע,47,118.72,8.98,אדום,3959
אעבלין,קטן מ-15,אין מידע,37,27.38,4.82,צהוב,13515
אפרת,20,31.75,63,55.17,7.01,כתום,11420
אריאל,30,24.19,124,60.52,8.51,אדום,20488
אשדוד,247,26.05,948,41.89,6.56,כתום,226329
אשקלון,274,26.63,1029,70.27,6.8,כתום,146442
באקה אל-גרביה,42,38.89,108,35.47,4.55,צהוב,30448
באר יעקב,72,42.86,168,58.30,7.15,כתום,28818
באר שבע,550,30.93,1778,84.42,7.51,אדום,210624
בועיינה-נוג'ידאת,קטן מ-15,אין מידע,24,23.97,3.43,ירוק,10011
ביר אל-מכסור,קטן מ-15,אין מידע,28,28.78,4.74,צהוב,9729
בית אריה,15,31.91,47,87.98,7.5,אדום,5342
בית דגן,קטן מ-15,אין מידע,31,42.48,8.16,אדום,7298
בית חשמונאי,קטן מ-15,אין מידע,25,114.21,9.58,אדום,2189
בית יצחק-שער חפר,קטן מ-15,אין מידע,22,102.61,7.38,כתום,2144
בית שאן,34,22.52,151,79.56,5.76,צהוב,18980
בית שמש,52,29.05,179,13.54,4.09,ירוק,132210
בני ברק,33,18.23,181,8.70,3.58,ירוק,208031
"בני עי""ש",קטן מ-15,אין מידע,31,44.91,6.93,כתום,6902
בנימינה-גבעת עדה,69,39.20,176,110.20,7.9,אדום,15971
"בסמ""ה",קטן מ-15,אין מידע,44,42.92,4.19,ירוק,10252
בסמת טבעון,קטן מ-15,אין מידע,29,36.25,2.63,ירוק,8001
בת חפר,קטן מ-15,אין מידע,35,66.31,7.55,אדום,5278
בת ים,139,22.17,627,49.07,6.74,כתום,127772
ג'ולס,קטן מ-15,אין מידע,20,30.56,7.58,אדום,6545
ג'לג'וליה,קטן מ-15,אין מידע,41,39.83,5.02,צהוב,10295
ג'סר א-זרקא,27,56.25,48,31.76,4,ירוק,15113
ג'ש (גוש חלב),קטן מ-15,אין מידע,16,51.28,7.78,אדום,3120
ג'ת,קטן מ-15,אין מידע,42,34.28,3.72,ירוק,12252
גבעת אבני,קטן מ-15,אין מידע,27,129.81,6.69,כתום,2080
גבעת ברנר,קטן מ-15,אין מידע,16,60.04,9.07,אדום,2665
גבעת זאב,קטן מ-15,אין מידע,59,30.72,6.36,כתום,19205
גבעת שמואל,69,30.13,229,84.08,7.89,אדום,27236
גבעתיים,130,27.60,471,77.38,7.86,אדום,60872
גדרה,79,32.38,244,84.71,7.63,אדום,28805
גן יבנה,63,42.57,148,61.96,7.31,כתום,23887
גן נר,קטן מ-15,אין מידע,29,107.41,6.75,כתום,2700
גני תקווה,98,40.16,244,113.45,7.38,כתום,21508
דאלית אל-כרמל,קטן מ-15,אין מידע,38,21.27,5.34,צהוב,17862
דבוריה,קטן מ-15,אין מידע,37,34.64,2.54,ירוק,10682
דייר חנא,16,37.21,43,41.11,5.85,צהוב,10459
דימונה,98,33.56,292,83.54,7.72,אדום,34954
הוד השרון,200,32.95,607,93.74,8.21,אדום,64755
הושעיה,קטן מ-15,אין מידע,19,90.95,6.45,כתום,2089
הר אדר,קטן מ-15,אין מידע,36,87.87,7.68,אדום,4097
הרצליה,217,28.40,764,77.01,7.35,כתום,99208
זכרון יעקב,54,28.72,188,79.99,7.83,אדום,23503
זמר,קטן מ-15,אין מידע,34,47.07,6.46,כתום,7223
זרזיר,קטן מ-15,אין מידע,36,43.48,2.98,ירוק,8279
חדרה,170,28.29,601,60.75,7.08,כתום,98928
חולון,294,27.30,1077,54.81,7.34,כתום,196510
חורה,קטן מ-15,אין מידע,30,13.01,3.17,ירוק,23062
חורפיש,קטן מ-15,אין מידע,24,36.98,4.93,צהוב,6490
חיפה,421,22.93,1836,64.43,7.03,כתום,284981
חצור הגלילית,קטן מ-15,אין מידע,67,70.25,6.9,כתום,9538
חריש,52,31.90,163,83.13,7.74,אדום,19608
חשמונאים,קטן מ-15,אין מידע,24,89.79,6.14,כתום,2673
טבריה,34,15.60,218,47.72,6.1,כתום,45686
טובא-זנגריה,קטן מ-15,אין מידע,29,42.11,3.46,ירוק,6887
טורעאן,קטן מ-15,אין מידע,21,14.56,3.06,ירוק,14420
טייבה,31,28.97,107,24.00,4.46,ירוק,44582
טירה,32,36.36,88,32.63,4.3,ירוק,26972
טירת כרמל,52,30.77,169,69.59,8.15,אדום,24285
טמרה,20,40.82,49,14.06,4.3,ירוק,34859
יבנה,133,38.89,342,68.73,7.85,אדום,49759
יד בנימין,קטן מ-15,אין מידע,26,61.19,5.12,צהוב,4249
יהוד,41,23.84,172,57.33,7.32,כתום,30003
יפיע,קטן מ-15,אין מידע,30,15.55,3.74,ירוק,19298
יקנעם עילית,46,27.38,168,69.82,7.54,אדום,24061
ירוחם,39,37.50,104,97.38,7.83,אדום,10680
ירושלים,556,24.22,2296,24.09,4.9,צהוב,952916
ירכא,קטן מ-15,אין מידע,24,13.82,2.9,ירוק,17360
כאבול,קטן מ-15,אין מידע,36,25.29,2.58,ירוק,14234
כוכב יאיר,26,32.10,81,92.70,8.23,אדום,8738
כסיפה,קטן מ-15,אין מידע,33,14.72,4.56,צהוב,22418
כעביה-טבאש-חג'אג'רה,קטן מ-15,אין מידע,16,28.53,2.77,ירוק,5609
כפר אדומים,קטן מ-15,אין מידע,20,42.29,6.3,כתום,4729
כפר האורנים,קטן מ-15,אין מידע,16,60.77,6.85,כתום,2633
כפר ורדים,18,38.30,47,85.53,8.31,אדום,5495
כפר יאסיף,קטן מ-15,אין מידע,21,20.49,4.12,ירוק,10249
כפר יונה,64,31.37,204,78.04,7.58,אדום,26140
כפר כמא,קטן מ-15,אין מידע,31,91.28,4.73,צהוב,3396
כפר כנא,קטן מ-15,אין מידע,32,13.76,2.93,ירוק,23251
כפר מנדא,קטן מ-15,אין מידע,21,10.19,3.17,ירוק,20610
כפר סבא,304,31.54,964,94.82,8.23,אדום,101664
