period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
3_Month,0-9,1146643,422118,36.81
All,0-9,1661934,656191,39.48
1_Year,0-9,1507703,566535,37.58
6_Month,0-9,1383907,524286,37.88
1_Month,0-9,817675,327287,40.03
6_Month,10-19,1250238,535097,42.8
1_Month,10-19,640940,320652,50.03
All,10-19,1570165,701558,44.68
1_Year,10-19,1380893,570262,41.3
3_Month,10-19,1042918,461163,44.22
1_Month,20-29,473934,199187,42.03
1_Year,20-29,1170131,374264,31.98
3_Month,20-29,795231,297076,37.36
6_Month,20-29,1019246,346493,34
All,20-29,1358677,486338,35.79
3_Month,30-39,777551,314876,40.5
All,30-39,1251801,470124,37.56
1_Month,30-39,502352,229470,45.68
1_Year,30-39,1098512,390878,35.58
6_Month,30-39,968705,365240,37.7
All,40-49,1107782,414580,37.42
1_Year,40-49,972551,344926,35.47
6_Month,40-49,866528,323090,37.29
3_Month,40-49,714777,286880,40.14
1_Month,40-49,466066,207949,44.62
All,50-59,838710,271369,32.36
1_Year,50-59,723766,216765,29.95
6_Month,50-59,639472,201901,31.57
3_Month,50-59,517246,183423,35.46
1_Month,50-59,328134,133643,40.73
1_Month,60-69,259381,84537,32.59
3_Month,60-69,412180,119929,29.1
6_Month,60-69,511473,130048,25.43
1_Year,60-69,580421,140848,24.27
All,60-69,673612,177593,26.36
3_Month,70-79,246277,60726,24.66
1_Month,70-79,152862,42074,27.52
6_Month,70-79,309269,65660,21.23
1_Year,70-79,356223,72070,20.23
All,70-79,416479,91427,21.95
1_Month,80-89,64230,17319,26.96
3_Month,80-89,96151,23705,24.65
6_Month,80-89,120101,26225,21.84
1_Year,80-89,143220,29243,20.42
All,80-89,179768,39560,22.01
All,90+,47573,11334,23.82
1_Year,90+,35794,7862,21.96
6_Month,90+,29410,7047,23.96
3_Month,90+,24032,6370,26.51
1_Month,90+,17402,4794,27.55
