coronaOccupancy,isolatedTeam,name,normalOccupancy
42.85714285714286,39,שמיר (אסף הרופא),66.66666412353516
22.72727272727273,39,מאיר,74.42159271240234
18.18181818181818,19,"רמב""ם",90
17.91044776119403,103,הדסה עין כרם,109.0418319702148
16.94915254237288,17,"אסותא אשדוד בי""ח",
16.66666666666667,36,הלל יפה,83.88349151611328
15.714285714285712,5,מעייני הישועה,
15.38461538461539,20,וולפסון,68.22840118408203
14.499999999999998,114,שיבא,97.27848052978516
12.643678160919539,11,ברזילי,72.59136199951172
11.76470588235294,32,שערי צדק,95.70024871826172
10.5,102,סוראסקי,107.0879592895508
10,7,המרכזי בעמק,79.13793182373047
9.090909090909092,32,לניאדו,1.114206075668335
7.0588235294117645,33,סורוקה,77.06342315673828
3.5294117647058822,20,קפלן,98.01444244384766
1.724137931034483,5,בני ציון,79.44572448730469
1.666666666666667,8,זיו צפת,78.96253967285156
0.5235602094240838,9,השרון ק. גולדה,63.07053756713867
0,0,הסקוטי,118.4000015258789
0,55,רבין ק. בילינסון,96.40718841552734
0,29,נהריה,86.86030578613281
0,1,יוספטל,55.38461685180664
0,0,אלישע,
0,17,שניידר,84.38818359375
0,5,הכרמל,70.5521469116211
0,0,הסהר האדום,
0,4,המשפחה הקדושה,148.3333282470703
0,0,אל מקאסד,
0,27,הר הצופים,88.88888549804688
0,1,הצרפתי,76.86566925048828
0,0,אסותא ראשון לציון,
0,2,אסותא באר שבע,
0,3,אסותא רמת החייל,
0,5,אסותא חיפה,
0,8,פוריה,70.1408462524414
