date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel
2020-03-02T00:00:00.000Z,1,10,10,0,0,10,0,0,1810,0.005524861878453038,5632,-314,0
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1810,0.005524861878453038,7857,-312,0
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1810,0.006629834254143647,7012,-314,0
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1810,0.007182320441988951,7012,-314,0
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1810,0.008839779005524863,5177,-313,0
2020-03-07T00:00:00.000Z,1,21,21,3,0,18,2,0,1810,0.01160220994475138,4861,-314,0
2020-03-08T00:00:00.000Z,2,27,27,5,0,22,4,0,1810,0.0149171270718232,7330,-312,0
2020-03-09T00:00:00.000Z,7,41,41,6,0,35,5,0,1810,0.02265193370165746,6205,-322,0
2020-03-10T00:00:00.000Z,2,61,61,6,0,55,5,0,1810,0.03370165745856354,6021,-309,0
2020-03-11T00:00:00.000Z,10,84,83,7,1,76,6,0,1810,0.04640883977900553,5981,-312,0
2020-03-12T00:00:00.000Z,6,106,104,7,1,98,6,0,1810,0.05856353591160221,5983,-311,0
2020-03-13T00:00:00.000Z,10,126,125,7,5,114,6,0,1810,0.06961325966850829,4121,-298,0
2020-03-14T00:00:00.000Z,20,166,164,6,5,155,4,0,1810,0.09171270718232044,3692,-308,0
2020-03-15T00:00:00.000Z,37,205,203,9,7,189,6,0,1810,0.1132596685082873,5489,-308,0
2020-03-16T00:00:00.000Z,27,225,219,11,6,208,7,0,1810,0.1243093922651934,4757,-251,0
2020-03-17T00:00:00.000Z,46,260,260,12,7,241,7,0,1810,0.143646408839779,4337,-202,0
2020-03-18T00:00:00.000Z,54,313,274,17,12,284,7,1,1810,0.1729281767955801,3920,-104,0
2020-03-19T00:00:00.000Z,31,300,269,21,12,267,12,0,1810,0.1657458563535912,4053,27,0
2020-03-20T00:00:00.000Z,30,293,255,23,15,255,12,1,1810,0.161878453038674,3207,203,0
2020-03-21T00:00:00.000Z,35,283,280,27,22,234,15,0,1810,0.156353591160221,2905,384,0
2020-03-22T00:00:00.000Z,54,331,312,38,33,260,22,0,1810,0.1828729281767956,4523,598,0
2020-03-23T00:00:00.000Z,58,363,330,44,37,282,24,0,1810,0.2005524861878453,4053,919,0
2020-03-24T00:00:00.000Z,82,406,354,48,49,309,26,3,1810,0.2243093922651934,3963,1306,0
2020-03-25T00:00:00.000Z,81,427,410,52,54,321,28,1,1810,0.2359116022099448,3666,1661,0
2020-03-26T00:00:00.000Z,82,483,430,56,67,360,31,5,1810,0.2668508287292818,3925,2140,0
2020-03-27T00:00:00.000Z,110,532,482,66,71,395,37,2,1810,0.2939226519337017,3267,2507,0
2020-03-28T00:00:00.000Z,53,528,497,70,83,375,41,1,1810,0.2917127071823205,2834,2947,0
2020-03-29T00:00:00.000Z,70,556,529,80,89,387,51,3,1810,0.307182320441989,4289,3410,0
2020-03-30T00:00:00.000Z,121,634,585,90,105,439,55,1,1810,0.3502762430939226,3886,3860,0
2020-03-31T00:00:00.000Z,111,684,641,98,114,472,64,4,1810,0.3779005524861879,4005,4468,0
2020-04-01T00:00:00.000Z,147,774,732,111,143,520,72,8,1810,0.4276243093922652,4088,4315,689
2020-04-02T00:00:00.000Z,115,815,730,113,145,557,79,9,1810,0.4502762430939227,4284,4900,720
2020-04-03T00:00:00.000Z,97,814,725,131,159,524,93,5,1810,0.4497237569060774,3494,5408,717
2020-04-04T00:00:00.000Z,73,792,754,140,170,482,107,6,1810,0.4375690607734807,3155,5737,718
2020-04-05T00:00:00.000Z,100,828,742,135,193,500,107,7,1810,0.4574585635359116,4495,6236,693
2020-04-06T00:00:00.000Z,94,810,697,147,208,455,110,8,1810,0.4475138121546962,4088,6517,796
2020-04-07T00:00:00.000Z,72,750,654,160,204,386,106,7,1810,0.4143646408839779,4313,6760,819
2020-04-08T00:00:00.000Z,57,697,619,166,196,335,115,9,1810,0.3850828729281768,3511,6933,859
2020-04-09T00:00:00.000Z,65,668,634,166,189,313,117,9,1810,0.369060773480663,3363,7038,944
2020-04-10T00:00:00.000Z,55,674,600,170,173,331,128,8,1810,0.3723756906077348,4086,7161,1002
2020-04-11T00:00:00.000Z,40,627,595,182,163,282,130,6,1810,0.3464088397790056,3172,7274,1061
2020-04-12T00:00:00.000Z,90,670,621,177,175,318,130,7,1810,0.3701657458563536,4965,7414,1074
2020-04-13T00:00:00.000Z,91,696,630,192,169,335,137,8,1810,0.3845303867403315,4653,7393,1181
2020-04-14T00:00:00.000Z,75,682,634,178,173,331,134,8,1810,0.3767955801104972,4376,7356,1229
2020-04-15T00:00:00.000Z,69,690,663,180,175,335,133,13,1810,0.3812154696132597,3492,7297,1238
2020-04-16T00:00:00.000Z,51,701,639,181,163,357,137,7,1810,0.387292817679558,5388,7119,1366
2020-04-17T00:00:00.000Z,48,665,611,165,163,337,124,9,1810,0.3674033149171271,4188,7078,1348
2020-04-18T00:00:00.000Z,42,635,609,174,141,320,118,11,1810,0.350828729281768,3825,6651,1661
2020-04-19T00:00:00.000Z,40,622,572,157,148,317,118,8,1810,0.343646408839779,5788,6586,1707
2020-04-20T00:00:00.000Z,49,604,551,154,136,314,123,6,1810,0.3337016574585636,5097,6339,1723
2020-04-21T00:00:00.000Z,27,546,508,145,146,255,119,9,1810,0.3016574585635359,4921,6178,1738
2020-04-22T00:00:00.000Z,36,528,492,149,122,257,110,3,1810,0.2917127071823205,4822,6044,1739
2020-04-23T00:00:00.000Z,32,499,450,146,106,247,114,4,1810,0.2756906077348066,5353,6097,1605
2020-04-24T00:00:00.000Z,26,465,441,144,109,212,108,3,1810,0.2569060773480663,4411,5696,1751
2020-04-25T00:00:00.000Z,8,438,424,136,105,197,107,3,1810,0.2419889502762431,3643,5448,1762
2020-04-26T00:00:00.000Z,33,436,408,142,91,203,111,2,1810,0.2408839779005525,5757,5313,1737
2020-04-27T00:00:00.000Z,21,413,379,132,89,192,101,4,1810,0.2281767955801105,5298,4856,1775
2020-04-28T00:00:00.000Z,28,390,365,127,85,178,100,5,1810,0.2154696132596685,4854,4588,1726
2020-04-29T00:00:00.000Z,23,381,366,122,86,173,96,6,1810,0.2104972375690608,4207,4237,1726
2020-04-30T00:00:00.000Z,19,376,343,112,87,177,90,6,1810,0.2077348066298343,5673,3993,1721
2020-05-01T00:00:00.000Z,20,346,327,109,82,155,89,4,1810,0.1911602209944751,4551,3458,1746
2020-05-02T00:00:00.000Z,14,336,329,111,66,159,90,3,1810,0.1856353591160221,3973,3399,1610
2020-05-03T00:00:00.000Z,14,323,297,101,71,151,84,3,1810,0.1784530386740331,5982,3306,1591
2020-05-04T00:00:00.000Z,19,311,279,97,71,143,78,3,1810,0.1718232044198895,5531,3064,1545
2020-05-05T00:00:00.000Z,9,271,257,91,61,119,72,2,1810,0.1497237569060773,5408,2828,1488
2020-05-06T00:00:00.000Z,15,267,248,88,61,118,70,1,1810,0.1475138121546961,5362,2738,1439
2020-05-07T00:00:00.000Z,13,254,243,84,59,111,70,1,1810,0.1403314917127072,5634,2549,1423
2020-05-08T00:00:00.000Z,13,241,237,78,53,110,64,6,1810,0.1331491712707182,4819,2348,1365
2020-05-09T00:00:00.000Z,10,244,242,78,50,116,64,2,1810,0.1348066298342542,3270,2419,1204
2020-05-10T00:00:00.000Z,14,245,227,74,52,119,66,5,1810,0.1353591160220994,6334,2326,1202
2020-05-11T00:00:00.000Z,9,228,212,69,54,105,60,5,1810,0.1259668508287293,5506,1944,1208
2020-05-12T00:00:00.000Z,10,219,202,65,52,102,56,3,1810,0.1209944751381216,5597,1930,1054
2020-05-13T00:00:00.000Z,10,201,198,61,48,92,53,3,1810,0.1110497237569061,5581,1881,968
2020-05-14T00:00:00.000Z,6,195,186,61,43,91,52,2,1810,0.1077348066298343,5986,1724,917
2020-05-15T00:00:00.000Z,1,186,182,61,43,82,52,0,1810,0.1027624309392265,5174,1617,814
2020-05-16T00:00:00.000Z,4,181,181,60,40,81,51,3,1810,0.1,4525,1590,780
2020-05-17T00:00:00.000Z,10,185,173,55,38,92,45,4,1810,0.1022099447513812,6784,1495,756
2020-05-18T00:00:00.000Z,3,172,161,52,42,78,43,3,1810,0.09502762430939227,6222,1277,725
2020-05-19T00:00:00.000Z,7,165,159,51,43,71,40,2,1810,0.09116022099447514,6324,1249,603
2020-05-20T00:00:00.000Z,4,158,145,46,40,72,41,1,1810,0.08729281767955802,6272,1186,570
2020-05-21T00:00:00.000Z,8,151,141,47,31,73,37,0,1810,0.08342541436464089,6558,1051,514
2020-05-22T00:00:00.000Z,5,142,139,46,32,64,37,0,1810,0.07845303867403315,5410,971,455
2020-05-23T00:00:00.000Z,3,144,143,46,34,64,37,0,1810,0.07955801104972375,4774,991,400
2020-05-24T00:00:00.000Z,0,142,127,43,37,62,34,1,1810,0.07845303867403315,7117,921,390
2020-05-25T00:00:00.000Z,8,131,123,41,32,58,29,2,1810,0.07237569060773481,6531,814,345
2020-05-26T00:00:00.000Z,4,122,117,36,37,49,32,0,1810,0.06740331491712707,6475,829,283
2020-05-27T00:00:00.000Z,4,121,114,40,38,43,36,2,1810,0.06685082872928177,6563,782,276
2020-05-28T00:00:00.000Z,7,120,113,36,37,47,34,1,1810,0.06629834254143646,5574,734,273
2020-05-29T00:00:00.000Z,5,117,117,39,36,42,37,0,1810,0.06464088397790055,4730,835,241
2020-05-30T00:00:00.000Z,5,123,122,35,43,45,33,0,1810,0.06795580110497237,4953,828,241
2020-05-31T00:00:00.000Z,5,125,117,35,47,43,31,0,1810,0.06906077348066299,7351,859,245
2020-06-01T00:00:00.000Z,12,130,113,34,45,51,30,3,1810,0.0718232044198895,6487,874,224
2020-06-02T00:00:00.000Z,12,119,112,29,44,46,29,2,1810,0.06574585635359116,6490,971,202
2020-06-03T00:00:00.000Z,8,118,114,28,42,48,25,1,1810,0.06519337016574586,6485,1006,225
2020-06-04T00:00:00.000Z,11,125,113,30,37,58,23,0,1810,0.06906077348066299,6894,1091,227
2020-06-05T00:00:00.000Z,8,119,109,29,41,49,23,1,1810,0.06574585635359116,5707,1184,228
2020-06-06T00:00:00.000Z,9,114,112,29,42,43,21,4,1810,0.06298342541436464,5138,1206,239
2020-06-07T00:00:00.000Z,13,122,117,29,42,51,23,2,1810,0.06740331491712707,7776,1282,247
2020-06-08T00:00:00.000Z,17,133,119,30,46,57,23,0,1810,0.07348066298342541,6604,1405,262
2020-06-09T00:00:00.000Z,10,130,117,31,42,57,24,1,1810,0.0718232044198895,6808,1534,259
2020-06-10T00:00:00.000Z,24,138,121,32,45,61,24,1,1810,0.07624309392265194,6897,1679,283
2020-06-11T00:00:00.000Z,13,136,125,35,39,62,24,0,1810,0.07513812154696133,6901,1753,321
2020-06-12T00:00:00.000Z,13,137,125,35,43,59,25,0,1810,0.07569060773480663,5730,1851,338
2020-06-13T00:00:00.000Z,11,134,131,35,46,53,26,1,1810,0.07403314917127071,5104,1922,359
2020-06-14T00:00:00.000Z,15,145,134,31,49,65,23,2,1810,0.08011049723756906,7664,2010,360
2020-06-15T00:00:00.000Z,23,156,134,36,47,73,25,0,1810,0.0861878453038674,6800,2109,393
2020-06-16T00:00:00.000Z,22,158,139,38,44,76,26,1,1810,0.08729281767955802,6956,2355,401
2020-06-17T00:00:00.000Z,22,160,151,36,49,75,29,0,1810,0.08839779005524862,6583,2536,428
2020-06-18T00:00:00.000Z,40,187,161,40,43,104,28,0,1810,0.1033149171270718,6854,2710,471
2020-06-19T00:00:00.000Z,30,191,181,39,47,105,29,1,1810,0.105524861878453,5792,2908,491
2020-06-20T00:00:00.000Z,34,214,210,41,50,123,28,1,1810,0.118232044198895,5060,2964,508
2020-06-21T00:00:00.000Z,38,247,213,45,59,143,29,0,1810,0.1364640883977901,7820,3071,520
2020-06-22T00:00:00.000Z,23,232,198,43,56,133,29,1,1810,0.1281767955801105,6967,3324,537
2020-06-23T00:00:00.000Z,21,217,191,40,52,125,26,2,1810,0.1198895027624309,6627,3652,561
2020-06-24T00:00:00.000Z,34,222,195,45,45,132,27,3,1810,0.1226519337016575,6666,4027,606
2020-06-25T00:00:00.000Z,26,217,194,44,56,117,28,4,1810,0.1198895027624309,6736,4389,633
2020-06-26T00:00:00.000Z,47,237,218,45,57,135,26,3,1810,0.130939226519337,5554,4667,673
2020-06-27T00:00:00.000Z,27,240,223,40,56,144,22,3,1810,0.1325966850828729,5035,4954,691
2020-06-28T00:00:00.000Z,47,267,227,39,67,161,22,2,1810,0.1475138121546961,7625,5223,689
2020-06-29T00:00:00.000Z,46,273,240,44,68,161,24,0,1810,0.150828729281768,6913,5748,713
2020-06-30T00:00:00.000Z,53,293,255,56,68,169,24,1,1810,0.161878453038674,6584,6361,751
2020-07-01T00:00:00.000Z,82,329,280,59,73,197,24,3,1810,0.181767955801105,6381,7169,771
2020-07-02T00:00:00.000Z,65,341,305,72,72,197,28,1,1810,0.1883977900552486,6741,8131,793
2020-07-03T00:00:00.000Z,57,356,311,83,75,198,29,2,1810,0.1966850828729282,5669,8840,879
2020-07-04T00:00:00.000Z,63,366,343,85,84,197,33,6,1810,0.2022099447513812,3900,9408,962
2020-07-05T00:00:00.000Z,82,424,373,94,82,248,32,2,1810,0.2342541436464088,7580,10056,952
2020-07-06T00:00:00.000Z,81,446,366,90,96,260,34,8,1810,0.2464088397790055,6675,10968,1022
2020-07-07T00:00:00.000Z,106,466,407,94,95,277,35,5,1810,0.2574585635359116,6440,11967,1202
2020-07-08T00:00:00.000Z,90,490,430,113,89,288,38,5,1810,0.2707182320441989,6483,12964,1357
2020-07-09T00:00:00.000Z,120,548,477,126,100,322,41,5,1810,0.3027624309392265,6617,13944,1643
2020-07-10T00:00:00.000Z,89,561,475,131,105,325,41,4,1810,0.3099447513812155,5620,14978,1806
2020-07-11T00:00:00.000Z,91,564,523,136,120,308,46,5,1810,0.3116022099447514,4855,15781,1916
2020-07-12T00:00:00.000Z,124,639,537,152,125,362,47,7,1810,0.3530386740331492,7556,16589,2017
2020-07-13T00:00:00.000Z,119,653,537,183,121,349,53,4,1810,0.3607734806629834,6781,17727,2251
2020-07-14T00:00:00.000Z,109,639,571,190,140,309,55,7,1810,0.3530386740331492,6685,18760,2483
2020-07-15T00:00:00.000Z,108,677,560,209,121,347,58,6,1810,0.3740331491712707,6558,20006,2733
2020-07-16T00:00:00.000Z,134,688,574,209,132,347,59,9,1810,0.3801104972375691,6787,21216,2938
2020-07-17T00:00:00.000Z,139,701,615,219,150,332,58,12,1810,0.387292817679558,5563,22040,3163
2020-07-18T00:00:00.000Z,103,709,676,236,150,323,57,8,1810,0.3917127071823204,4978,22647,3431
2020-07-19T00:00:00.000Z,154,823,694,271,144,408,74,10,1810,0.4546961325966851,7555,23133,3479
2020-07-20T00:00:00.000Z,143,820,686,265,148,407,79,12,1810,0.4530386740331492,6654,24055,3819
2020-07-21T00:00:00.000Z,126,807,675,257,142,408,81,9,1810,0.4458563535911602,6578,24974,4263
2020-07-22T00:00:00.000Z,134,802,707,285,138,379,80,6,1810,0.4430939226519337,6523,23129,4390
2020-07-23T00:00:00.000Z,127,817,715,311,152,354,84,16,1810,0.4513812154696132,6825,18114,4185
2020-07-24T00:00:00.000Z,106,811,731,329,152,330,87,8,1810,0.4480662983425414,5745,19260,2958
2020-07-25T00:00:00.000Z,90,814,779,322,178,314,99,7,1810,0.4497237569060774,4973,19352,3252
2020-07-26T00:00:00.000Z,124,889,777,312,197,380,100,10,1810,0.4911602209944752,7461,17400,3258
2020-07-27T00:00:00.000Z,138,915,787,317,182,416,95,7,1810,0.505524861878453,6758,17513,3198
2020-07-28T00:00:00.000Z,122,901,788,323,185,393,95,8,1810,0.4977900552486188,6596,17794,3289
2020-07-29T00:00:00.000Z,117,890,780,336,173,381,97,15,1810,0.4917127071823205,6307,18243,3263
2020-07-30T00:00:00.000Z,95,859,751,319,172,368,102,14,1810,0.474585635359116,5985,18124,3349
2020-07-31T00:00:00.000Z,116,857,771,318,171,368,94,15,1810,0.4734806629834254,5804,18055,3347
2020-08-01T00:00:00.000Z,108,866,812,338,165,363,94,14,1810,0.4784530386740332,4970,17991,3416
2020-08-02T00:00:00.000Z,140,941,824,350,171,420,100,11,1810,0.519889502762431,7335,15821,3597
2020-08-03T00:00:00.000Z,108,916,781,329,147,440,94,15,1810,0.5060773480662983,6687,15930,3360
2020-08-04T00:00:00.000Z,109,879,764,342,164,373,98,11,1810,0.4856353591160221,6778,15936,3261
2020-08-05T00:00:00.000Z,141,894,774,355,164,375,105,10,1810,0.4939226519337017,6411,16079,3184
2020-08-06T00:00:00.000Z,110,876,763,357,150,369,97,9,1810,0.4839779005524862,6494,15667,3333
2020-08-07T00:00:00.000Z,117,879,805,367,159,353,104,11,1810,0.4856353591160221,5478,15821,3535
2020-08-08T00:00:00.000Z,100,893,855,387,178,328,101,14,1810,0.4933701657458564,4694,16047,3346
2020-08-09T00:00:00.000Z,142,996,839,388,199,409,110,7,1810,0.5502762430939226,7408,14464,3441
2020-08-10T00:00:00.000Z,105,931,800,391,183,357,109,15,1810,0.5143646408839779,6492,15022,3230
2020-08-11T00:00:00.000Z,99,896,775,374,191,331,110,11,1810,0.4950276243093923,6830,15877,3206
2020-08-12T00:00:00.000Z,105,871,746,373,171,327,107,15,1810,0.4812154696132597,6287,16217,3343
2020-08-13T00:00:00.000Z,137,881,774,372,177,332,108,16,1810,0.4867403314917127,6016,16425,3387
2020-08-14T00:00:00.000Z,105,880,795,369,179,332,103,12,1810,0.4861878453038674,5015,16777,3350
2020-08-15T00:00:00.000Z,112,912,864,384,180,348,111,10,1810,0.5038674033149171,4367,16720,3491
2020-08-16T00:00:00.000Z,124,976,830,373,196,407,107,17,1810,0.5392265193370166,6835,15657,3435
2020-08-17T00:00:00.000Z,82,939,702,392,182,365,109,6,1810,0.5187845303867403,5724,16463,3179
2020-08-18T00:00:00.000Z,128,944,691,398,185,361,112,14,1810,0.5215469613259669,5872,16868,3115
2020-08-19T00:00:00.000Z,102,913,696,383,178,352,112,12,1810,0.5044198895027624,5657,16988,3100
2020-08-20T00:00:00.000Z,102,919,677,396,178,345,111,12,1810,0.5077348066298343,5895,17211,2979
2020-08-21T00:00:00.000Z,113,909,721,401,169,339,111,13,1810,0.5022099447513813,5024,17093,2935
2020-08-22T00:00:00.000Z,78,921,768,403,179,339,113,11,1810,0.5088397790055249,4402,17154,2835
2020-08-23T00:00:00.000Z,108,1001,773,406,210,385,113,13,1810,0.5530386740331492,6581,16019,2762
2020-08-24T00:00:00.000Z,111,1014,760,425,201,388,117,15,1810,0.5602209944751381,5785,16967,2372
2020-08-25T00:00:00.000Z,99,977,728,428,180,369,116,19,1810,0.5397790055248619,5845,16525,2202
2020-08-26T00:00:00.000Z,127,1003,748,417,191,395,116,10,1810,0.5541436464088397,5757,15965,2248
2020-08-27T00:00:00.000Z,110,1002,743,423,191,388,115,12,1810,0.5535911602209945,5745,16583,2184
2020-08-28T00:00:00.000Z,69,957,746,414,203,340,109,11,1810,0.5287292817679557,4938,16453,2216
2020-08-29T00:00:00.000Z,75,954,785,440,196,318,115,5,1810,0.5270718232044199,4432,16540,2267
2020-08-30T00:00:00.000Z,126,1061,790,454,214,393,124,15,1810,0.5861878453038674,6672,15308,2241
2020-08-31T00:00:00.000Z,107,1066,782,438,209,419,119,22,1810,0.5889502762430939,5999,16420,2012
2020-09-01T00:00:00.000Z,85,1001,756,418,200,383,115,16,1810,0.5530386740331492,6662,17648,1948
2020-09-02T00:00:00.000Z,84,981,730,413,173,395,120,14,1810,0.541988950276243,6168,19283,1999
2020-09-03T00:00:00.000Z,108,970,726,403,157,410,115,15,1810,0.5359116022099447,6137,20070,2006
2020-09-04T00:00:00.000Z,84,964,758,416,145,403,119,12,1810,0.532596685082873,5040,21323,2070
2020-09-05T00:00:00.000Z,78,982,811,440,147,395,124,15,1810,0.5425414364640884,4572,21766,2257
2020-09-06T00:00:00.000Z,116,1096,812,458,182,456,131,13,1810,0.605524861878453,6856,21624,2180
