period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,113512,13622,12
3_Month,0-9,408037,159675,39.13
6_Month,0-9,1226035,502399,40.98
1_Year,0-9,1489091,621987,41.77
All,0-9,1693725,730017,43.1
1_Month,10-19,127163,10138,7.97
3_Month,10-19,407012,147472,36.23
6_Month,10-19,1144804,538045,47
1_Year,10-19,1386225,625988,45.16
All,10-19,1610926,771664,47.9
1_Month,20-29,154303,12055,7.81
3_Month,20-29,452663,111756,24.69
6_Month,20-29,977115,371094,37.98
1_Year,20-29,1206652,432930,35.88
All,20-29,1431368,554990,38.77
1_Month,30-39,146940,17707,12.05
3_Month,30-39,451790,138195,30.59
6_Month,30-39,950482,401569,42.25
1_Year,30-39,1149443,464555,40.42
All,30-39,1332361,551154,41.37
1_Month,40-49,146973,16890,11.49
3_Month,40-49,432441,130692,30.22
6_Month,40-49,868671,369081,42.49
1_Year,40-49,1029031,417625,40.58
All,40-49,1182662,492172,41.62
1_Month,50-59,132301,14695,11.11
3_Month,50-59,359823,93460,25.97
6_Month,50-59,665804,246656,37.05
1_Year,50-59,790101,274274,34.71
All,50-59,914739,331703,36.26
1_Month,60-69,117241,14834,12.65
3_Month,60-69,309756,70686,22.82
6_Month,60-69,544948,171084,31.39
1_Year,60-69,646442,188545,29.17
All,60-69,745303,227098,30.47
1_Month,70-79,80356,11266,14.02
3_Month,70-79,204971,43755,21.35
6_Month,70-79,340450,94285,27.69
1_Year,70-79,406305,103846,25.56
All,70-79,470613,124336,26.42
1_Month,80-89,34440,4511,13.1
3_Month,80-89,78389,16633,21.22
6_Month,80-89,127717,36172,28.32
1_Year,80-89,157029,40746,25.95
All,80-89,198604,51753,26.06
1_Month,90+,9679,1166,12.05
3_Month,90+,19049,4014,21.07
6_Month,90+,30070,9237,30.72
1_Year,90+,37473,10437,27.85
All,90+,51499,14111,27.4
