period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6578,1033,15.7
3_Month,0-9,21520,3952,18.36
6_Month,0-9,130534,47612,36.47
1_Year,0-9,1249556,540893,43.29
All,0-9,1713688,766989,44.76
1_Month,10-19,9959,2292,23.01
3_Month,10-19,29206,6137,21.01
6_Month,10-19,137769,48337,35.09
1_Year,10-19,1172844,577647,49.25
All,10-19,1630690,808972,49.61
1_Month,20-29,16421,2967,18.07
3_Month,20-29,43636,7479,17.14
6_Month,20-29,178908,61011,34.1
1_Year,20-29,1039304,426382,41.03
All,20-29,1474671,605070,41.03
1_Month,30-39,16169,3270,20.22
3_Month,30-39,42648,9027,21.17
6_Month,30-39,191135,75506,39.5
1_Year,30-39,1008427,469974,46.6
All,30-39,1373453,613692,44.68
1_Month,40-49,17303,3828,22.12
3_Month,40-49,43941,10255,23.34
6_Month,40-49,187522,77333,41.24
1_Year,40-49,920149,440339,47.86
All,40-49,1220263,557815,45.71
1_Month,50-59,18324,4069,22.21
3_Month,50-59,44600,10824,24.27
6_Month,50-59,174604,74445,42.64
1_Year,50-59,723195,318346,44.02
All,50-59,955860,398593,41.7
1_Month,60-69,20959,4705,22.45
3_Month,60-69,51160,13148,25.7
6_Month,60-69,184618,82086,44.46
1_Year,60-69,608345,252073,41.44
All,60-69,789774,304698,38.58
1_Month,70-79,22925,4680,20.41
3_Month,70-79,52526,14047,26.74
6_Month,70-79,162350,75502,46.51
1_Year,70-79,403389,169477,42.01
All,70-79,515272,197748,38.38
1_Month,80-89,19040,2349,12.34
3_Month,80-89,33661,6444,19.14
6_Month,80-89,79616,33060,41.52
1_Year,80-89,157820,68609,43.47
All,80-89,220126,83245,37.82
1_Month,90+,6837,636,9.3
3_Month,90+,11131,1668,14.99
6_Month,90+,22045,8155,36.99
1_Year,90+,37763,17011,45.05
All,90+,57620,21572,37.44
