city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,0.1202501202501203,0.44702299650370675,4163,,106693
בני ברק,0.5705229793977813,1.580132067766899,3173,,44684
תל אביב - יפו,0.7518796992481203,0.2348770510660395,1072,,47361
בית שמש,0.3389830508474576,0.466707661258534,592,,10635
מודיעין עילית,0.221729490022173,0.5872341531226046,452,,8826
אלעד,0,0.9274838058383108,441,,7180
פתח תקווה,0.997506234413965,0.1649472779626364,405,,23658
אשדוד,2.432432432432433,0.1679168125047074,379,,16663
ביתר עילית,0.6269592476489028,0.5206981572800415,321,,5127
ראשון לציון,0.3289473684210526,0.1256177924217463,305,,20123
באר שבע,0.3311258278145695,0.1536760529091942,303,,22802
אשקלון,0.3472222222222222,0.20378374947996358,289,,14125
בת ים,7.894736842105263,0.2209936242954385,287,,13806
נתניה,2.611940298507463,0.1267882912165682,275,,15698
חולון,3.053435114503817,0.1445086705202312,270,,16736
חיפה,0.851063829787234,0.08667824814848679,237,,21828
רמת גן,0,0.1502665361183638,221,,15080
טבריה,1.9900497512437811,0.4561637739207832,205,,5963
חורה,0,1.1566890481295489,205,,2552
רהט,0.4975124378109453,0.3018664913250744,202,בסגר חלקי,5276
אור יהודה,0,0.48902568823174064,170,,4475
ערערה-בנגב,1.265822784810127,0.8837337752002209,160,בסגר חלקי,2452
רעננה,0.6451612903225805,0.20747163889295261,156,,8187
דייר אל-אסד,0,1.214864221057647,153,,4883
רחובות,0,0.1026959481780446,143,,11963
הרצליה,1.438848920863309,0.1519953431214022,141,,8069
מודיעין-מכבים-רעות,0.7575757575757576,0.15185942156403792,133,,7353
נתיבות,1.680672268907563,0.3144572364146677,121,,3253
צפת,0.8620689655172413,0.3252981900075069,117,,3373
לוד,1.834862385321101,0.1454993511515422,111,,5781
רמלה,0.9523809523809524,0.13997279773930732,106,,6133
אום אל-פחם,7.446808510638298,0.1797472859939491,101,,3926
מגדל העמק,0,0.3842311534619227,100,,2475
קרית גת,3.157894736842105,0.17046442859627758,98,,3687
יהוד,0,0.286049076371657,83,,2538
כפר סבא,1.219512195121951,0.08470943642709886,83,,8144
שדרות,0,0.2920085754417092,79,,4026
חדרה,1.298701298701299,0.08170619291041649,78,,11188
עפולה,0,0.1253390702460013,67,,3913
ראש העין,0,0.10939077751598791,65,,5117
אפרת,0,0.5612558098745943,64,,1579
קרית אונו,1.5873015873015868,0.17072129748186088,64,,3377
באקה אל-גרביה,3.3333333333333335,0.20971451765660942,62,,2687
רכסים,0,0.4922530664945126,61,,1481
קרית מלאכי,0,0.24586133420750703,60,,1470
כוכב יעקב,1.694915254237288,0.671366230278617,60,,879
גבעת זאב,0,0.30500631047538906,58,,2158
מעלה אדומים,1.785714285714286,0.1520202693692492,57,,4659
כרמיאל,0,0.12042233834376279,56,,3789
גדרה,0,0.224863475746868,56,,3604
גני תקווה,0,0.2758966641585152,55,,2156
גבעתיים,0,0.09769511886239461,54,,4749
אופקים,0,0.1696246269828805,54,,2798
טייבה,0,0.120569634651258,53,,2770
אילת,3.9215686274509802,0.09369917261862669,53,,3093
יבנה,0,0.1120375756792278,52,,3269
גבעת שמואל,0,0.1953981736252343,49,,2229
הוד השרון,2.083333333333333,0.0817511428476092,49,,4306
נהריה,0,0.08027561293775295,48,,6376
רמת השרון,0,0.1036635126491542,47,,3690
"כפר חב""ד",2.272727272727273,0.6546406750072737,45,,699
ג'סר א-זרקא,2.272727272727273,0.30066145520144316,45,,2750
קרית יערים,2.439024390243903,0.6699633115329399,42,,880
אזור,0,0.3343083994985374,40,,1173
בענה,0,0.4506106960749437,38,,2006
זכרון יעקב,0,0.1660905867037752,37,,1378
שוהם,0,0.18468603374263748,37,,1821
באר יעקב,0,0.1431223889834442,37,,2048
ג'ת,3.03030303030303,0.2785515320334262,34,,1385
עכו,3.125,0.06444179734031127,33,,3892
קרית אתא,3.125,0.05721319717748227,33,,4087
נוף הגליל,0,0.07466908021269374,33,,3621
אבן יהודה,0,0.24793388429752072,33,,1305
דבוריה,0,0.3129148492319363,33,,1758
דימונה,0,0.08678125524886625,31,,2729
גן יבנה,0,0.1287915796953413,29,,1477
נס ציונה,0,0.06327594859374659,29,,2963
קרית ים,0,0.0738157660294754,29,,2932
פרדס חנה-כרכור,0,0.06499602802050986,27,,3947
מצפה רמון,0,0.519065681772809,26,,402
טמרה,0,0.0669928929278807,23,,1789
קרית מוצקין,4.761904761904763,0.050047772874107097,22,,4092
נצרת,0,0.02801512816921137,22,,2406
ערד,0,0.08158724272204709,22,,1398
מזכרת בתיה,0,0.1395441557578577,21,,1595
להבים,5,0.3368083400160385,21,,957
כפר קרע,0,0.10443864229765011,20,,1278
יקנעם עילית,0,0.08637070305752288,20,,1396
יבנאל,0,0.48169556840077066,20,,369
מג'ד אל-כרום,0,0.1296596434359805,20,,2082
מיתר,0,0.18975332068311201,19,,1168
כפר קאסם,0,0.07892331976406082,19,,1561
עלי,0,0.4629629629629629,19,,353
מבשרת ציון,0,0.08208407136993995,19,,2440
טירת כרמל,0,0.07796595486637502,18,,1206
קדימה-צורן,0,0.0855228773696964,18,,1154
קרית ביאליק,0,0.0457375174691907,18,,2558
קרית שמונה,0,0.07696138349404681,17,,1190
מעלה עירון,41.66666666666667,0.11266485519252441,17,,687
עומר,0,0.2142407057340895,17,,1171
סח'נין,0,0.05193059628543499,17,,1824
חריש,0,0.1111574267055718,16,,904
כפר יונה,0,0.06982325987344534,16,,1347
כפר כנא,0,0.06582989554989906,15,,1394
פוריידיס,0,0.11283285692793739,15,,857
מרכז שפירא,0,0.7201152184349496,15,,241
לקיה,0,0.09773897178601682,15,,835
ערערה,0,0.07501500300060011,15,,1496
קצרין,0,0.2,15,,439
תל מונד,0,0.1170046801872075,15,,1467
פקיעין (בוקייעה),0,0.2540220152413209,15,,724
אריאל,0,0.0819761722592633,15,,1388
עמנואל,0,0.3570578433706261,15,,236
גבעת אבני,0,0.14756517461879, קטן מ-15 ,,154
גבעת ברנר,0,0.0858000858000858, קטן מ-15 ,,146
עפרה,0,0.35947712418300654, קטן מ-15 ,,278
גבע בנימין,0,0.2212389380530973, קטן מ-15 ,,555
עראבה,0,0.026609898882384252, קטן מ-15 ,,980
בת חפר,0,0.01961938395134393, קטן מ-15 ,,350
מסעודין אל-עזאזמה,0,0.01162250116225012, קטן מ-15 ,,145
אלפי מנשה,0,0.0765696784073507, קטן מ-15 ,,461
בסמת טבעון,0,0.02527167045741723, קטן מ-15 ,,256
"בני עי""ש",0,0.08852168781351431, קטן מ-15 ,,915
מעיליא,0,0.06277463904582549, קטן מ-15 ,,283
אליכין,0,0.02906976744186047, קטן מ-15 ,,170
אחוזת ברק,0,0.08470986869970351, קטן מ-15 ,,148
אורנית,0,0.05572893446277308, קטן מ-15 ,,552
בית חשמונאי,0,0.04675081813931744, קטן מ-15 ,,132
בית דגן,0,0.16735128556214818, קטן מ-15 ,,428
ג'לג'וליה,0,0.1276010993325481, קטן מ-15 ,,755
ג'דיידה-מכר,0,0.01444738743077294, קטן מ-15 ,,965
נשר,0,0.0225458808675655, קטן מ-15 ,,1869
מתן,0,0.24906600249065997, קטן מ-15 ,,198
אבו רובייעה (שבט),0,0.01165365342034728, קטן מ-15 ,,125
אבו סנאן,0,0.037545993842457014, קטן מ-15 ,,586
אבו גוש,0,0.02511300853842291, קטן מ-15 ,,635
מעלות-תרשיחא,0,0.0619551267867416, קטן מ-15 ,,1580
מצפה יריחו,0,0.12366034624896949, קטן מ-15 ,,182
עתלית,0,0.08427642667950878, קטן מ-15 ,,451
נאעורה,0,0.0831255195344971, קטן מ-15 ,,42
דייר חנא,0,0.11265490048817119, קטן מ-15 ,,653
נוף איילון,0,0.13020833333333331, קטן מ-15 ,,292
הושעיה,0,0.1472754050073638, קטן מ-15 ,,133
הר אדר,0,0.27268220128904314, קטן מ-15 ,,360
פדואל,0,0.18867924528301888, קטן מ-15 ,,138
פסוטה,0,0.02965599051008304, קטן מ-15 ,,435
צופים,0,0.08492569002123143, קטן מ-15 ,,142
חורפיש,0,0.03135779241141424, קטן מ-15 ,,381
חצור הגלילית,0,0.0407955124936257, קטן מ-15 ,,492
חשמונאים,0,0.09980039920159679, קטן מ-15 ,,273
