name,value
מספר פרמדיקים בבידוד,2
מספר דיאטניות בבידוד,4
מספר עובדי מערך לוגיסטי בבידוד,7
מספר רוקחים בבידוד,8
מספר עובדי מעבדה בבידוד,9
מספר פסיכולוגים/ות בבידוד,10
מספר חובשי רפואת חירום בבידוד,11
מספר עוסים בבידוד,11
מספר פיזיותרפיסטים/ריפוי בעיסוק/קלינאי תקשורת בבידוד,23
סקטורים אחרים בבידוד,55
מספר אנשי כוח עזר בבידוד,106
מספר עובדי מינהל ומשק בבידוד,163
