coronaOccupancy,isolatedTeam,name,normalOccupancy
20,6,מעייני הישועה,
20,1,המרכזי בעמק,75
19.48051948051948,6,שמיר (אסף הרופא),59.93265914916992
16.66666666666667,25,"רמב""ם",85.36082458496094
16.66666666666667,5,מאיר,69.28020477294922
14.000000000000002,6,שיבא,95.25316619873047
12.5,6,וולפסון,65.3001480102539
10.90909090909091,10,לניאדו,1.392757654190064
10.58823529411765,5,שערי צדק,93.85749053955078
9.5,60,סוראסקי,98.6336441040039
8.955223880597014,22,הדסה עין כרם,100.9446716308594
4.117647058823529,42,סורוקה,68.11468505859375
3.448275862068966,8,ברזילי,65.94684600830078
1.724137931034483,6,בני ציון,70.66974639892578
1.666666666666667,5,זיו צפת,71.46974182128906
0.5882352941176472,21,קפלן,85.74007415771484
0.5235602094240838,6,השרון ק. גולדה,45.22821426391602
0,1,פוריה,67.04225158691406
0,6,הסקוטי,116.8000030517578
0,5,הכרמל,70.96114349365234
0,41,רבין ק. בילינסון,86.82634735107422
0,24,הלל יפה,74.17475891113281
0,8,נהריה,88.65837097167969
0,0,"אסותא אשדוד בי""ח",
0,8,שניידר,70.4641342163086
0,0,יוספטל,47.69230651855469
0,1,הר הצופים,89.23611450195312
0,0,הסהר האדום,
0,0,המשפחה הקדושה,151.6666717529297
0,0,אל מקאסד,
0,0,הצרפתי,66.41790771484375
0,1,אסותא רמת החייל,
0,0,אסותא ראשון לציון,
0,1,אסותא חיפה,
0,0,אלישע,
0,2,אסותא באר שבע,
