name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
גן יבנה,10,אדום,655.2,0.1808738850626,0.3296516567543999,1770,אדום,2022-01-24T00:00:00.000Z,78.22,72.86,56.04,741.0
חולון,10,אדום,563.1,0.2193121228101,0.3722718253968,11354,אדום,2022-01-24T00:00:00.000Z,74.66,70.26,55.42,577.8
כפר יונה,10,אדום,618.2,0.1740409879138,0.5889872173058,1820,אדום,2022-01-24T00:00:00.000Z,75.12,70.66,54.8,696.3
פרדסיה,10,אדום,719.1,0.1611529642974,0.6539792387543,510,אדום,2022-01-24T00:00:00.000Z,מעל 90%,88.40,71.31,767.3
אבן יהודה,10,אדום,532.2,0.1590766002098,0.3782287822878001,845,אדום,2022-01-24T00:00:00.000Z,מעל 90%,86.63,68.5,602.0
קדימה-צורן,10,אדום,555.7,0.1839308488026,0.3326293558605999,1435,אדום,2022-01-24T00:00:00.000Z,78.36,74.33,58.7,631.9
גני תקווה,10,אדום,604.0,0.1473972602739,0.3029087261785,1438,אדום,2022-01-24T00:00:00.000Z,83.16,78.19,62.43,668.6
יקנעם עילית,10,אדום,466.3,0.1521914493143,0.3200000000000001,1289,אדום,2022-01-24T00:00:00.000Z,80.54,76.26,61.19,535.7
נתיבות,10,אדום,798.1,0.2619341056609,0.3309382924766999,3524,אדום,2022-01-24T00:00:00.000Z,55.27,46.68,29.68,893.1
צור משה,10,אדום,452.2,0.1951219512195,0.7857142857142001,151,אדום,2022-01-24T00:00:00.000Z,70.64,66.60,54.02,455.2
בית יצחק-שער חפר,10,אדום,643.7,0.1839378238341,0.6428571428570999,166,אדום,2022-01-24T00:00:00.000Z,87.08,82.79,68.84,774.3
ניצן,10,אדום,1017.4,0.225948808473,0.1780821917808,366,אדום,2022-01-24T00:00:00.000Z,69.09,62.22,45.07,1443.2
בית דגן,10,אדום,596.1,0.2235588972431,0.2428571428571,501,אדום,2022-01-24T00:00:00.000Z,74.27,69.22,54.52,686.5
קרית עקרון,10,אדום,619.9,0.1680851063829,0.2127659574467999,951,אדום,2022-01-24T00:00:00.000Z,69.32,64.78,47.73,861.9
אבו גוש,10,אדום,1513.6,0.2236333517393,1.0767888307155,1436,אדום,2022-01-24T00:00:00.000Z,מעל 90%,מעל 90%,88.12,1826.5
אבו סנאן,10,אדום,854.9,0.2369271724662,2.072864321608,1313,אדום,2022-01-24T00:00:00.000Z,78.10,68.33,41.92,917.8
אכסאל,10,אדום,782.0,0.2358104154476,1.8613138686131,1467,אדום,2022-01-24T00:00:00.000Z,67.34,58.35,32.05,975.5
בית ג'ן,10,אדום,764.2,0.2660908331011,4.6363636363636,878,אדום,2022-01-24T00:00:00.000Z,72.90,60.19,41.96,721.5
מגאר,10,אדום,898.5,0.2520018841262,1.492252681764,2333,אדום,2022-01-24T00:00:00.000Z,72.21,64.03,40.74,1002.5
בועיינה-נוג'ידאת,10,אדום,858.1,0.2615475139746,3.4739583333333,891,אדום,2022-01-24T00:00:00.000Z,72.23,62.16,35.41,890.0
בענה,10,אדום,698.3,0.2683142100617,3.1118881118881,627,אדום,2022-01-24T00:00:00.000Z,62.68,52.42,29.09,744.6
ג'ולס,10,אדום,961.0,0.2827797202797,4.9904761904761,660,אדום,2022-01-24T00:00:00.000Z,76.49,68.33,49.41,1008.4
ג'ש (גוש חלב),10,אדום,525.6,0.141765704584,0.7446808510638001,188,אדום,2022-01-24T00:00:00.000Z,75.29,68.04,49.39,602.6
דבוריה,10,אדום,760.2,0.218258132214,1.6193548387096,975,אדום,2022-01-24T00:00:00.000Z,68.39,58.67,36.93,912.8
דייר אל-אסד,10,אדום,380.8,0.2261580381471,1.4321608040201,638,אדום,2022-01-24T00:00:00.000Z,71.56,59.66,37.17,502.0
דייר חנא,10,אדום,855.7,0.2112479665349,2.1293706293706,1012,אדום,2022-01-24T00:00:00.000Z,73.03,61.78,37.55,967.6
דאלית אל-כרמל,10,אדום,865.5,0.2920171994765,2.1810699588477,1444,אדום,2022-01-24T00:00:00.000Z,64.43,54.41,37.99,808.4
חורפיש,10,אדום,879.8,0.2184466019417,1.1226765799256,696,אדום,2022-01-24T00:00:00.000Z,80.60,68.12,47.53,1072.4
טורעאן,10,אדום,874.5,0.2421816827997,1.6216216216216,1348,אדום,2022-01-24T00:00:00.000Z,70.46,60.98,34.56,934.8
יפיע,10,אדום,844.1,0.2893676650902,1.6530944625407,1878,אדום,2022-01-24T00:00:00.000Z,63.94,54.35,31.51,973.2
ירכא,10,אדום,794.4,0.2762874485999,1.9154334038054,1402,אדום,2022-01-24T00:00:00.000Z,64.98,53.70,33.92,807.6
כאבול,10,אדום,836.0,0.2820153953813,2.4593023255813,1369,אדום,2022-01-24T00:00:00.000Z,65.09,54.36,33.48,961.8
כאוכב אבו אל-היג'א,10,אדום,937.9,0.2121212121212,3.4545454545454,379,אדום,2022-01-24T00:00:00.000Z,71.53,61.85,37.79,1036.4
כפר יאסיף,10,אדום,650.8,0.2445652173913,2.3686868686868,775,אדום,2022-01-24T00:00:00.000Z,72.95,64.56,41,756.2
כפר כמא,10,אדום,730.3,0.1973886328725,1,353,אדום,2022-01-24T00:00:00.000Z,73.62,69.41,54.74,1039.5
כפר כנא,10,אדום,952.2,0.2909137842023,1.7434944237918,2585,אדום,2022-01-24T00:00:00.000Z,69.39,59.83,34.54,1111.8
כפר מנדא,10,אדום,665.7,0.357490396927,2.7282608695652,1538,אדום,2022-01-24T00:00:00.000Z,61.45,51.59,25.48,746.2
עילוט,10,אדום,798.6,0.2732649842271,1.8855932203389,798,אדום,2022-01-24T00:00:00.000Z,60.06,51.99,26.39,935.9
כפר מצר,10,אדום,1015.1,0.323927765237,0.9859154929577001,343,אדום,2022-01-24T00:00:00.000Z,67.89,57.38,33.08,1234.7
מג'ד אל-כרום,10,אדום,653.2,0.2303735182285,2.3966666666666,1173,אדום,2022-01-24T00:00:00.000Z,72.54,58.47,32.6,752.0
מזרעה,10,אדום,728.9,0.2301770592763,3,343,אדום,2022-01-24T00:00:00.000Z,67.45,61.46,37.99,856.2
מעיליא,10,אדום,825.9,0.2310286677908,0.7402597402597,357,אדום,2022-01-24T00:00:00.000Z,69.24,63.73,44.87,1100.2
משהד,10,אדום,979.6,0.2774130006565,1.6433121019108,975,אדום,2022-01-24T00:00:00.000Z,64.65,55.12,29.34,1150.7
עין נקובא,10,אדום,660.1,0.2474226804123,1.7126436781609,309,אדום,2022-01-24T00:00:00.000Z,59.89,48.08,26.35,864.3
נחף,10,אדום,796.7,0.2650133722343,2.4512987012987,1117,אדום,2022-01-24T00:00:00.000Z,65.53,55.81,31.72,837.1
נאעורה,9.9,אדום,639.7,0.2854442344045,7.3333333333333,159,אדום,2022-01-24T00:00:00.000Z,73.65,63.71,37.53,678.0
סאג'ור,10,אדום,754.6,0.2156110044785,1.2380952380952,310,אדום,2022-01-24T00:00:00.000Z,78.30,67.09,48.17,711.0
סולם,10,אדום,910.1,0.2908653846153,0.5157232704401999,380,אדום,2022-01-24T00:00:00.000Z,79.31,68.96,43.47,1435.0
עוזייר,10,אדום,618.7,0.2219917012448,2.25,251,אדום,2022-01-24T00:00:00.000Z,65.62,59.31,30.96,746.6
אעבלין,10,אדום,778.4,0.2701754385964,1.643216080402,1210,אדום,2022-01-24T00:00:00.000Z,67.22,58.65,36.42,895.3
עיילבון,10,אדום,939.3,0.2290076335877,2.6442953020134,588,אדום,2022-01-24T00:00:00.000Z,72.03,64.50,45.63,1017.1
עראבה,10,אדום,918.4,0.2569977192618,4.6247086247086,2290,אדום,2022-01-24T00:00:00.000Z,68.80,59.08,34.04,871.6
עין מאהל,10,אדום,784.1,0.2639804639804,1.590243902439,1208,אדום,2022-01-24T00:00:00.000Z,74.36,60.09,34.65,891.8
עספיא,10,אדום,933.7,0.3138185654008,1.5117270788912,1115,אדום,2022-01-24T00:00:00.000Z,67.35,58.95,39.57,883.7
פסוטה,10,אדום,800.1,0.2159468438538,2.0357142857142,252,אדום,2022-01-24T00:00:00.000Z,78.57,71.67,50.96,790.7
פקיעין (בוקייעה),10,אדום,1172.2,0.2650242627846,2.1255605381165,745,אדום,2022-01-24T00:00:00.000Z,70.72,60.28,39.52,1252.9
פוריידיס,10,אדום,625.0,0.2100072167428,1.2950819672131,1057,אדום,2022-01-24T00:00:00.000Z,69.59,60.59,37.37,786.5
שעב,10,אדום,777.6,0.2413509060955,2.6129032258064,557,אדום,2022-01-24T00:00:00.000Z,71.40,61.96,36.32,773.4
ג'סר א-זרקא,10,אדום,577.0,0.1888466413181,3.6137566137566,964,אדום,2022-01-24T00:00:00.000Z,72.69,61.46,39.82,637.9
ריינה,10,אדום,689.9,0.2532357906584,2.1428571428571,1438,אדום,2022-01-24T00:00:00.000Z,54.23,46.70,25.61,751.5
ראמה,10,אדום,861.8,0.2666142351553,2.040909090909,724,אדום,2022-01-24T00:00:00.000Z,81.31,71.82,48.82,932.6
אזור,10,אדום,418.8,0.1939937866758,0.06538461538460005,615,אדום,2022-01-24T00:00:00.000Z,66.62,62.10,47.94,464.9
יד בנימין,10,אדום,779.0,0.1817204301075,-0.0623229461757,502,אדום,2022-01-24T00:00:00.000Z,59.31,52.93,36.15,1181.5
סביון,10,אדום,541.4,0.1554149085794,0.1005025125628001,219,אדום,2022-01-24T00:00:00.000Z,מעל 90%,מעל 90%,81.48,541.4
ג'לג'וליה,10,אדום,390.5,0.1746910950149,1.4662576687116,487,אדום,2022-01-24T00:00:00.000Z,60.44,51.78,29.04,473.0
ג'ת,10,אדום,742.7,0.2534301856335,0.8346774193548001,981,אדום,2022-01-24T00:00:00.000Z,64.57,56.81,35.7,800.7
כפר ברא,10,אדום,592.5,0.1772939346811,1.3473684210526,229,אדום,2022-01-24T00:00:00.000Z,69.74,57.09,32.47,608.4
כפר קאסם,10,אדום,604.1,0.1960238568588,2.0691823899371,1768,אדום,2022-01-24T00:00:00.000Z,66.00,53.79,29.23,729.5
מוקייבלה,10,אדום,671.7,0.2392426850258,1.0984848484848,396,אדום,2022-01-24T00:00:00.000Z,73.25,62.17,33.97,960.2
ערערה,10,אדום,611.2,0.2209414024975,2.4666666666666,1748,אדום,2022-01-24T00:00:00.000Z,51.69,44.86,24.88,684.8
קלנסווה,10,אדום,689.8,0.1951219512195,1.4946070878274,1953,אדום,2022-01-24T00:00:00.000Z,62.82,52.52,27.47,832.1
מייסר,10,אדום,666.0,0.2411467116357,2.7027027027027,157,אדום,2022-01-24T00:00:00.000Z,68.06,62.32,38.21,763.2
אבטין,10,אדום,464.1,0.2815734989648,2.4358974358974,147,אדום,2022-01-24T00:00:00.000Z,64.15,57.15,31.38,509.2
כפר קרע,10,אדום,705.6,0.2276713218577,3.6237288135593,1370,אדום,2022-01-24T00:00:00.000Z,68.64,60.84,37.75,708.7
שייח' דנון,10,אדום,691.4,0.22647702407,1.4166666666666,264,אדום,2022-01-24T00:00:00.000Z,65.36,57.39,32.22,899.2
עומר,10,אדום,516.6,0.1697324414715,0.3076923076922999,481,אדום,2022-01-24T00:00:00.000Z,מעל 90%,מעל 90%,78.87,635.5
גבעת שמואל,10,אדום,607.3,0.1799678628816,0.2334079045488,1791,אדום,2022-01-24T00:00:00.000Z,80.21,75.36,59.42,657.6
מעגן מיכאל,10,אדום,408.9,0.2166246851385,0.7708333333333,118,אדום,2022-01-24T00:00:00.000Z,81.63,78.40,61.76,567.6
"כפר חב""ד",10,אדום,582.0,0.2214839424141,0.1597633136094001,556,אדום,2022-01-24T00:00:00.000Z,51.05,40.94,25.49,825.5
תפרח,10,אדום,454.7,0.321875,-0.07272727272729995,90,אדום,2022-01-24T00:00:00.000Z,51.85,34.51,19.35,401.2
שתולים,10,אדום,716.7,0.2245199409158,0.5151515151515,160,אדום,2022-01-24T00:00:00.000Z,71.43,65.65,49.98,764.5
שלומי,10,אדום,639.8,0.1497127407908,0.8109243697477999,511,אדום,2022-01-24T00:00:00.000Z,76.86,72.13,55.26,758.6
ירוחם,10,אדום,617.0,0.1484028393966,0.07504078303419992,929,אדום,2022-01-24T00:00:00.000Z,73.36,65.93,47.92,869.9
מגדל העמק,10,אדום,551.8,0.1611593549114,0.5383783783783,1909,אדום,2022-01-24T00:00:00.000Z,73.22,67.74,51.49,740.2
שבלי - אום אל-גנם,10,אדום,716.3,0.2601390498261,1.0607476635514,611,אדום,2022-01-24T00:00:00.000Z,73.51,64.89,40.93,992.4
רכסים,10,אדום,457.7,0.39477124183,0.1637764932562,619,אדום,2022-01-24T00:00:00.000Z,47.26,34.38,19.72,469.1
מסעודין אל-עזאזמה,6.8,אפור,24.1,0.1447811447811,3.3,48,כתום,2022-01-24T00:00:00.000Z,7.63,6.20,2.21,26.9
בסמת טבעון,10,אדום,718.7,0.2709587772116,3.5275590551181,653,אדום,2022-01-24T00:00:00.000Z,58.34,52.73,29.28,816.1
אבו רוקייק (שבט),9.8,אפור,106.6,0.2246520874751,4.45,121,אדום,2022-01-24T00:00:00.000Z,13.36,11.36,3.62,118.4
טובא-זנגריה,10,אדום,563.4,0.2503105590062,6.3207547169811,418,אדום,2022-01-24T00:00:00.000Z,65.25,58.65,31.71,606.9
אעצם (שבט),7.3,אפור,31.3,0.1107692307692,2.4,44,כתום,2022-01-24T00:00:00.000Z,10.80,8.90,2.46,40.5
קציר,10,אדום,652.7,0.2334123222748,1.5064935064935,204,אדום,2022-01-24T00:00:00.000Z,68.48,65.34,52.25,689.9
סלמה,10,אדום,870.8,0.2558724832214,1.0136054421768,374,אדום,2022-01-24T00:00:00.000Z,68.02,57.90,35.45,1100.3
חריש,10,אדום,739.5,0.1880913334174,1.2762951334379,1481,אדום,2022-01-24T00:00:00.000Z,58.77,53.23,36.83,755.3
כפר ורדים,10,אדום,509.6,0.1474987106756,0.5642458100558001,322,אדום,2022-01-24T00:00:00.000Z,87.97,84.39,70.76,586.0
מיתר,10,אדום,638.4,0.1794444444444,0.4070796460176001,809,אדום,2022-01-24T00:00:00.000Z,מעל 90%,88.04,69.32,812.0
להבים,10,אדום,472.8,0.1649590163934,0.1716417910446999,439,אדום,2022-01-24T00:00:00.000Z,מעל 90%,87.73,73.69,661.0
בנימינה-גבעת עדה,10,אדום,474.0,0.1760256704102,0.3788706739526,853,אדום,2022-01-24T00:00:00.000Z,78.51,74.28,58.27,534.1
הוד השרון,10,אדום,506.8,0.1648597573105,0.3495065789473,3734,אדום,2022-01-24T00:00:00.000Z,82.98,79.21,64.59,576.6
תל מונד,10,אדום,560.1,0.1563138536984,0.4389312977099,823,אדום,2022-01-24T00:00:00.000Z,89.93,86.03,68.35,611.4
גבעת ברנר,10,אדום,521.6,0.1146085552865,0.3899999999999999,197,אדום,2022-01-24T00:00:00.000Z,79.32,76.10,61.61,739.2
רמת ישי,10,אדום,483.8,0.1426481346013,0.5591836734693001,447,אדום,2022-01-24T00:00:00.000Z,83.98,80.62,66.05,566.1
מצפה רמון,10,אדום,657.9,0.2018834608593,0.4510638297872001,428,אדום,2022-01-24T00:00:00.000Z,68.36,63.15,48,825.8
אשדוד,10,אדום,529.5,0.2135288469931,0.3324808184143,12203,אדום,2022-01-24T00:00:00.000Z,70.87,63.67,46.96,539.2
עתלית,10,אדום,591.8,0.1724941724941,0.6242937853107,696,אדום,2022-01-24T00:00:00.000Z,73.15,68.47,52.58,716.3
כפר תבור,10,אדום,624.9,0.137026239067,0.5714285714284999,366,אדום,2022-01-24T00:00:00.000Z,88.16,83.19,65.96,831.6
יבנאל,10,אדום,413.5,0.2631578947368,0.8367346938775,193,אדום,2022-01-24T00:00:00.000Z,41.44,36.73,25.29,443.4
אליכין,10,אדום,614.5,0.1924095322153,0.4489795918367001,271,אדום,2022-01-24T00:00:00.000Z,71.58,67.60,51.13,781.9
אופקים,10,אדום,583.1,0.1936159600997,0.3995552260934001,2437,אדום,2022-01-24T00:00:00.000Z,64.85,57.12,39.96,752.7
מזכרת בתיה,10,אדום,712.8,0.1598302687411,0.4520917678812,1241,אדום,2022-01-24T00:00:00.000Z,89.72,84.56,65.23,822.1
ראש פינה,10,אדום,491.8,0.1707577374599,0.9390243902438999,200,אדום,2022-01-24T00:00:00.000Z,72.84,69.50,54.47,618.6
קרית ים,10,אדום,494.0,0.1826745474695,0.9078431372549001,2316,אדום,2022-01-24T00:00:00.000Z,77.51,73.41,57.79,588.0
קרית ביאליק,10,אדום,510.3,0.1640744129307,0.5007062146892001,2622,אדום,2022-01-24T00:00:00.000Z,81.21,76.92,62.1,629.6
יהוד,10,אדום,564.3,0.1792937231478,0.06277463904579994,2011,אדום,2022-01-24T00:00:00.000Z,81.69,76.51,61.37,670.3
זכרון יעקב,10,אדום,395.3,0.1837172979304,0.4248466257668,984,אדום,2022-01-24T00:00:00.000Z,80.50,76.02,61.58,418.7
בית שאן,10,אדום,626.4,0.155318602261,1.3923541247484,1564,אדום,2022-01-24T00:00:00.000Z,73.94,67.49,48.01,824.0
נהריה,10,אדום,565.0,0.1576363719777,1.0011968880909,3649,אדום,2022-01-24T00:00:00.000Z,83.11,78.78,62.49,616.5
באר שבע,10,אדום,579.7,0.1922770089902,0.3871847307430001,15556,אדום,2022-01-24T00:00:00.000Z,77.52,72.07,55.42,738.6
טמרה,10,אדום,937.2,0.3103802672147,1.5603448275862,4152,אדום,2022-01-24T00:00:00.000Z,69.49,57.34,34.11,1191.1
שפרעם,10,אדום,709.2,0.2877868386117,1.0852981969486,3042,אדום,2022-01-24T00:00:00.000Z,70.08,61.86,39.03,717.5
רעננה,10,אדום,543.2,0.166554920134,0.3624511082138,4345,אדום,2022-01-24T00:00:00.000Z,89.30,85.15,69.86,564.6
רמת גן,10,אדום,462.6,0.1669071158823,0.2669185282522,8277,אדום,2022-01-24T00:00:00.000Z,76.17,72.53,60.06,496.4
רמלה,10,אדום,603.2,0.193788921665,0.4044807750529,5779,אדום,2022-01-24T00:00:00.000Z,68.21,60.59,41.18,751.5
