date,visited_country,israeli_incoming_vaccination,israeli_incoming_none_vaccination,israeli_incoming_vaccination_expired,israeli_positive_vaccination,israeli_positive_none_vaccination,israeli_positive_vaccination_expired
2021-09-28T00:00:00.000Z,לטביה,72,0,4,0,0,0
2021-09-28T00:00:00.000Z,ניגריה,1,0,0,0,0,0
2021-09-28T00:00:00.000Z,ניו זילנד,0,0,1,0,0,0
2021-09-28T00:00:00.000Z,מקסיקו,1,0,1,0,0,0
2021-09-28T00:00:00.000Z,סרביה,19,0,0,0,0,0
2021-09-28T00:00:00.000Z,דנמרק,34,0,0,0,0,0
2021-09-28T00:00:00.000Z,אוזבקיסטן,5,0,0,0,0,0
2021-09-28T00:00:00.000Z,פרגוואי,2,0,0,0,0,0
2021-09-28T00:00:00.000Z,גאורגיה,515,0,22,4,0,0
2021-09-28T00:00:00.000Z,איחוד האמירויות הערב,233,0,15,0,0,0
2021-09-28T00:00:00.000Z,בוסניה הרצגובינה,16,0,3,0,0,0
2021-09-28T00:00:00.000Z,פינלנד,4,0,0,0,0,0
2021-09-28T00:00:00.000Z,קובה,0,0,1,0,0,0
2021-09-28T00:00:00.000Z,אסטוניה,6,0,0,0,0,0
2021-09-28T00:00:00.000Z,כלל המדינות,16833,0,1151,26,0,11
2021-09-28T00:00:00.000Z,הממלכה המאוחדת,271,0,7,0,0,0
2021-09-28T00:00:00.000Z,קפריסין,257,0,17,0,0,0
2021-09-28T00:00:00.000Z,הונג קונג,0,0,1,0,0,0
2021-09-28T00:00:00.000Z,ליטא,21,0,0,0,0,0
2021-09-28T00:00:00.000Z,תאילנד,0,0,2,0,0,0
2021-09-28T00:00:00.000Z,טנזניה,37,0,3,0,0,0
2021-09-28T00:00:00.000Z,פנמה,13,0,5,0,0,0
2021-09-28T00:00:00.000Z,שוויץ,282,0,3,0,0,0
2021-09-28T00:00:00.000Z,מונטנגרו,10,0,1,0,0,0
2021-09-28T00:00:00.000Z,ירדן,212,0,26,2,0,1
2021-09-28T00:00:00.000Z,ספרד,608,0,25,2,0,0
2021-09-28T00:00:00.000Z,אורגוואי,6,0,0,0,0,0
2021-09-28T00:00:00.000Z,הונגריה,682,0,22,0,0,0
2021-09-28T00:00:00.000Z,אוקראינה,278,0,34,3,0,3
2021-09-28T00:00:00.000Z,ארגנטינה,12,0,0,0,0,0
2021-09-28T00:00:00.000Z,רומניה,428,0,30,0,0,1
2021-09-28T00:00:00.000Z,חוף השנהב,1,0,0,0,0,0
2021-09-28T00:00:00.000Z,גווטאמלה,2,0,4,0,0,0
2021-09-28T00:00:00.000Z,מרוקו,13,0,0,0,0,0
2021-09-28T00:00:00.000Z,סלובניה,13,0,0,0,0,0
2021-09-28T00:00:00.000Z,סין,0,0,0,0,0,0
2021-09-28T00:00:00.000Z,הודו,2,0,1,0,0,0
2021-09-28T00:00:00.000Z,מלזיה,0,0,0,0,0,0
2021-09-28T00:00:00.000Z,סרי לנקה (צילון),8,0,0,0,0,0
2021-09-28T00:00:00.000Z,תורכיה,36,0,10,0,0,0
2021-09-28T00:00:00.000Z,רוסיה,235,0,31,5,0,1
2021-09-28T00:00:00.000Z,צרפת,676,0,22,0,0,0
2021-09-28T00:00:00.000Z,זימבאבווה,3,0,0,0,0,0
2021-09-28T00:00:00.000Z,אלבניה,12,0,0,0,0,0
2021-09-28T00:00:00.000Z,פורטוגל,53,0,8,0,0,0
2021-09-28T00:00:00.000Z,אוסטרליה,1,0,0,0,0,0
2021-09-28T00:00:00.000Z,רואנדה,4,0,0,0,0,0
2021-09-28T00:00:00.000Z,אוסטריה,558,0,20,0,0,0
2021-09-28T00:00:00.000Z,איסלנד,139,0,2,1,0,0
2021-09-28T00:00:00.000Z,אל סלבדור,2,0,0,0,0,0
2021-09-28T00:00:00.000Z,קולומביה,2,0,3,0,0,0
2021-09-28T00:00:00.000Z,נורבגיה,3,0,0,0,0,0
2021-09-28T00:00:00.000Z,הולנד,147,0,19,0,0,1
2021-09-28T00:00:00.000Z,אקואדור,3,0,0,1,0,0
2021-09-28T00:00:00.000Z,תוניסיה,2,0,2,0,0,0
2021-09-28T00:00:00.000Z,פרו,22,0,4,0,0,0
2021-09-28T00:00:00.000Z,מלדיבים,95,0,1,0,0,0
2021-09-28T00:00:00.000Z,קוריאה הדרומית,5,0,0,0,0,0
2021-09-28T00:00:00.000Z,בלגיה,18,0,1,0,0,0
2021-09-28T00:00:00.000Z,אוגנדה,1,0,2,0,0,0
2021-09-28T00:00:00.000Z,ערב הסעודית,2,0,0,0,0,0
2021-09-28T00:00:00.000Z,טוגו,1,0,0,0,0,0
2021-09-28T00:00:00.000Z,דרום אפריקה,22,0,3,0,0,0
2021-09-28T00:00:00.000Z,ארמניה,4,0,0,0,0,0
2021-09-28T00:00:00.000Z,נמיביה,6,0,0,0,0,0
2021-09-28T00:00:00.000Z,האנטילים ההולנדים,6,0,0,0,0,0
