date,amount,amountVirusDiagnosis,amountPersonTested,amountMagen,positiveAmount,positiveRate,positiveRatePCR,positiveRateAntigen
2022-01-05T00:00:00.000Z,332345,330520,313368,28818,19193,5.91,7.78,2.14
2022-01-06T00:00:00.000Z,324900,322120,305163,31783,19521,6.23,7.89,2.6
2022-01-07T00:00:00.000Z,306688,303069,284160,24649,22635,7.73,8.79,4.93
2022-01-08T00:00:00.000Z,283448,279004,264724,4041,23513,8.63,10.43,5.94
2022-01-09T00:00:00.000Z,376307,370049,342832,19579,32090,9.07,11.63,6.57
2022-01-10T00:00:00.000Z,416269,408523,379567,48486,42458,10.91,13.45,7.81
2022-01-11T00:00:00.000Z,434066,425473,397936,45641,47895,11.73,15.09,8.26
2022-01-12T00:00:00.000Z,448956,439706,409126,51022,49945,11.87,15.01,8.67
2022-01-13T00:00:00.000Z,443252,433413,403794,50664,50664,12.19,15.1,9.32
2022-01-14T00:00:00.000Z,357630,346430,322067,44941,47297,14.22,15.58,11.41
2022-01-15T00:00:00.000Z,339381,329168,316268,13753,46242,14.22,17.16,11.42
2022-01-16T00:00:00.000Z,460571,447371,426530,12394,67279,15.17,19.47,12.15
2022-01-17T00:00:00.000Z,486077,470793,447574,38079,75163,16.07,19.71,12.55
2022-01-18T00:00:00.000Z,485333,465375,441464,33458,75829,16.62,20.81,13
2022-01-19T00:00:00.000Z,455509,429136,406392,33964,76658,18.24,20.82,15.26
2022-01-20T00:00:00.000Z,424920,393193,374289,31987,77676,20.04,21.14,18
2022-01-21T00:00:00.000Z,381488,347735,313081,56295,67715,20.95,21.18,19.45
2022-01-22T00:00:00.000Z,390771,353042,322032,25142,69216,20.78,23.06,18.4
2022-01-23T00:00:00.000Z,462351,415070,377968,29252,88177,22.2,25.94,19.29
2022-01-24T00:00:00.000Z,439893,402610,383255,40736,86164,21.82,24.25,19.12
2022-01-25T00:00:00.000Z,142906,131180,123928,24282,26262,21.06,23.64,16.89
