section,female,male,period,order_period
0-9,"{'amount': 206334, 'percentage': 8.4}","{'amount': 249641, 'percentage': 10.1}",מתחילת קורונה,1
0-9,"{'amount': 79866, 'percentage': 7.2}","{'amount': 107371, 'percentage': 9.7}",חודש אחרון,5
0-9,"{'amount': 85569, 'percentage': 7.5}","{'amount': 112999, 'percentage': 9.8}",3 חודשים,4
0-9,"{'amount': 145276, 'percentage': 9.1}","{'amount': 178581, 'percentage': 11.2}",6 חודשים,3
0-9,"{'amount': 171470, 'percentage': 9.2}","{'amount': 208889, 'percentage': 11.2}",שנה,2
10-19,"{'amount': 262415, 'percentage': 10.7}","{'amount': 276246, 'percentage': 11.2}",מתחילת קורונה,1
10-19,"{'amount': 120934, 'percentage': 10.9}","{'amount': 124624, 'percentage': 11.2}",חודש אחרון,5
10-19,"{'amount': 126178, 'percentage': 11}","{'amount': 129114, 'percentage': 11.2}",3 חודשים,4
10-19,"{'amount': 204652, 'percentage': 11}","{'amount': 206457, 'percentage': 11.1}",שנה,2
10-19,"{'amount': 174721, 'percentage': 10.9}","{'amount': 176737, 'percentage': 11}",6 חודשים,3
20-29,"{'amount': 104078, 'percentage': 9.1}","{'amount': 68737, 'percentage': 6}",3 חודשים,4
20-29,"{'amount': 165873, 'percentage': 8.9}","{'amount': 116262, 'percentage': 6.2}",שנה,2
20-29,"{'amount': 139757, 'percentage': 8.7}","{'amount': 96108, 'percentage': 6}",6 חודשים,3
20-29,"{'amount': 101729, 'percentage': 9.2}","{'amount': 67378, 'percentage': 6.1}",חודש אחרון,5
20-29,"{'amount': 224369, 'percentage': 9.1}","{'amount': 169054, 'percentage': 6.9}",מתחילת קורונה,1
30-39,"{'amount': 201625, 'percentage': 8.2}","{'amount': 145858, 'percentage': 5.9}",מתחילת קורונה,1
30-39,"{'amount': 137859, 'percentage': 8.6}","{'amount': 90971, 'percentage': 5.7}",6 חודשים,3
30-39,"{'amount': 157873, 'percentage': 8.5}","{'amount': 107323, 'percentage': 5.7}",שנה,2
30-39,"{'amount': 100144, 'percentage': 8.7}","{'amount': 64409, 'percentage': 5.6}",3 חודשים,4
30-39,"{'amount': 97160, 'percentage': 8.7}","{'amount': 62727, 'percentage': 5.6}",חודש אחרון,5
