CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.007096774193548388,2020-03-02T00:00:00.000Z,1,5632,101,0,1550
0,0,10,0,0,10,10,0.006451612903225806,2020-03-03T00:00:00.000Z,0,7857,104,0,1550
0,0,11,0,0,11,11,0.007096774193548388,2020-03-04T00:00:00.000Z,0,7012,102,0,1550
0,0,12,1,0,13,13,0.008387096774193548,2020-03-05T00:00:00.000Z,1,7012,102,0,1550
1,0,14,2,0,16,16,0.01032258064516129,2020-03-06T00:00:00.000Z,1,5177,103,0,1550
2,0,17,3,0,20,20,0.01290322580645161,2020-03-07T00:00:00.000Z,1,4861,103,0,1550
4,0,21,5,0,26,26,0.0167741935483871,2020-03-08T00:00:00.000Z,2,7330,106,0,1550
5,0,33,6,0,39,39,0.02516129032258065,2020-03-09T00:00:00.000Z,7,6205,97,0,1550
5,0,53,6,0,59,59,0.03806451612903226,2020-03-10T00:00:00.000Z,2,6021,110,0,1550
6,0,73,7,1,81,81,0.05225806451612904,2020-03-11T00:00:00.000Z,10,5980,108,0,1550
6,0,95,7,1,103,101,0.0664516129032258,2020-03-12T00:00:00.000Z,6,5983,109,0,1550
6,0,112,7,4,123,122,0.07935483870967742,2020-03-13T00:00:00.000Z,10,4121,123,0,1550
4,0,152,6,4,162,161,0.1045161290322581,2020-03-14T00:00:00.000Z,20,3692,113,0,1550
6,0,187,9,6,202,200,0.1303225806451613,2020-03-15T00:00:00.000Z,37,5491,112,0,1550
7,0,205,11,5,221,215,0.1425806451612903,2020-03-16T00:00:00.000Z,27,4759,170,0,1550
7,0,238,12,6,256,256,0.1651612903225807,2020-03-17T00:00:00.000Z,46,4338,218,0,1550
7,0,279,16,11,306,269,0.1974193548387097,2020-03-18T00:00:00.000Z,54,3920,318,0,1550
12,0,263,21,11,295,264,0.1903225806451613,2020-03-19T00:00:00.000Z,31,4053,448,0,1550
12,1,252,23,14,289,251,0.1864516129032258,2020-03-20T00:00:00.000Z,30,3207,625,0,1550
15,0,229,27,21,277,273,0.1787096774193548,2020-03-21T00:00:00.000Z,34,2905,809,0,1550
22,0,255,37,32,324,305,0.2090322580645161,2020-03-22T00:00:00.000Z,54,4523,1024,0,1550
24,0,274,42,36,352,323,0.2270967741935484,2020-03-23T00:00:00.000Z,58,4053,1344,0,1550
26,3,302,45,48,395,343,0.2548387096774193,2020-03-24T00:00:00.000Z,82,3963,1737,0,1550
28,1,311,49,53,413,397,0.2664516129032258,2020-03-25T00:00:00.000Z,81,3666,2095,0,1550
31,5,345,54,65,464,413,0.2993548387096774,2020-03-26T00:00:00.000Z,83,3925,2577,0,1550
37,2,381,65,69,515,469,0.3322580645161291,2020-03-27T00:00:00.000Z,110,3267,2944,0,1550
41,1,362,69,82,513,485,0.3309677419354839,2020-03-28T00:00:00.000Z,53,2834,3384,0,1550
50,3,377,78,88,543,515,0.3503225806451613,2020-03-29T00:00:00.000Z,70,4289,3849,0,1550
54,1,428,87,104,619,570,0.3993548387096774,2020-03-30T00:00:00.000Z,122,3886,4308,0,1550
64,4,457,98,113,668,627,0.4309677419354839,2020-03-31T00:00:00.000Z,111,4005,4924,0,1550
72,8,515,111,143,769,728,0.4961290322580645,2020-04-01T00:00:00.000Z,147,4088,4771,689,1550
79,10,555,113,145,813,727,0.5245161290322581,2020-04-02T00:00:00.000Z,115,4284,5359,720,1550
93,5,515,130,159,804,719,0.5187096774193548,2020-04-03T00:00:00.000Z,97,3494,5868,717,1550
107,7,481,139,171,791,752,0.5103225806451613,2020-04-04T00:00:00.000Z,73,3155,6197,718,1550
106,6,498,135,194,827,743,0.5335483870967742,2020-04-05T00:00:00.000Z,100,4495,6704,693,1550
110,7,458,147,209,814,702,0.5251612903225806,2020-04-06T00:00:00.000Z,93,4088,6980,796,1550
106,7,388,159,201,748,656,0.4825806451612903,2020-04-07T00:00:00.000Z,72,4313,7244,819,1550
115,9,335,166,193,694,621,0.447741935483871,2020-04-08T00:00:00.000Z,57,3511,7420,859,1550
117,9,312,166,187,665,634,0.4290322580645161,2020-04-09T00:00:00.000Z,65,3363,7546,944,1550
