averageInfected,begin_date,end_date,isCurrentWeek
9416,2021-08-29T00:00:00.000Z,2021-09-04T00:00:00.000Z,False
7860,2021-09-05T00:00:00.000Z,2021-09-11T00:00:00.000Z,False
7766,2021-09-12T00:00:00.000Z,2021-09-18T00:00:00.000Z,False
6539,2021-09-19T00:00:00.000Z,2021-09-23T00:00:00.000Z,True
