priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date
LastMonth,בנגלדש,כתום,2,2,0,0,2021-09-22T00:00:00.000Z
UpToNow,זאיר,כתום,2,130,1,0.77,2021-09-22T00:00:00.000Z
month3,ברבדוס,כתום,2,1,0,0,2021-09-22T00:00:00.000Z
UpToNow,ארמניה,כתום,2,895,11,1.23,2021-09-22T00:00:00.000Z
month3,רומניה,כתום,2,29480,308,1.04,2021-09-22T00:00:00.000Z
UpToNow,קמרון,כתום,2,82,3,3.66,2021-09-22T00:00:00.000Z
month3,סט וינסנט,כתום,2,4,1,25,2021-09-22T00:00:00.000Z
UpToNow,אירלנד,כתום,2,881,0,0,2021-09-22T00:00:00.000Z
month3,גיברלטר,כתום,2,86,0,0,2021-09-22T00:00:00.000Z
month3,סרביה,כתום,2,4010,43,1.07,2021-09-22T00:00:00.000Z
month3,גבון,צהוב,3,13,0,0,2021-09-22T00:00:00.000Z
month6,תוניסיה,כתום,2,124,11,8.87,2021-09-22T00:00:00.000Z
month6,בלגיה,כתום,2,11088,45,0.41,2021-09-22T00:00:00.000Z
month6,ספרד,כתום,2,13926,182,1.31,2021-09-22T00:00:00.000Z
month6,טוגו,כתום,2,70,0,0,2021-09-22T00:00:00.000Z
month6,קמרון,כתום,2,82,3,3.66,2021-09-22T00:00:00.000Z
month6,אירלנד,כתום,2,880,0,0,2021-09-22T00:00:00.000Z
year,בליז,כתום,2,13,1,7.69,2021-09-22T00:00:00.000Z
year,מלדיבים,כתום,2,3618,24,0.66,2021-09-22T00:00:00.000Z
year,איי הבתולה,כתום,2,6,0,0,2021-09-22T00:00:00.000Z
year,דומיניקה,כתום,2,28,0,0,2021-09-22T00:00:00.000Z
year,לוב,כתום,2,4,0,0,2021-09-22T00:00:00.000Z
LastMonth,תוניסיה,כתום,2,27,1,3.7,2021-09-22T00:00:00.000Z
year,איי סיישל,כתום,2,4265,10,0.23,2021-09-22T00:00:00.000Z
LastMonth,אקואדור,כתום,2,58,1,1.72,2021-09-22T00:00:00.000Z
UpToNow,דנמרק,כתום,2,3200,11,0.34,2021-09-22T00:00:00.000Z
LastMonth,צ'ילה,כתום,2,18,0,0,2021-09-22T00:00:00.000Z
UpToNow,אירן,כתום,2,3,0,0,2021-09-22T00:00:00.000Z
LastMonth,מצרים,כתום,2,15869,143,0.9,2021-09-22T00:00:00.000Z
UpToNow,לוכסמבורג,כתום,2,170,0,0,2021-09-22T00:00:00.000Z
month3,דנמרק,כתום,2,2814,11,0.39,2021-09-22T00:00:00.000Z
UpToNow,טוגו,כתום,2,70,0,0,2021-09-22T00:00:00.000Z
month3,קוסובו,כתום,2,53,0,0,2021-09-22T00:00:00.000Z
UpToNow,פלאו,כתום,2,1,0,0,2021-09-22T00:00:00.000Z
month3,בוליביה,כתום,2,46,0,0,2021-09-22T00:00:00.000Z
month3,צ'ילה,כתום,2,109,0,0,2021-09-22T00:00:00.000Z
month3,ארגנטינה,כתום,2,534,2,0.37,2021-09-22T00:00:00.000Z
month3,אלבניה,כתום,2,1140,6,0.53,2021-09-22T00:00:00.000Z
month6,בליז,כתום,2,13,1,7.69,2021-09-22T00:00:00.000Z
month6,לאוס,כתום,2,1,0,0,2021-09-22T00:00:00.000Z
month6,תימן,כתום,2,7,0,0,2021-09-22T00:00:00.000Z
month6,ניגריה,כתום,2,699,5,0.72,2021-09-22T00:00:00.000Z
month6,איי נורפולק,כתום,2,2,0,0,2021-09-22T00:00:00.000Z
month6,איטליה,כתום,2,42569,139,0.33,2021-09-22T00:00:00.000Z
year,ניו זילנד,צהוב,3,80,1,1.25,2021-09-22T00:00:00.000Z
year,ניקרגואה,כתום,2,20,0,0,2021-09-22T00:00:00.000Z
year,לוכסמבורג,כתום,2,170,0,0,2021-09-22T00:00:00.000Z
year,אוזבקיסטן,כתום,2,1970,103,5.23,2021-09-22T00:00:00.000Z
year,קמרון,כתום,2,82,3,3.66,2021-09-22T00:00:00.000Z
LastMonth,מלזיה,כתום,2,1,0,0,2021-09-22T00:00:00.000Z
year,אירלנד,כתום,2,880,0,0,2021-09-22T00:00:00.000Z
LastMonth,רואנדה,כתום,2,44,0,0,2021-09-22T00:00:00.000Z
UpToNow,בליז,כתום,2,13,1,7.69,2021-09-22T00:00:00.000Z
LastMonth,דומיניקה,כתום,2,15,0,0,2021-09-22T00:00:00.000Z
UpToNow,אקואדור,כתום,2,191,1,0.52,2021-09-22T00:00:00.000Z
LastMonth,סנגל,כתום,2,22,0,0,2021-09-22T00:00:00.000Z
UpToNow,פקיסטן,כתום,2,1,0,0,2021-09-22T00:00:00.000Z
