age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,611686,385051,1538337,39.8,25
20-29,1020946,932957,1300361,78.5,71.7
30-39,992397,924660,1197026,82.9,77.2
40-49,945560,887188,1098556,86.1,80.8
50-59,760324,716342,849966,89.5,84.3
60-69,672864,643729,741639,90.7,86.8
70-79,468068,454939,490784,95.4,92.7
80-89,211674,205477,225538,93.9,91.1
90+,47987,46149,51496,93.2,89.6
