period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,40922,19917,48.67
3_Month,0-9,202895,41586,20.5
6_Month,0-9,1170020,507365,43.36
1_Year,0-9,1489449,641513,43.07
All,0-9,1704106,749448,43.98
1_Month,10-19,46278,23323,50.4
3_Month,10-19,221459,42039,18.98
6_Month,10-19,1080653,543929,50.33
1_Year,10-19,1387593,648855,46.76
All,10-19,1623479,794613,48.95
1_Month,20-29,58669,24948,42.52
3_Month,20-29,292298,45422,15.54
6_Month,20-29,936375,389726,41.62
1_Year,20-29,1222956,460181,37.63
All,20-29,1460198,580755,39.77
1_Month,30-39,68483,31085,45.39
3_Month,30-39,291238,59969,20.59
6_Month,30-39,919477,427537,46.5
1_Year,30-39,1166013,498872,42.78
All,30-39,1360284,583938,42.93
1_Month,40-49,70421,32294,45.86
3_Month,40-49,282254,60607,21.47
6_Month,40-49,842826,397799,47.2
1_Year,40-49,1045769,453845,43.4
All,40-49,1207720,527018,43.64
1_Month,50-59,64743,30159,46.58
3_Month,50-59,252545,55077,21.81
6_Month,50-59,655388,277993,42.42
1_Year,50-59,812367,309744,38.13
All,50-59,942364,365845,38.82
1_Month,60-69,68061,31810,46.74
3_Month,60-69,232685,57238,24.6
6_Month,60-69,546827,206873,37.83
1_Year,60-69,671593,226970,33.8
All,60-69,773788,264683,34.21
1_Month,70-79,61913,28087,45.37
3_Month,70-79,168090,48077,28.6
6_Month,70-79,350951,127156,36.23
1_Year,70-79,430205,138052,32.09
All,70-79,495309,158187,31.94
1_Month,80-89,35163,10970,31.2
3_Month,80-89,68884,18606,27.01
6_Month,80-89,132150,48768,36.9
1_Year,80-89,166315,53730,32.31
All,80-89,208307,64577,31
1_Month,90+,11171,2437,21.82
3_Month,90+,17997,4296,23.87
6_Month,90+,30867,11979,38.81
1_Year,90+,39439,13272,33.65
All,90+,53859,16882,31.34
