amount,date
239,
0,2020-02-12T00:00:00.000Z
0,2020-02-13T00:00:00.000Z
0,2020-02-14T00:00:00.000Z
0,2020-02-15T00:00:00.000Z
0,2020-02-16T00:00:00.000Z
0,2020-02-17T00:00:00.000Z
0,2020-02-18T00:00:00.000Z
0,2020-02-19T00:00:00.000Z
0,2020-02-20T00:00:00.000Z
0,2020-02-21T00:00:00.000Z
0,2020-02-22T00:00:00.000Z
0,2020-02-23T00:00:00.000Z
0,2020-02-24T00:00:00.000Z
0,2020-02-25T00:00:00.000Z
0,2020-02-26T00:00:00.000Z
0,2020-02-27T00:00:00.000Z
0,2020-02-28T00:00:00.000Z
0,2020-02-29T00:00:00.000Z
0,2020-03-01T00:00:00.000Z
0,2020-03-02T00:00:00.000Z
1,2020-03-03T00:00:00.000Z
1,2020-03-04T00:00:00.000Z
0,2020-03-05T00:00:00.000Z
0,2020-03-06T00:00:00.000Z
0,2020-03-07T00:00:00.000Z
1,2020-03-08T00:00:00.000Z
0,2020-03-09T00:00:00.000Z
0,2020-03-10T00:00:00.000Z
0,2020-03-11T00:00:00.000Z
0,2020-03-12T00:00:00.000Z
1,2020-03-13T00:00:00.000Z
0,2020-03-14T00:00:00.000Z
0,2020-03-15T00:00:00.000Z
0,2020-03-16T00:00:00.000Z
4,2020-03-17T00:00:00.000Z
5,2020-03-18T00:00:00.000Z
10,2020-03-19T00:00:00.000Z
5,2020-03-20T00:00:00.000Z
4,2020-03-21T00:00:00.000Z
8,2020-03-22T00:00:00.000Z
13,2020-03-23T00:00:00.000Z
9,2020-03-24T00:00:00.000Z
12,2020-03-25T00:00:00.000Z
17,2020-03-26T00:00:00.000Z
11,2020-03-27T00:00:00.000Z
23,2020-03-28T00:00:00.000Z
35,2020-03-29T00:00:00.000Z
37,2020-03-30T00:00:00.000Z
69,2020-03-31T00:00:00.000Z
59,2020-04-01T00:00:00.000Z
97,2020-04-02T00:00:00.000Z
94,2020-04-03T00:00:00.000Z
58,2020-04-04T00:00:00.000Z
108,2020-04-05T00:00:00.000Z
107,2020-04-06T00:00:00.000Z
142,2020-04-07T00:00:00.000Z
156,2020-04-08T00:00:00.000Z
118,2020-04-09T00:00:00.000Z
205,2020-04-10T00:00:00.000Z
179,2020-04-11T00:00:00.000Z
372,2020-04-12T00:00:00.000Z
330,2020-04-13T00:00:00.000Z
380,2020-04-14T00:00:00.000Z
309,2020-04-15T00:00:00.000Z
369,2020-04-16T00:00:00.000Z
389,2020-04-17T00:00:00.000Z
391,2020-04-18T00:00:00.000Z
318,2020-04-19T00:00:00.000Z
538,2020-04-20T00:00:00.000Z
469,2020-04-21T00:00:00.000Z
375,2020-04-22T00:00:00.000Z
390,2020-04-23T00:00:00.000Z
508,2020-04-24T00:00:00.000Z
428,2020-04-25T00:00:00.000Z
241,2020-04-26T00:00:00.000Z
557,2020-04-27T00:00:00.000Z
491,2020-04-28T00:00:00.000Z
438,2020-04-29T00:00:00.000Z
412,2020-04-30T00:00:00.000Z
642,2020-05-01T00:00:00.000Z
257,2020-05-02T00:00:00.000Z
160,2020-05-03T00:00:00.000Z
357,2020-05-04T00:00:00.000Z
350,2020-05-05T00:00:00.000Z
210,2020-05-06T00:00:00.000Z
269,2020-05-07T00:00:00.000Z
294,2020-05-08T00:00:00.000Z
105,2020-05-09T00:00:00.000Z
121,2020-05-10T00:00:00.000Z
431,2020-05-11T00:00:00.000Z
198,2020-05-12T00:00:00.000Z
183,2020-05-13T00:00:00.000Z
238,2020-05-14T00:00:00.000Z
227,2020-05-15T00:00:00.000Z
66,2020-05-16T00:00:00.000Z
139,2020-05-17T00:00:00.000Z
282,2020-05-18T00:00:00.000Z
181,2020-05-19T00:00:00.000Z
123,2020-05-20T00:00:00.000Z
211,2020-05-21T00:00:00.000Z
162,2020-05-22T00:00:00.000Z
34,2020-05-23T00:00:00.000Z
108,2020-05-24T00:00:00.000Z
177,2020-05-25T00:00:00.000Z
93,2020-05-26T00:00:00.000Z
97,2020-05-27T00:00:00.000Z
137,2020-05-28T00:00:00.000Z
40,2020-05-29T00:00:00.000Z
30,2020-05-30T00:00:00.000Z
58,2020-05-31T00:00:00.000Z
106,2020-06-01T00:00:00.000Z
45,2020-06-02T00:00:00.000Z
33,2020-06-03T00:00:00.000Z
58,2020-06-04T00:00:00.000Z
36,2020-06-05T00:00:00.000Z
37,2020-06-06T00:00:00.000Z
51,2020-06-07T00:00:00.000Z
37,2020-06-08T00:00:00.000Z
45,2020-06-09T00:00:00.000Z
72,2020-06-10T00:00:00.000Z
72,2020-06-11T00:00:00.000Z
69,2020-06-12T00:00:00.000Z
54,2020-06-13T00:00:00.000Z
38,2020-06-14T00:00:00.000Z
69,2020-06-15T00:00:00.000Z
39,2020-06-16T00:00:00.000Z
50,2020-06-17T00:00:00.000Z
75,2020-06-18T00:00:00.000Z
68,2020-06-19T00:00:00.000Z
59,2020-06-20T00:00:00.000Z
46,2020-06-21T00:00:00.000Z
87,2020-06-22T00:00:00.000Z
109,2020-06-23T00:00:00.000Z
56,2020-06-24T00:00:00.000Z
127,2020-06-25T00:00:00.000Z
121,2020-06-26T00:00:00.000Z
85,2020-06-27T00:00:00.000Z
110,2020-06-28T00:00:00.000Z
193,2020-06-29T00:00:00.000Z
120,2020-06-30T00:00:00.000Z
113,2020-07-01T00:00:00.000Z
138,2020-07-02T00:00:00.000Z
138,2020-07-03T00:00:00.000Z
131,2020-07-04T00:00:00.000Z
156,2020-07-05T00:00:00.000Z
150,2020-07-06T00:00:00.000Z
163,2020-07-07T00:00:00.000Z
140,2020-07-08T00:00:00.000Z
207,2020-07-09T00:00:00.000Z
216,2020-07-10T00:00:00.000Z
209,2020-07-11T00:00:00.000Z
294,2020-07-12T00:00:00.000Z
343,2020-07-13T00:00:00.000Z
308,2020-07-14T00:00:00.000Z
380,2020-07-15T00:00:00.000Z
492,2020-07-16T00:00:00.000Z
501,2020-07-17T00:00:00.000Z
527,2020-07-18T00:00:00.000Z
436,2020-07-19T00:00:00.000Z
622,2020-07-20T00:00:00.000Z
640,2020-07-21T00:00:00.000Z
3722,2020-07-22T00:00:00.000Z
7212,2020-07-23T00:00:00.000Z
1895,2020-07-24T00:00:00.000Z
674,2020-07-25T00:00:00.000Z
2978,2020-07-26T00:00:00.000Z
1976,2020-07-27T00:00:00.000Z
1750,2020-07-28T00:00:00.000Z
1519,2020-07-29T00:00:00.000Z
1831,2020-07-30T00:00:00.000Z
1398,2020-07-31T00:00:00.000Z
573,2020-08-01T00:00:00.000Z
2674,2020-08-02T00:00:00.000Z
1946,2020-08-03T00:00:00.000Z
1822,2020-08-04T00:00:00.000Z
1612,2020-08-05T00:00:00.000Z
1938,2020-08-06T00:00:00.000Z
1364,2020-08-07T00:00:00.000Z
651,2020-08-08T00:00:00.000Z
2410,2020-08-09T00:00:00.000Z
1386,2020-08-10T00:00:00.000Z
1012,2020-08-11T00:00:00.000Z
