amount,date
1159,2020-08-12T00:00:00.000Z
1344,2020-08-13T00:00:00.000Z
1041,2020-08-14T00:00:00.000Z
597,2020-08-15T00:00:00.000Z
2193,2020-08-16T00:00:00.000Z
1225,2020-08-17T00:00:00.000Z
1309,2020-08-18T00:00:00.000Z
1517,2020-08-19T00:00:00.000Z
1397,2020-08-20T00:00:00.000Z
1600,2020-08-21T00:00:00.000Z
689,2020-08-22T00:00:00.000Z
2153,2020-08-23T00:00:00.000Z
1342,2020-08-24T00:00:00.000Z
2592,2020-08-25T00:00:00.000Z
2433,2020-08-26T00:00:00.000Z
1510,2020-08-27T00:00:00.000Z
1916,2020-08-28T00:00:00.000Z
728,2020-08-29T00:00:00.000Z
2331,2020-08-30T00:00:00.000Z
1288,2020-08-31T00:00:00.000Z
1098,2020-09-01T00:00:00.000Z
1522,2020-09-02T00:00:00.000Z
1855,2020-09-03T00:00:00.000Z
1261,2020-09-04T00:00:00.000Z
810,2020-09-05T00:00:00.000Z
2382,2020-09-06T00:00:00.000Z
1514,2020-09-07T00:00:00.000Z
1394,2020-09-08T00:00:00.000Z
1516,2020-09-09T00:00:00.000Z
1469,2020-09-10T00:00:00.000Z
216,2020-09-11T00:00:00.000Z
