section,male,female,period
0-9,"{'amount': 12685, 'percentage': 6.8}","{'amount': 9838, 'percentage': 5.3}",חודש אחרון
0-9,"{'amount': 416555, 'percentage': 10.3}","{'amount': 338090, 'percentage': 8.4}",מתחילת קורונה
0-9,"{'amount': 348143, 'percentage': 10.9}","{'amount': 280274, 'percentage': 8.8}",שנה
0-9,"{'amount': 279056, 'percentage': 10.3}","{'amount': 217136, 'percentage': 8}",6 חודשים
0-9,"{'amount': 149310, 'percentage': 10.8}","{'amount': 112559, 'percentage': 8.2}",3 חודשים
10-19,"{'amount': 320468, 'percentage': 10}","{'amount': 318407, 'percentage': 10}",שנה
10-19,"{'amount': 125542, 'percentage': 9.1}","{'amount': 117570, 'percentage': 8.5}",3 חודשים
10-19,"{'amount': 269518, 'percentage': 9.9}","{'amount': 266165, 'percentage': 9.8}",6 חודשים
10-19,"{'amount': 9306, 'percentage': 5}","{'amount': 9044, 'percentage': 4.9}",חודש אחרון
10-19,"{'amount': 416822, 'percentage': 10.3}","{'amount': 403109, 'percentage': 10}",מתחילת קורונה
20-29,"{'amount': 8742, 'percentage': 4.7}","{'amount': 12363, 'percentage': 6.6}",חודש אחרון
20-29,"{'amount': 243550, 'percentage': 6}","{'amount': 345981, 'percentage': 8.6}",מתחילת קורונה
20-29,"{'amount': 172832, 'percentage': 5.4}","{'amount': 262297, 'percentage': 8.2}",שנה
20-29,"{'amount': 143916, 'percentage': 5.3}","{'amount': 224686, 'percentage': 8.3}",6 חודשים
20-29,"{'amount': 65837, 'percentage': 4.8}","{'amount': 103093, 'percentage': 7.5}",3 חודשים
30-39,"{'amount': 12180, 'percentage': 6.5}","{'amount': 16868, 'percentage': 9.1}",חודש אחרון
30-39,"{'amount': 236709, 'percentage': 5.9}","{'amount': 344902, 'percentage': 8.6}",מתחילת קורונה
30-39,"{'amount': 184075, 'percentage': 5.8}","{'amount': 282584, 'percentage': 8.8}",שנה
30-39,"{'amount': 155883, 'percentage': 5.7}","{'amount': 242519, 'percentage': 8.9}",6 חודשים
30-39,"{'amount': 81014, 'percentage': 5.9}","{'amount': 124478, 'percentage': 9}",3 חודשים
40-49,"{'amount': 11234, 'percentage': 6}","{'amount': 16137, 'percentage': 8.7}",חודש אחרון
40-49,"{'amount': 211634, 'percentage': 5.3}","{'amount': 304605, 'percentage': 7.6}",מתחילת קורונה
40-49,"{'amount': 167634, 'percentage': 5.2}","{'amount': 250488, 'percentage': 7.8}",שנה
40-49,"{'amount': 144865, 'percentage': 5.3}","{'amount': 221082, 'percentage': 8.1}",6 חודשים
40-49,"{'amount': 75686, 'percentage': 5.5}","{'amount': 115824, 'percentage': 8.4}",3 חודשים
50-59,"{'amount': 96935, 'percentage': 3.6}","{'amount': 146908, 'percentage': 5.4}",6 חודשים
50-59,"{'amount': 109690, 'percentage': 3.4}","{'amount': 163211, 'percentage': 5.1}",שנה
50-59,"{'amount': 51325, 'percentage': 3.7}","{'amount': 80925, 'percentage': 5.9}",3 חודשים
50-59,"{'amount': 8954, 'percentage': 4.8}","{'amount': 14053, 'percentage': 7.5}",חודש אחרון
50-59,"{'amount': 142372, 'percentage': 3.5}","{'amount': 201993, 'percentage': 5}",מתחילת קורונה
60-69,"{'amount': 8641, 'percentage': 4.6}","{'amount': 13154, 'percentage': 7.1}",חודש אחרון
60-69,"{'amount': 99892, 'percentage': 2.5}","{'amount': 132769, 'percentage': 3.3}",מתחילת קורונה
60-69,"{'amount': 77511, 'percentage': 2.4}","{'amount': 109012, 'percentage': 3.4}",שנה
60-69,"{'amount': 69315, 'percentage': 2.6}","{'amount': 99067, 'percentage': 3.7}",6 חודשים
60-69,"{'amount': 37309, 'percentage': 2.7}","{'amount': 56776, 'percentage': 4.1}",3 חודשים
70-79,"{'amount': 45505, 'percentage': 1.4}","{'amount': 56417, 'percentage': 1.8}",שנה
70-79,"{'amount': 23619, 'percentage': 1.7}","{'amount': 30637, 'percentage': 2.2}",3 חודשים
70-79,"{'amount': 41086, 'percentage': 1.5}","{'amount': 51088, 'percentage': 1.9}",6 חודשים
70-79,"{'amount': 6770, 'percentage': 3.6}","{'amount': 8684, 'percentage': 4.7}",חודש אחרון
70-79,"{'amount': 56651, 'percentage': 1.4}","{'amount': 68407, 'percentage': 1.7}",מתחילת קורונה
80-89,"{'amount': 2515, 'percentage': 1.4}","{'amount': 3559, 'percentage': 1.9}",חודש אחרון
80-89,"{'amount': 21614, 'percentage': 0.5}","{'amount': 30779, 'percentage': 0.8}",מתחילת קורונה
80-89,"{'amount': 16598, 'percentage': 0.5}","{'amount': 23556, 'percentage': 0.7}",שנה
80-89,"{'amount': 14602, 'percentage': 0.5}","{'amount': 20864, 'percentage': 0.8}",6 חודשים
80-89,"{'amount': 8649, 'percentage': 0.6}","{'amount': 12416, 'percentage': 0.9}",3 חודשים
90+,"{'amount': 520, 'percentage': 0.3}","{'amount': 977, 'percentage': 0.5}",חודש אחרון
90+,"{'amount': 4811, 'percentage': 0.1}","{'amount': 9620, 'percentage': 0.2}",מתחילת קורונה
90+,"{'amount': 3531, 'percentage': 0.1}","{'amount': 6831, 'percentage': 0.2}",שנה
90+,"{'amount': 3095, 'percentage': 0.1}","{'amount': 6012, 'percentage': 0.2}",6 חודשים
90+,"{'amount': 1818, 'percentage': 0.1}","{'amount': 3435, 'percentage': 0.2}",3 חודשים
