section,male,female,period
0-9,"{'amount': 5, 'percentage': 0.7}","{'amount': 4, 'percentage': 0.6}",חודש אחרון
0-9,"{'amount': 112, 'percentage': 0.4}","{'amount': 72, 'percentage': 0.3}",מתחילת קורונה
0-9,"{'amount': 80, 'percentage': 0.7}","{'amount': 55, 'percentage': 0.5}",שנה
0-9,"{'amount': 54, 'percentage': 0.8}","{'amount': 37, 'percentage': 0.5}",6 חודשים
0-9,"{'amount': 40, 'percentage': 0.8}","{'amount': 28, 'percentage': 0.6}",3 חודשים
10-19,"{'amount': 43, 'percentage': 0.4}","{'amount': 34, 'percentage': 0.3}",שנה
10-19,"{'amount': 15, 'percentage': 0.3}","{'amount': 9, 'percentage': 0.2}",3 חודשים
10-19,"{'amount': 27, 'percentage': 0.4}","{'amount': 16, 'percentage': 0.2}",6 חודשים
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",חודש אחרון
10-19,"{'amount': 78, 'percentage': 0.3}","{'amount': 77, 'percentage': 0.3}",מתחילת קורונה
20-29,"{'amount': 3, 'percentage': 0.4}","{'amount': 1, 'percentage': 0.1}",חודש אחרון
20-29,"{'amount': 242, 'percentage': 0.8}","{'amount': 270, 'percentage': 0.9}",מתחילת קורונה
20-29,"{'amount': 91, 'percentage': 0.8}","{'amount': 98, 'percentage': 0.8}",שנה
20-29,"{'amount': 42, 'percentage': 0.6}","{'amount': 30, 'percentage': 0.4}",6 חודשים
20-29,"{'amount': 25, 'percentage': 0.5}","{'amount': 15, 'percentage': 0.3}",3 חודשים
30-39,"{'amount': 6, 'percentage': 0.8}","{'amount': 9, 'percentage': 1.3}",חודש אחרון
30-39,"{'amount': 624, 'percentage': 2.2}","{'amount': 592, 'percentage': 2.1}",מתחילת קורונה
30-39,"{'amount': 212, 'percentage': 1.8}","{'amount': 231, 'percentage': 1.9}",שנה
30-39,"{'amount': 65, 'percentage': 1}","{'amount': 75, 'percentage': 1.1}",6 חודשים
30-39,"{'amount': 46, 'percentage': 0.9}","{'amount': 43, 'percentage': 0.9}",3 חודשים
40-49,"{'amount': 10, 'percentage': 1.4}","{'amount': 5, 'percentage': 0.7}",חודש אחרון
40-49,"{'amount': 1396, 'percentage': 4.9}","{'amount': 965, 'percentage': 3.4}",מתחילת קורונה
40-49,"{'amount': 466, 'percentage': 3.9}","{'amount': 332, 'percentage': 2.8}",שנה
40-49,"{'amount': 152, 'percentage': 2.2}","{'amount': 94, 'percentage': 1.4}",6 חודשים
40-49,"{'amount': 94, 'percentage': 1.9}","{'amount': 55, 'percentage': 1.1}",3 חודשים
50-59,"{'amount': 311, 'percentage': 4.6}","{'amount': 211, 'percentage': 3.1}",6 חודשים
50-59,"{'amount': 708, 'percentage': 5.9}","{'amount': 530, 'percentage': 4.4}",שנה
50-59,"{'amount': 216, 'percentage': 4.4}","{'amount': 134, 'percentage': 2.7}",3 חודשים
50-59,"{'amount': 27, 'percentage': 3.8}","{'amount': 14, 'percentage': 2}",חודש אחרון
50-59,"{'amount': 2221, 'percentage': 7.7}","{'amount': 1561, 'percentage': 5.4}",מתחילת קורונה
60-69,"{'amount': 56, 'percentage': 7.8}","{'amount': 43, 'percentage': 6}",חודש אחרון
60-69,"{'amount': 3255, 'percentage': 11.3}","{'amount': 2198, 'percentage': 7.7}",מתחילת קורונה
60-69,"{'amount': 1164, 'percentage': 9.7}","{'amount': 874, 'percentage': 7.3}",שנה
60-69,"{'amount': 600, 'percentage': 8.8}","{'amount': 436, 'percentage': 6.4}",6 חודשים
60-69,"{'amount': 418, 'percentage': 8.5}","{'amount': 324, 'percentage': 6.6}",3 חודשים
70-79,"{'amount': 1522, 'percentage': 12.7}","{'amount': 1199, 'percentage': 10}",שנה
70-79,"{'amount': 711, 'percentage': 14.4}","{'amount': 513, 'percentage': 10.4}",3 חודשים
70-79,"{'amount': 936, 'percentage': 13.8}","{'amount': 712, 'percentage': 10.5}",6 חודשים
70-79,"{'amount': 104, 'percentage': 14.5}","{'amount': 62, 'percentage': 8.7}",חודש אחרון
70-79,"{'amount': 3633, 'percentage': 12.7}","{'amount': 2752, 'percentage': 9.6}",מתחילת קורונה
80-89,"{'amount': 107, 'percentage': 14.9}","{'amount': 113, 'percentage': 15.8}",חודש אחרון
80-89,"{'amount': 3010, 'percentage': 10.5}","{'amount': 3124, 'percentage': 10.9}",מתחילת קורונה
80-89,"{'amount': 1504, 'percentage': 12.5}","{'amount': 1549, 'percentage': 12.9}",שנה
80-89,"{'amount': 999, 'percentage': 14.7}","{'amount': 1033, 'percentage': 15.2}",6 חודשים
80-89,"{'amount': 766, 'percentage': 15.5}","{'amount': 739, 'percentage': 15}",3 חודשים
90+,"{'amount': 68, 'percentage': 9.5}","{'amount': 77, 'percentage': 10.8}",חודש אחרון
90+,"{'amount': 1012, 'percentage': 3.5}","{'amount': 1504, 'percentage': 5.2}",מתחילת קורונה
90+,"{'amount': 537, 'percentage': 4.5}","{'amount': 789, 'percentage': 6.6}",שנה
90+,"{'amount': 420, 'percentage': 6.2}","{'amount': 542, 'percentage': 8}",6 חודשים
90+,"{'amount': 330, 'percentage': 6.7}","{'amount': 408, 'percentage': 8.3}",3 חודשים
