age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,345263,309977,1538337,22.4,20.2
20-29,997497,910975,1300361,76.7,70.1
30-39,966604,899523,1197026,80.8,75.1
40-49,929665,873237,1098556,84.6,79.5
50-59,758040,713911,849966,89.2,84
60-69,668414,638468,741639,90.1,86.1
70-79,483320,467439,490784,98.5,95.2
80-89,216477,209082,225538,96,92.7
90+,51211,48665,51496,99.4,94.5
