section,female,male,period
0-9,"{'amount': 57785, 'percentage': 7.1}","{'amount': 61194, 'percentage': 7.5}",שנה
0-9,"{'amount': 375, 'percentage': 9.4}","{'amount': 392, 'percentage': 9.8}",חודש אחרון
0-9,"{'amount': 19310, 'percentage': 10.7}","{'amount': 20398, 'percentage': 11.3}",3 חודשים
0-9,"{'amount': 58264, 'percentage': 7}","{'amount': 61671, 'percentage': 7.4}",מתחילת קורונה
0-9,"{'amount': 42753, 'percentage': 8.3}","{'amount': 45446, 'percentage': 8.8}",6 חודשים
10-19,"{'amount': 56934, 'percentage': 11}","{'amount': 54917, 'percentage': 10.6}",6 חודשים
10-19,"{'amount': 20928, 'percentage': 11.6}","{'amount': 19618, 'percentage': 10.8}",3 חודשים
10-19,"{'amount': 640, 'percentage': 16}","{'amount': 518, 'percentage': 13}",חודש אחרון
10-19,"{'amount': 83088, 'percentage': 10.2}","{'amount': 91129, 'percentage': 11.2}",שנה
10-19,"{'amount': 84131, 'percentage': 10.1}","{'amount': 92363, 'percentage': 11.1}",מתחילת קורונה
20-29,"{'amount': 18308, 'percentage': 10.1}","{'amount': 14780, 'percentage': 8.2}",3 חודשים
20-29,"{'amount': 50340, 'percentage': 9.8}","{'amount': 42895, 'percentage': 8.3}",6 חודשים
20-29,"{'amount': 79116, 'percentage': 9.7}","{'amount': 75096, 'percentage': 9.2}",שנה
20-29,"{'amount': 80690, 'percentage': 9.7}","{'amount': 77223, 'percentage': 9.3}",מתחילת קורונה
20-29,"{'amount': 265, 'percentage': 6.6}","{'amount': 213, 'percentage': 5.3}",חודש אחרון
30-39,"{'amount': 276, 'percentage': 6.9}","{'amount': 201, 'percentage': 5}",חודש אחרון
30-39,"{'amount': 13719, 'percentage': 7.6}","{'amount': 11762, 'percentage': 6.5}",3 חודשים
30-39,"{'amount': 38474, 'percentage': 7.5}","{'amount': 33906, 'percentage': 6.6}",6 חודשים
30-39,"{'amount': 59342, 'percentage': 7.3}","{'amount': 54845, 'percentage': 6.7}",שנה
30-39,"{'amount': 60229, 'percentage': 7.3}","{'amount': 56076, 'percentage': 6.8}",מתחילת קורונה
40-49,"{'amount': 31785, 'percentage': 6.2}","{'amount': 27546, 'percentage': 5.3}",6 חודשים
40-49,"{'amount': 10046, 'percentage': 5.6}","{'amount': 8548, 'percentage': 4.7}",3 חודשים
40-49,"{'amount': 51833, 'percentage': 6.2}","{'amount': 46645, 'percentage': 5.6}",מתחילת קורונה
40-49,"{'amount': 50975, 'percentage': 6.3}","{'amount': 45563, 'percentage': 5.6}",שנה
40-49,"{'amount': 216, 'percentage': 5.4}","{'amount': 203, 'percentage': 5.1}",חודש אחרון
50-59,"{'amount': 22051, 'percentage': 4.3}","{'amount': 19808, 'percentage': 3.8}",6 חודשים
50-59,"{'amount': 36815, 'percentage': 4.5}","{'amount': 33792, 'percentage': 4.2}",שנה
50-59,"{'amount': 6355, 'percentage': 3.5}","{'amount': 5378, 'percentage': 3}",3 חודשים
50-59,"{'amount': 134, 'percentage': 3.3}","{'amount': 99, 'percentage': 2.5}",חודש אחרון
50-59,"{'amount': 37670, 'percentage': 4.5}","{'amount': 34805, 'percentage': 4.2}",מתחילת קורונה
60-69,"{'amount': 114, 'percentage': 2.9}","{'amount': 91, 'percentage': 2.3}",חודש אחרון
60-69,"{'amount': 22747, 'percentage': 2.8}","{'amount': 22924, 'percentage': 2.8}",שנה
60-69,"{'amount': 13527, 'percentage': 2.6}","{'amount': 12728, 'percentage': 2.5}",6 חודשים
60-69,"{'amount': 23340, 'percentage': 2.8}","{'amount': 23771, 'percentage': 2.9}",מתחילת קורונה
60-69,"{'amount': 3536, 'percentage': 2}","{'amount': 2880, 'percentage': 1.6}",3 חודשים
70-79,"{'amount': 6949, 'percentage': 1.3}","{'amount': 6348, 'percentage': 1.2}",6 חודשים
70-79,"{'amount': 1777, 'percentage': 1}","{'amount': 1341, 'percentage': 0.7}",3 חודשים
70-79,"{'amount': 11591, 'percentage': 1.4}","{'amount': 11477, 'percentage': 1.4}",שנה
70-79,"{'amount': 76, 'percentage': 1.9}","{'amount': 65, 'percentage': 1.6}",חודש אחרון
70-79,"{'amount': 11950, 'percentage': 1.4}","{'amount': 11948, 'percentage': 1.4}",מתחילת קורונה
80-89,"{'amount': 7078, 'percentage': 0.9}","{'amount': 5108, 'percentage': 0.6}",שנה
80-89,"{'amount': 4287, 'percentage': 0.8}","{'amount': 2890, 'percentage': 0.6}",6 חודשים
80-89,"{'amount': 1091, 'percentage': 0.6}","{'amount': 671, 'percentage': 0.4}",3 חודשים
80-89,"{'amount': 46, 'percentage': 1.2}","{'amount': 41, 'percentage': 1}",חודש אחרון
80-89,"{'amount': 7316, 'percentage': 0.9}","{'amount': 5303, 'percentage': 0.6}",מתחילת קורונה
90+,"{'amount': 351, 'percentage': 0.2}","{'amount': 177, 'percentage': 0.1}",3 חודשים
90+,"{'amount': 2954, 'percentage': 0.4}","{'amount': 1409, 'percentage': 0.2}",מתחילת קורונה
90+,"{'amount': 2802, 'percentage': 0.3}","{'amount': 1340, 'percentage': 0.2}",שנה
90+,"{'amount': 1613, 'percentage': 0.3}","{'amount': 812, 'percentage': 0.2}",6 חודשים
90+,"{'amount': 23, 'percentage': 0.6}","{'amount': 11, 'percentage': 0.3}",חודש אחרון
