CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.005389514943655071,2020-03-02T00:00:00.000Z,1,5632,19,0,2041
0,0,10,0,0,10,10,0.004899559039686428,2020-03-03T00:00:00.000Z,0,7857,22,0,2041
0,0,12,0,0,12,11,0.005879470847623714,2020-03-04T00:00:00.000Z,0,7012,20,0,2041
0,0,12,1,0,13,13,0.006369426751592357,2020-03-05T00:00:00.000Z,1,7012,20,0,2041
1,0,14,2,0,16,16,0.007839294463498285,2020-03-06T00:00:00.000Z,1,5177,21,0,2041
2,0,17,3,0,20,20,0.009799118079372856,2020-03-07T00:00:00.000Z,1,4861,21,0,2041
4,0,21,5,0,26,26,0.01273885350318471,2020-03-08T00:00:00.000Z,2,7330,23,0,2041
5,0,33,6,0,39,39,0.01910828025477707,2020-03-09T00:00:00.000Z,7,6205,14,0,2041
5,0,53,6,0,59,59,0.02890739833414993,2020-03-10T00:00:00.000Z,2,6021,27,0,2041
6,0,73,7,1,81,81,0.03968642822146007,2020-03-11T00:00:00.000Z,10,5981,24,0,2041
6,0,95,7,1,103,101,0.05046545810877021,2020-03-12T00:00:00.000Z,6,5983,26,0,2041
6,0,112,7,4,123,122,0.06026457618814306,2020-03-13T00:00:00.000Z,10,4121,39,0,2041
4,0,152,6,4,162,161,0.07937285644292014,2020-03-14T00:00:00.000Z,20,3692,29,0,2041
6,0,187,9,6,202,200,0.09897109260166585,2020-03-15T00:00:00.000Z,37,5489,29,0,2041
7,0,205,11,5,221,215,0.1082802547770701,2020-03-16T00:00:00.000Z,27,4759,87,0,2041
7,0,238,12,6,256,256,0.1254287114159726,2020-03-17T00:00:00.000Z,46,4338,136,0,2041
7,0,279,16,11,306,269,0.1499265066144047,2020-03-18T00:00:00.000Z,54,3920,236,0,2041
12,0,263,21,11,295,264,0.1445369916707496,2020-03-19T00:00:00.000Z,31,4053,367,0,2041
