section,male,female,period
0-9,"{'amount': 5, 'percentage': 0.8}","{'amount': 2, 'percentage': 0.3}",6 חודשים
0-9,"{'amount': 34, 'percentage': 0.5}","{'amount': 18, 'percentage': 0.3}",מתחילת קורונה
0-9,"{'amount': 20, 'percentage': 1}","{'amount': 11, 'percentage': 0.6}",שנה
0-9,"{'amount': 1, 'percentage': 0.4}","{'amount': 1, 'percentage': 0.4}",3 חודשים
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.7}",חודש אחרון
10-19,"{'amount': 25, 'percentage': 0.4}","{'amount': 23, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 0, 'percentage': 0}",6 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 11, 'percentage': 0.6}","{'amount': 9, 'percentage': 0.5}",שנה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
20-29,"{'amount': 61, 'percentage': 0.9}","{'amount': 63, 'percentage': 0.9}",מתחילת קורונה
20-29,"{'amount': 7, 'percentage': 1.1}","{'amount': 7, 'percentage': 1.1}",6 חודשים
20-29,"{'amount': 17, 'percentage': 0.9}","{'amount': 18, 'percentage': 0.9}",שנה
20-29,"{'amount': 5, 'percentage': 2.1}","{'amount': 1, 'percentage': 0.4}",3 חודשים
20-29,"{'amount': 2, 'percentage': 1.4}","{'amount': 1, 'percentage': 0.7}",חודש אחרון
30-39,"{'amount': 4, 'percentage': 0.6}","{'amount': 12, 'percentage': 1.9}",6 חודשים
30-39,"{'amount': 107, 'percentage': 1.6}","{'amount': 116, 'percentage': 1.7}",מתחילת קורונה
30-39,"{'amount': 1, 'percentage': 0.7}","{'amount': 2, 'percentage': 1.4}",חודש אחרון
30-39,"{'amount': 33, 'percentage': 1.7}","{'amount': 26, 'percentage': 1.3}",שנה
30-39,"{'amount': 1, 'percentage': 0.4}","{'amount': 2, 'percentage': 0.8}",3 חודשים
40-49,"{'amount': 271, 'percentage': 4.1}","{'amount': 145, 'percentage': 2.2}",מתחילת קורונה
40-49,"{'amount': 10, 'percentage': 1.6}","{'amount': 8, 'percentage': 1.3}",6 חודשים
40-49,"{'amount': 57, 'percentage': 2.9}","{'amount': 27, 'percentage': 1.4}",שנה
40-49,"{'amount': 1, 'percentage': 0.4}","{'amount': 3, 'percentage': 1.3}",3 חודשים
40-49,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 1.4}",חודש אחרון
50-59,"{'amount': 29, 'percentage': 4.5}","{'amount': 20, 'percentage': 3.1}",6 חודשים
50-59,"{'amount': 572, 'percentage': 8.6}","{'amount': 276, 'percentage': 4.1}",מתחילת קורונה
50-59,"{'amount': 132, 'percentage': 6.6}","{'amount': 75, 'percentage': 3.8}",שנה
50-59,"{'amount': 13, 'percentage': 5.5}","{'amount': 9, 'percentage': 3.8}",3 חודשים
50-59,"{'amount': 8, 'percentage': 5.6}","{'amount': 5, 'percentage': 3.5}",חודש אחרון
60-69,"{'amount': 1010, 'percentage': 15.1}","{'amount': 541, 'percentage': 8.1}",מתחילת קורונה
60-69,"{'amount': 83, 'percentage': 13}","{'amount': 40, 'percentage': 6.3}",6 חודשים
60-69,"{'amount': 14, 'percentage': 9.7}","{'amount': 11, 'percentage': 7.6}",חודש אחרון
60-69,"{'amount': 244, 'percentage': 12.2}","{'amount': 129, 'percentage': 6.5}",שנה
60-69,"{'amount': 29, 'percentage': 12.2}","{'amount': 18, 'percentage': 7.6}",3 חודשים
70-79,"{'amount': 122, 'percentage': 19.1}","{'amount': 66, 'percentage': 10.3}",6 חודשים
70-79,"{'amount': 1147, 'percentage': 17.2}","{'amount': 646, 'percentage': 9.7}",מתחילת קורונה
70-79,"{'amount': 30, 'percentage': 20.8}","{'amount': 14, 'percentage': 9.7}",חודש אחרון
70-79,"{'amount': 347, 'percentage': 17.4}","{'amount': 205, 'percentage': 10.3}",שנה
70-79,"{'amount': 49, 'percentage': 20.7}","{'amount': 18, 'percentage': 7.6}",3 חודשים
80-89,"{'amount': 88, 'percentage': 13.8}","{'amount': 75, 'percentage': 11.7}",6 חודשים
80-89,"{'amount': 728, 'percentage': 10.9}","{'amount': 550, 'percentage': 8.2}",מתחילת קורונה
80-89,"{'amount': 264, 'percentage': 13.2}","{'amount': 214, 'percentage': 10.7}",שנה
80-89,"{'amount': 30, 'percentage': 12.7}","{'amount': 34, 'percentage': 14.3}",3 חודשים
80-89,"{'amount': 20, 'percentage': 13.9}","{'amount': 19, 'percentage': 13.2}",חודש אחרון
90+,"{'amount': 173, 'percentage': 2.6}","{'amount': 167, 'percentage': 2.5}",מתחילת קורונה
90+,"{'amount': 31, 'percentage': 4.9}","{'amount': 29, 'percentage': 4.5}",6 חודשים
90+,"{'amount': 78, 'percentage': 3.9}","{'amount': 76, 'percentage': 3.8}",שנה
90+,"{'amount': 12, 'percentage': 5.1}","{'amount': 10, 'percentage': 4.2}",3 חודשים
90+,"{'amount': 8, 'percentage': 5.6}","{'amount': 6, 'percentage': 4.2}",חודש אחרון
