name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Ghajar,2,ירוק,0.0,0,0, 0 ,ירוק,2022-12-10T00:00:00.000Z,55.68,52.19,30.33,0.0
Ein Qiniyye,2,ירוק,0.0,0,0, 0 ,ירוק,2022-12-10T00:00:00.000Z,83.95,72.84,50.72,0.0
Tel Aviv - Yafo,6.8,כתום,12.7,18,5,745,כתום,2022-12-10T00:00:00.000Z,76.99,73.57,59.64,14.9
Akko,4.8,צהוב,7.5,9,-28,49,צהוב,2022-12-10T00:00:00.000Z,76.66,70.64,51.40,9.9
Afula,9,אדום,22.5,25,5,131,אדום,2022-12-10T00:00:00.000Z,71.28,66.79,50.87,23.0
Pardes Hanna-Karkur,6.9,אדום,11.0,11,4,50,כתום,2022-12-10T00:00:00.000Z,72.72,68.96,52.31,11.5
Petah Tiqwa,7.4,אדום,17.2,20,-11,529,כתום,2022-12-10T00:00:00.000Z,79.08,74.00,57.29,21.1
Zefat,6.8,כתום,6.9,17,-3,24,כתום,2022-12-10T00:00:00.000Z,45.18,40.06,26.92,6.6
Qiryat Motzkin,7.4,אדום,18.7,20,-39,85,כתום,2022-12-10T00:00:00.000Z,83.45,80.06,65.44,18.7
Rishon Leziyyon,7.1,כתום,17.1,15,-2,437,כתום,2022-12-10T00:00:00.000Z,78.22,74.93,60.31,17.1
Rehovot,8.1,אדום,20.5,24,-5,261,אדום,2022-12-10T00:00:00.000Z,74.29,69.99,54.06,17.9
Ramla,6.1,כתום,9.9,12,-20,90,כתום,2022-12-10T00:00:00.000Z,68.47,61.26,41.91,11.7
Ramat Gan,6.2,כתום,14.1,14,-14,277,כתום,2022-12-10T00:00:00.000Z,76.65,73.65,61.21,16.6
Ra'annana,6.5,כתום,13.8,17,-16,137,כתום,2022-12-10T00:00:00.000Z,89.91,86.63,71.34,17.8
Shefar'am,6.3,צהוב,9.2,6,62,25,כתום,2022-12-10T00:00:00.000Z,68.90,61.07,38.86,5.9
Tamra,3.3,ירוק,2.0,2,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,69.75,57.89,34.74,
Kafar Kama,5.1,ירוק,20.6,90,0,קטן מ-15,צהוב,2022-12-10T00:00:00.000Z,74.06,70.35,55.48,
Kafar Kanna,4.6,ירוק,3.0,4,0,קטן מ-15,צהוב,2022-12-10T00:00:00.000Z,69.30,60.09,35.07,
Kafar Manda,2.2,ירוק,1.0,2,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,61.90,52.15,26.16,
Ilut,2.6,ירוק,2.3,1,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,60.19,52.25,26.79,
Kafar Misr,4.5,ירוק,10.8,18,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,68.72,58.46,33.84,
Majd Al-Kurum,2.7,ירוק,1.9,4,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,74.23,60.21,33.72,
Mazra'a,3.6,ירוק,7.5,6,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,67.47,61.63,38.22,
Mi'elya,4.1,ירוק,6.2,5,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,69.24,64.19,45.95,
Meshhed,3.6,ירוק,1.2,5,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,64.39,55.14,29.60,
Ein Naqquba,2,ירוק,0.0,0,0, 0 ,ירוק,2022-12-10T00:00:00.000Z,60.56,49.29,27.41,0.0
Nahef,2.8,ירוק,3.0,1,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,65.70,56.28,32.11,
Na'ura,4.5,ירוק,17.1,50,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,73.05,63.50,37.61,
Daliyat Al-Karmel,3.9,ירוק,2.2,10,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,64.54,54.90,38.28,
Hurfeish,4.1,ירוק,4.6,14,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,80.91,68.92,48.21,
Tur'an,6.1,צהוב,7.6,11,0,קטן מ-15,כתום,2022-12-10T00:00:00.000Z,70.58,61.28,35.10,
Yafi,4.6,ירוק,3.6,6,0,קטן מ-15,צהוב,2022-12-10T00:00:00.000Z,63.77,54.50,32.01,
Yirka,5.7,ירוק,10.9,13,89,21,צהוב,2022-12-10T00:00:00.000Z,65.42,54.46,34.50,12.1
Kabul,2.9,ירוק,2.8,0,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,65.53,55.24,34.31,
Kaokab Abu Al-Hija,4.5,ירוק,8.2,10,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,71.73,62.46,38.23,
Kafar Yasif,4.2,ירוק,7.8,5,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,74.18,65.83,41.97,
Muqeible,2.2,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,73.06,62.49,34.68,
Ar'ara,3.7,ירוק,3.5,12,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,51.82,45.22,25.25,
Qalansawe,2.6,ירוק,1.3,1,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,63.18,53.13,28.28,
Meiser,2.7,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,67.67,62.03,38.16,
Ibtin,2,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,63.49,56.74,32.11,
Kafar Qara,3.9,ירוק,2.6,6,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,68.88,61.28,38.44,
Sheikh Dannun,3.2,ירוק,3.4,3,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,65.63,57.80,32.80,
Omer,6.3,צהוב,17.2,15,30,16,כתום,2022-12-10T00:00:00.000Z,מעל 90%,מעל 90%,81.50,21.1
Giv'at Shemu'el,3.6,כתום,7.7,10,-30,28,ירוק,2022-12-10T00:00:00.000Z,81.01,76.92,60.84,10.3
Ma'agan Mikha'el,4.5,ירוק,24.1,71,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,81.05,78.84,62.77,
Kefar Habad,4.2,ירוק,3.0,15,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,51.77,42.60,25.98,
Tifrah,4.5,ירוק,4.5,33,0,קטן מ-15,ירוק,2022-12-10T00:00:00.000Z,52.16,35.09,19.53,
Shetulim,5.1,ירוק,23.9,29,0,קטן מ-15,צהוב,2022-12-10T00:00:00.000Z,72.91,68.37,52.08,
Shelomi,10,אדום,46.0,47,93,26,אדום,2022-12-10T00:00:00.000Z,77.43,73.17,56.37,38.6
Yeroham,7.8,אדום,11.2,27,-40,קטן מ-15,אדום,2022-12-10T00:00:00.000Z,73.50,66.91,48.52,
Migdal Haemeq,6.8,כתום,14.3,20,-5,59,כתום,2022-12-10T00:00:00.000Z,73.73,68.84,52.43,22.9
Or Yehuda,6.7,כתום,15.6,14,-5,65,כתום,2022-12-10T00:00:00.000Z,71.92,65.76,48.31,17.8
Kefar Sava,6.6,אדום,15.8,13,-21,227,כתום,2022-12-10T00:00:00.000Z,84.17,81.25,66.57,22.3
Lod,5.7,כתום,8.7,11,-14,85,צהוב,2022-12-10T00:00:00.000Z,64.91,58.22,40.01,10.5
Ashqelon,7.5,אדום,19.5,20,0,326,אדום,2022-12-10T00:00:00.000Z,72.49,67.69,50.86,22.3
Nes Ziyyona,7.4,כתום,16.0,20,6,78,כתום,2022-12-10T00:00:00.000Z,78.10,74.82,58.92,15.4
Nazareth,5.4,ירוק,4.8,10,60,41,צהוב,2022-12-10T00:00:00.000Z,68.30,59.24,36.12,5.3
