age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,322243,273512,1538337,20.9,17.8
20-29,947872,821324,1300361,72.9,63.2
30-39,928042,831012,1197026,77.5,69.4
40-49,904416,830902,1098556,82.3,75.6
50-59,741044,689277,849966,87.2,81.1
60-69,657845,624420,741639,88.7,84.2
70-79,477307,459921,490784,97.3,93.7
80-89,213338,204659,225538,94.6,90.7
90+,50142,47231,51496,97.4,91.7
