name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,activeSickTo1000
צור משה,4.4,ירוק,9.0,0.0188679245283,0, קטן מ-15 ,ירוק,2021-03-12T00:00:00.000Z,52.60777811275249,47.90473319264395,
טבריה,6.2,כתום,28.5,0.0578111209179,-0.424778761062,245,כתום,2021-03-12T00:00:00.000Z,51.86052620058661,40.6667250361161,53.6
בסמת טבעון,6.6,צהוב,42.5,0.1227436823104,1.6153846153846,48,צהוב,2021-03-12T00:00:00.000Z,44.906886639170104,30.68366454193226,60.0
הוואשלה (שבט),3.7,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-03-12T00:00:00.000Z,4.25531914893617,1.2340425531914894,
נתניה,6,כתום,26.2,0.0412466278574,-0.3165887850468,1122,כתום,2021-03-12T00:00:00.000Z,56.20275359855431,46.44036106315026,50.2
אעבלין,3.9,ירוק,17.0,0.0680473372781,0.6428571428570999,27,ירוק,2021-03-12T00:00:00.000Z,49.31557528671846,36.847946725860155,20.0
כפר כמא,5.6,כתום,8.8,0.0133333333333,-0.4444444444445, קטן מ-15 ,כתום,2021-03-12T00:00:00.000Z,60.68904593639576,47.320376914016485,
יפיע,8.2,אדום ,36.8,0.1528662420382,-0.4083333333334001,152,אדום ,2021-03-12T00:00:00.000Z,43.96310498497253,28.61954606694994,78.8
בת חפר,3.1,ירוק,3.8,0.0118343195266,0, קטן מ-15 ,ירוק,2021-03-12T00:00:00.000Z,72.4516862447897,65.78249336870027,
קרית אתא,5.5,צהוב,13.7,0.0248771498771,-0.4130434782609,172,צהוב,2021-03-12T00:00:00.000Z,62.33323775952505,52.446408392504765,29.0
תקוע,6.2,כתום,31.0,0.0299539170506,0,17,כתום,2021-03-12T00:00:00.000Z,37.51193887297039,33.2378223495702,40.6
כפר ברא,5.4,צהוב,21.3,0.1194029850746,0, קטן מ-15 ,צהוב,2021-03-12T00:00:00.000Z,43.092454835281615,27.630180658873538,
מעגלים,4.2,ירוק,9.7,0.0150375939849,0, קטן מ-15 ,ירוק,2021-03-12T00:00:00.000Z,45.692158760890614,36.689254598257506,
שוהם,2.6,ירוק,4.8,0.012482662968,-0.09090909090910004,19,ירוק,2021-03-12T00:00:00.000Z,73.9978125445813,67.90146939940082,9.0
פתח תקווה,4.8,צהוב,15.4,0.0260076252723,-0.3412969283277,786,צהוב,2021-03-12T00:00:00.000Z,60.273852260339346,51.3303278001174,31.4
אריאל,4.2,ירוק,9.8,0.0206398348813,-0.2857142857143,53,ירוק,2021-03-12T00:00:00.000Z,55.67649355720422,46.842053885201096,25.9
סייד (שבט),2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-03-12T00:00:00.000Z,5.041628122109159,1.2025901942645698,
ברכה,5.2,צהוב,13.9,0.0061823802163,-0.2307692307693, קטן מ-15 ,צהוב,2021-03-12T00:00:00.000Z,34.6606648199446,27.354570637119114,
עוזייר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-03-12T00:00:00.000Z,48.483045806067814,34.26531826293873,0.0
גבעת זאב,5.5,כתום,22.9,0.040590405904,-0.421052631579,98,כתום,2021-03-12T00:00:00.000Z,43.76985160114554,34.89195521999479,51.0
בית דגן,5.1,כתום,11.0,0.0251572327044,-0.6428571428572001,28,כתום,2021-03-12T00:00:00.000Z,58.50918059742395,48.355713894217594,38.4
כרמיאל,4.5,צהוב,9.7,0.0217069560927,-0.1346153846154,73,צהוב,2021-03-12T00:00:00.000Z,64.68499675254384,55.42325178610089,15.8
נווה דניאל,4.2,ירוק,17.2,0.0184331797235,0, קטן מ-15 ,ירוק,2021-03-12T00:00:00.000Z,56.896551724137936,50.86206896551724,
מבוא חורון,4.5,ירוק,25.8,0.0311111111111,0, קטן מ-15 ,ירוק,2021-03-12T00:00:00.000Z,35.83517292126564,30.573951434878587,
יקנעם עילית,3.2,ירוק,8.3,0.019249278152,-0.3333333333334,35,ירוק,2021-03-12T00:00:00.000Z,63.08549104359752,55.01433855616974,14.5
חדרה,6,כתום,22.8,0.0375312760633,-0.3791208791209,487,כתום,2021-03-12T00:00:00.000Z,57.9967248908297,48.34930454471939,49.2
עספיא,7.2,אדום ,25.4,0.0883977900552,-0.1794871794872001,56,אדום ,2021-03-12T00:00:00.000Z,49.79789173337561,37.901244352857255,44.4
נוף איילון,3.4,ירוק,4.8,0.0046511627906,0, קטן מ-15 ,ירוק,2021-03-12T00:00:00.000Z,77.38095238095238,69.42857142857143,
