Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc
2020-12-19T00:00:00.000Z,43,63,0,0,0,0
2020-12-20T00:00:00.000Z,7370,7433,0.08,0,0,0
2020-12-21T00:00:00.000Z,24893,32326,0.35,0,0,0
2020-12-22T00:00:00.000Z,44659,76985,0.83,0,0,0
2020-12-23T00:00:00.000Z,62993,139978,1.51,0,0,0
2020-12-24T00:00:00.000Z,73611,213589,2.3,0,0,0
2020-12-25T00:00:00.000Z,38764,252353,2.71,0,0,0
2020-12-26T00:00:00.000Z,32876,285229,3.07,0,0,0
2020-12-27T00:00:00.000Z,105128,390357,4.2,0,0,0
2020-12-28T00:00:00.000Z,135960,526317,5.66,0,0,0
2020-12-29T00:00:00.000Z,157413,683730,7.35,0,0,0
2020-12-30T00:00:00.000Z,154337,838067,9.01,0,0,0
2020-12-31T00:00:00.000Z,159685,997752,10.73,0,0,0
2021-01-01T00:00:00.000Z,72158,1069910,11.51,0,0,0
2021-01-02T00:00:00.000Z,72435,1142345,12.28,0,0,0
2021-01-03T00:00:00.000Z,151051,1293396,13.91,0,0,0
2021-01-04T00:00:00.000Z,153173,1446569,15.56,2,2,0
2021-01-05T00:00:00.000Z,126790,1573359,16.92,0,2,0
2021-01-06T00:00:00.000Z,104853,1678212,18.05,0,2,0
2021-01-07T00:00:00.000Z,117475,1795687,19.31,3,5,0
2021-01-08T00:00:00.000Z,67151,1862838,20.03,3,8,0
2021-01-09T00:00:00.000Z,44998,1907836,20.52,22,30,0
2021-01-10T00:00:00.000Z,38134,1945970,20.93,5983,6013,0.06
2021-01-11T00:00:00.000Z,21438,1967408,21.16,19239,25252,0.27
2021-01-12T00:00:00.000Z,24275,1991683,21.42,35656,60908,0.66
2021-01-13T00:00:00.000Z,52466,2044149,21.98,56934,117842,1.27
2021-01-14T00:00:00.000Z,56818,2100967,22.59,68923,186765,2.01
2021-01-15T00:00:00.000Z,31004,2131971,22.93,36138,222903,2.4
2021-01-16T00:00:00.000Z,29704,2161675,23.25,26206,249109,2.68
2021-01-17T00:00:00.000Z,68383,2230058,23.98,84617,333726,3.59
2021-01-18T00:00:00.000Z,69467,2299525,24.73,120084,453810,4.88
2021-01-19T00:00:00.000Z,72571,2372096,25.51,137396,591206,6.36
2021-01-20T00:00:00.000Z,76483,2448579,26.33,143277,734483,7.9
2021-01-21T00:00:00.000Z,69520,2518099,27.08,163752,898235,9.66
2021-01-22T00:00:00.000Z,37693,2555792,27.48,70852,969087,10.42
2021-01-23T00:00:00.000Z,39806,2595598,27.91,53435,1022522,11
2021-01-24T00:00:00.000Z,68884,2664482,28.65,140221,1162743,12.5
2021-01-25T00:00:00.000Z,80675,2745157,29.52,139035,1301778,14
2021-01-26T00:00:00.000Z,78436,2823593,30.36,125919,1427697,15.35
2021-01-27T00:00:00.000Z,77617,2901210,31.2,124562,1552259,16.69
2021-01-28T00:00:00.000Z,79335,2980545,32.05,130154,1682413,18.09
2021-01-29T00:00:00.000Z,36494,3017039,32.44,64552,1746965,18.79
2021-01-30T00:00:00.000Z,34238,3051277,32.81,42640,1789605,19.24
2021-01-31T00:00:00.000Z,73104,3124381,33.6,59277,1848882,19.88
2021-02-01T00:00:00.000Z,82152,3206533,34.48,35190,1884072,20.26
2021-02-02T00:00:00.000Z,69773,3276306,35.23,30889,1914961,20.59
2021-02-03T00:00:00.000Z,59994,3336300,35.88,51170,1966131,21.14
2021-02-04T00:00:00.000Z,72335,3408635,36.65,57832,2023963,21.76
2021-02-05T00:00:00.000Z,33748,3442383,37.02,28626,2052589,22.07
2021-02-06T00:00:00.000Z,21508,3463891,37.25,22116,2074705,22.31
2021-02-07T00:00:00.000Z,53900,3517791,37.83,68429,2143134,23.05
2021-02-08T00:00:00.000Z,58428,3576219,38.46,65084,2208218,23.75
2021-02-09T00:00:00.000Z,66039,3642258,39.17,67179,2275397,24.47
2021-02-10T00:00:00.000Z,70218,3712476,39.92,71852,2347249,25.24
2021-02-11T00:00:00.000Z,80767,3793243,40.79,71448,2418697,26.01
2021-02-12T00:00:00.000Z,38904,3832147,41.21,37373,2456070,26.41
2021-02-13T00:00:00.000Z,27364,3859511,41.5,30309,2486379,26.74
2021-02-14T00:00:00.000Z,74588,3934099,42.31,68767,2555146,27.48
2021-02-15T00:00:00.000Z,81233,4015332,43.18,75360,2630506,28.29
2021-02-16T00:00:00.000Z,83239,4098571,44.07,77906,2708412,29.12
2021-02-17T00:00:00.000Z,61694,4160265,44.74,75200,2783612,29.93
2021-02-18T00:00:00.000Z,68877,4229142,45.48,79271,2862883,30.79
2021-02-19T00:00:00.000Z,39491,4268633,45.9,37934,2900817,31.19
2021-02-20T00:00:00.000Z,31511,4300144,46.24,28533,2929350,31.5
2021-02-21T00:00:00.000Z,79115,4379259,47.09,78216,3007566,32.34
2021-02-22T00:00:00.000Z,84681,4463940,48,80032,3087598,33.2
2021-02-23T00:00:00.000Z,76974,4540914,48.83,69953,3157551,33.95
2021-02-24T00:00:00.000Z,60752,4601666,49.48,62629,3220180,34.63
2021-02-25T00:00:00.000Z,51186,4652852,50.03,64261,3284441,35.32
2021-02-26T00:00:00.000Z,24901,4677753,50.3,30976,3315417,35.65
2021-02-27T00:00:00.000Z,17522,4695275,50.49,20415,3335832,35.87
2021-02-28T00:00:00.000Z,39799,4735074,50.92,54579,3390411,36.46
2021-03-01T00:00:00.000Z,45458,4780532,51.41,61053,3451464,37.12
2021-03-02T00:00:00.000Z,40913,4821445,51.85,64318,3515782,37.81
2021-03-03T00:00:00.000Z,42017,4863462,52.3,66215,3581997,38.52
2021-03-04T00:00:00.000Z,39218,4902680,52.72,76349,3658346,39.34
2021-03-05T00:00:00.000Z,17181,4919861,52.91,36430,3694776,39.73
2021-03-06T00:00:00.000Z,10676,4930537,53.02,25218,3719994,40
2021-03-07T00:00:00.000Z,30986,4961523,53.35,72481,3792475,40.78
2021-03-08T00:00:00.000Z,34915,4996438,53.73,72686,3865161,41.56
2021-03-09T00:00:00.000Z,39971,5036409,54.16,76285,3941446,42.38
2021-03-10T00:00:00.000Z,36710,5073119,54.55,58346,3999792,43.01
2021-03-11T00:00:00.000Z,37623,5110742,54.96,68614,4068406,43.75
2021-03-12T00:00:00.000Z,6354,5117096,55.03,25667,4094073,44.03
