name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,105.3797454833984,24
שניידר,,,0
שמיר,,68.01346588134766,17
וולפסון,,70.71742248535156,13
זיו צפת,,72.04611206054688,10
הלל יפה,,86.21359252929688,13
נהריה,,,31
ברזילי,,74.3377456665039,34
פוריה,,71.5492935180664,4
סוראסקי,,103.1596908569336,32
בני ציון,,85.68128967285156,6
רבין ק. בילינסון,,84.19161987304688,14
סורוקה,,74.71763610839844,28
מאיר,,84.8329086303711,20
קפלן,,89.89169311523438,28
"רמב""ם",,89.65164184570312,15
הכרמל,,79.14110565185547,4
השרון ק. גולדה,,63.90041351318359,15
הדסה עין כרם,,,44
הסקוטי,,28.5714282989502,7
המשפחה הקדושה,,,0
סנט ג'וזף,,,2
שערי צדק,,100.2456970214844,15
אל מקאסד,,,0
לניאדו,,81.33704376220703,15
אוגוסטה ויקטוריה,,,2
מעייני הישועה,,94.62025451660156,13
אסותא אשדוד,,,3
סנט וינסנט,,,0
יוספטל,,56.92307662963867,4
המרכזי בעמק,,72.4137954711914,24
