cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
ABU GHOSH,קטן מ-15,אין מידע,24,30.53,7.62,אדום,7862
ABU SINAN,קטן מ-15,אין מידע,30,20.97,7.02,כתום,14306
AFULA,קטן מ-15,אין מידע,79,13.90,8.18,אדום,56844
AKKO,25,25.00,100,20.20,7.64,אדום,49517
ALFE MENASHE,קטן מ-15,אין מידע,24,29.96,8.69,אדום,8011
ARAD,קטן מ-15,אין מידע,37,13.62,7.97,אדום,27170
ARI'EL,קטן מ-15,אין מידע,31,15.13,7.71,אדום,20488
ASHDOD,72,17.56,410,18.12,8.14,אדום,226329
ASHQELON,66,22.60,292,19.94,7.46,כתום,146442
ATLIT,קטן מ-15,אין מידע,22,22.64,7.25,כתום,9716
AZOR,קטן מ-15,אין מידע,30,22.68,7.02,כתום,13228
BAT YAM,31,13.25,234,18.31,7.46,כתום,127772
BE'ER SHEVA,63,13.04,483,22.93,6.91,כתום,210624
BE'ER YA'AQOV,קטן מ-15,אין מידע,52,18.04,6.8,כתום,28818
BENE AYISH,קטן מ-15,אין מידע,16,23.18,5.65,צהוב,6902
BENE BERAQ,קטן מ-15,אין מידע,44,2.12,3.94,ירוק,208031
BET SHE'AN,קטן מ-15,אין מידע,23,12.12,6.75,כתום,18980
BET SHEMESH,קטן מ-15,אין מידע,65,4.92,5.67,צהוב,132210
BINYAMINA-GIV'AT ADA,קטן מ-15,אין מידע,31,19.41,7.54,אדום,15971
DIMONA,קטן מ-15,אין מידע,67,19.17,6.46,כתום,34954
EFRAT,קטן מ-15,אין מידע,23,20.14,9.41,אדום,11420
ELAT,קטן מ-15,אין מידע,92,17.52,7.96,אדום,52507
EVEN YEHUDA,קטן מ-15,אין מידע,53,37.76,8.35,אדום,14036
GAN YAVNE,קטן מ-15,אין מידע,63,26.37,9.14,אדום,23887
GANNE TIQWA,19,19.79,96,44.63,7.71,אדום,21508
GEDERA,18,22.78,79,27.43,7.65,אדום,28805
GIV'AT SHEMU'EL,קטן מ-15,אין מידע,117,42.96,9.16,אדום,27236
GIV'ATAYIM,18,12.08,149,24.48,8.26,אדום,60872
HADERA,28,12.90,217,21.94,7.07,כתום,98928
HAIFA,92,11.89,774,27.16,7.63,אדום,284981
HARISH,קטן מ-15,אין מידע,29,14.79,7.07,כתום,19608
HASHMONA'IM,קטן מ-15,אין מידע,24,89.79,8.35,אדום,2673
HERZLIYYA,47,13.99,336,33.87,8.15,אדום,99208
HOD HASHARON,21,11.23,187,28.88,7.53,אדום,64755
HOLON,61,13.83,441,22.44,7.79,אדום,196510
I'BILLIN,קטן מ-15,אין מידע,40,29.60,9.45,אדום,13515
JALJULYE,קטן מ-15,אין מידע,22,21.37,9.72,אדום,10295
JERUSALEM,123,10.28,1196,12.55,5.91,צהוב,952916
JUDEIDE-MAKER,קטן מ-15,אין מידע,19,8.91,3.65,ירוק,21331
KAFAR YASIF,קטן מ-15,אין מידע,17,16.59,7.26,כתום,10249
KARMI'EL,קטן מ-15,אין מידע,112,24.25,8.45,אדום,46190
KEFAR SAVA,66,15.53,425,41.80,7.75,אדום,101664
KEFAR TAVOR,קטן מ-15,אין מידע,22,49.99,10,אדום,4401
KEFAR YONA,קטן מ-15,אין מידע,47,17.98,8.01,אדום,26140
KOKHAV YA'IR,קטן מ-15,אין מידע,37,42.34,9.63,אדום,8738
LEHAVIM,קטן מ-15,אין מידע,40,60.23,9.95,אדום,6641
LOD,15,18.07,83,10.27,6.36,כתום,80786
MA'ALE ADUMMIM,קטן מ-15,אין מידע,87,23.01,8.83,אדום,37802
MA'ALOT-TARSHIHA,קטן מ-15,אין מידע,36,16.25,7.52,אדום,22158
MAZKERET BATYA,21,37.50,56,37.10,10,אדום,15095
METAR,קטן מ-15,אין מידע,37,37.14,9.67,אדום,9963
MEVASSERET ZIYYON,קטן מ-15,אין מידע,94,38.61,7.7,אדום,24347
MIGDAL HAEMEQ,קטן מ-15,אין מידע,34,13.18,8.26,אדום,25790
MODI'IN-MAKKABBIM-RE'UT,64,23.79,269,28.39,9.76,אדום,94744
NAHARIYYA,23,11.79,195,32.95,9.41,אדום,59189
NAZARETH,קטן מ-15,אין מידע,51,6.56,3.66,ירוק,77734
NES ZIYYONA,32,21.62,148,29.29,7.66,אדום,50532
NESHER,קטן מ-15,אין מידע,61,25.47,7.93,אדום,23947
NETANYA,57,16.01,356,15.92,6.42,כתום,223562
NETIVOT,קטן מ-15,אין מידע,18,4.56,4.3,ירוק,39456
Nof Hagalil,17,15.04,113,26.94,6.46,כתום,41950
OFAQIM,קטן מ-15,אין מידע,33,10.19,5.86,צהוב,32378
OMER,קטן מ-15,אין מידע,42,55.49,7.43,כתום,7569
OR AQIVA,קטן מ-15,אין מידע,44,22.66,7.42,כתום,19417
OR YEHUDA,קטן מ-15,אין מידע,48,13.12,7.12,כתום,36587
ORANIT,קטן מ-15,אין מידע,28,31.08,9.43,אדום,9010
PARDES HANNA-KARKUR,קטן מ-15,אין מידע,88,20.16,6.78,כתום,43646
PARDESIYYA,קטן מ-15,אין מידע,16,24.07,8.67,אדום,6647
PETAH TIQWA,88,15.02,586,23.40,8.19,אדום,250427
QADIMA-ZORAN,קטן מ-15,אין מידע,69,30.38,8.53,אדום,22711
QIRYAT ATTA,26,20.80,125,21.08,8.44,אדום,59291
QIRYAT BIALIK,קטן מ-15,אין מידע,116,27.85,7.66,אדום,41645
QIRYAT EQRON,קטן מ-15,אין מידע,19,17.22,7.78,אדום,11034
QIRYAT GAT,קטן מ-15,אין מידע,78,13.32,6.24,כתום,58550
QIRYAT MAL'AKHI,קטן מ-15,אין מידע,33,13.55,6.15,כתום,24346
QIRYAT MOTZKIN,קטן מ-15,אין מידע,119,26.18,8.93,אדום,45461
QIRYAT ONO,24,14.81,162,39.73,8.67,אדום,40778
QIRYAT SHEMONA,קטן מ-15,אין מידע,30,13.35,7.88,אדום,22470
QIRYAT TIV'ON,קטן מ-15,אין מידע,57,31.21,7.8,אדום,18266
QIRYAT YAM,קטן מ-15,אין מידע,81,20.56,6.98,כתום,39389
RA'ANNANA,34,12.93,263,34.17,7.67,אדום,76958
RAMAT GAN,67,14.53,461,27.65,7.68,אדום,166746
RAMAT HASHARON,19,13.57,140,29.48,8.56,אדום,47482
RAMAT YISHAY,0,0,23,29.13,9.86,אדום,7896
RAMLA,קטן מ-15,אין מידע,112,14.56,6.23,כתום,76903
REHOVOT,77,22.06,349,23.87,8.74,אדום,146213
RISHON LEZIYYON,80,11.83,676,26.42,7.93,אדום,255891
ROSH HAAYIN,קטן מ-15,אין מידע,119,17.67,7.54,אדום,67337
SEDEROT,קטן מ-15,אין מידע,30,10.38,4.37,ירוק,28899
SHEFAR'AM,קטן מ-15,אין מידע,45,10.61,7.45,כתום,42400
SHOHAM,קטן מ-15,אין מידע,91,43.27,9.3,אדום,21029
TAYIBE,קטן מ-15,אין מידע,41,9.20,4.49,ירוק,44582
TEL AVIV - YAFO,131,9.98,1313,26.21,7.63,אדום,501015
TEL MOND,קטן מ-15,אין מידע,28,20.80,6.41,כתום,13461
TEL SHEVA,קטן מ-15,אין מידע,17,7.90,4.68,צהוב,21531
TIBERIAS,קטן מ-15,אין מידע,101,22.11,6.69,כתום,45686
TIRAT KARMEL,קטן מ-15,אין מידע,56,23.06,8.77,אדום,24285
TIRE,קטן מ-15,אין מידע,33,12.23,4.72,צהוב,26972
YAVNE,21,18.10,116,23.31,8.4,אדום,49759
YEHUD,קטן מ-15,אין מידע,71,23.66,7.71,אדום,30003
YEROHAM,קטן מ-15,אין מידע,19,17.79,9.44,אדום,10680
YOQNE'AM ILLIT,קטן מ-15,אין מידע,79,32.83,9.86,אדום,24061
ZEFAT,קטן מ-15,אין מידע,35,9.61,7.19,כתום,36423
ZIKHRON YA'AQOV,קטן מ-15,אין מידע,71,30.21,9.8,אדום,23503
ZUR HADASSA,קטן מ-15,אין מידע,22,19.01,7.96,אדום,11575
ZUR YIZHAQ,קטן מ-15,אין מידע,25,37.97,9.99,אדום,6585
