period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,64229,5945,9.26
3_Month,0-9,250247,56159,22.44
6_Month,0-9,1208370,502869,41.62
1_Year,0-9,1489943,627343,42.11
All,0-9,1700035,735329,43.25
1_Month,10-19,66667,7312,10.97
3_Month,10-19,271467,55053,20.28
6_Month,10-19,1131127,540791,47.81
1_Year,10-19,1390021,632372,45.49
All,10-19,1619911,778002,48.03
1_Month,20-29,101354,7138,7.04
3_Month,20-29,373296,61521,16.48
6_Month,20-29,973638,376929,38.71
1_Year,20-29,1224310,439755,35.92
All,20-29,1454155,561538,38.62
1_Month,30-39,103604,8995,8.68
3_Month,30-39,360526,72356,20.07
6_Month,30-39,947279,408903,43.17
1_Year,30-39,1166569,473262,40.57
All,30-39,1354290,559594,41.32
1_Month,40-49,98240,9544,9.71
3_Month,40-49,345245,70037,20.29
6_Month,40-49,865064,377275,43.61
1_Year,40-49,1045063,426893,40.85
All,40-49,1201512,501165,41.71
1_Month,50-59,91069,8755,9.61
3_Month,50-59,306944,57044,18.58
6_Month,50-59,667904,254983,38.18
1_Year,50-59,809099,283003,34.98
All,50-59,935434,340203,36.37
1_Month,60-69,83401,9371,11.24
3_Month,60-69,273123,50501,18.49
6_Month,60-69,551037,180229,32.71
1_Year,60-69,665488,197983,29.75
All,60-69,765559,236400,30.88
1_Month,70-79,58336,8184,14.03
3_Month,70-79,184414,36105,19.58
6_Month,70-79,347122,102379,29.49
1_Year,70-79,420545,112092,26.65
All,70-79,485190,132522,27.31
1_Month,80-89,26241,2839,10.82
3_Month,80-89,69791,13140,18.83
6_Month,80-89,129422,38943,30.09
1_Year,80-89,161211,43562,27.02
All,80-89,203234,54558,26.84
1_Month,90+,7832,620,7.92
3_Month,90+,17206,2995,17.41
6_Month,90+,30190,9825,32.54
1_Year,90+,38108,11035,28.96
All,90+,52439,14698,28.03
