cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
ABU GHOSH,קטן מ-15,אין מידע,24,30.53,5.61,צהוב,7862
ABU SINAN,קטן מ-15,אין מידע,25,17.48,4.66,צהוב,14306
AFULA,קטן מ-15,אין מידע,51,8.97,4.89,צהוב,56844
AKKO,קטן מ-15,אין מידע,41,8.28,4.34,ירוק,49517
ARAD,קטן מ-15,אין מידע,53,19.51,6.55,כתום,27170
ARI'EL,קטן מ-15,אין מידע,29,14.15,6.86,כתום,20488
ASHDOD,40,13.38,299,13.21,5.56,צהוב,226329
ASHQELON,64,23.62,271,18.51,6.3,כתום,146442
AZOR,קטן מ-15,אין מידע,24,18.14,5.72,צהוב,13228
BAT YAM,20,11.49,174,13.62,5.44,צהוב,127772
BE'ER SHEVA,78,18.89,413,19.61,5.36,צהוב,210624
BE'ER YA'AQOV,קטן מ-15,אין מידע,37,12.84,5.56,צהוב,28818
BENE BERAQ,קטן מ-15,אין מידע,39,1.87,2.02,ירוק,208031
BET SHE'AN,קטן מ-15,אין מידע,16,8.43,3.96,ירוק,18980
BET SHEMESH,קטן מ-15,אין מידע,72,5.45,3.92,ירוק,132210
BINYAMINA-GIV'AT ADA,קטן מ-15,אין מידע,39,24.42,7.29,כתום,15971
DIMONA,18,26.47,68,19.45,5.53,צהוב,34954
ELAT,קטן מ-15,אין מידע,84,16.00,5.1,צהוב,52507
EVEN YEHUDA,קטן מ-15,אין מידע,41,29.21,6.6,כתום,14036
GAN YAVNE,קטן מ-15,אין מידע,23,9.63,6.29,כתום,23887
GANNE TIQWA,קטן מ-15,אין מידע,60,27.90,6.75,כתום,21508
GEDERA,20,30.77,65,22.57,6.29,כתום,28805
GIV'AT SHEMU'EL,קטן מ-15,אין מידע,68,24.97,7.2,כתום,27236
GIV'ATAYIM,22,16.06,137,22.51,6.69,כתום,60872
HADERA,16,12.60,127,12.84,5.55,צהוב,98928
HAIFA,49,8.18,599,21.02,5.86,צהוב,284981
HARISH,קטן מ-15,אין מידע,16,8.16,4.2,ירוק,19608
HERZLIYYA,34,12.64,269,27.11,6.17,כתום,99208
HOD HASHARON,36,24.49,147,22.70,6.04,כתום,64755
HOLON,36,11.88,303,15.42,5.74,צהוב,196510
I'BILLIN,קטן מ-15,אין מידע,19,14.06,5.14,צהוב,13515
JERUSALEM,174,15.90,1094,11.48,4.58,צהוב,952916
