period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,80298,6301,7.85
3_Month,0-9,266802,62989,23.61
6_Month,0-9,1215222,502822,41.38
1_Year,0-9,1490194,626029,42.01
All,0-9,1699481,734043,43.19
1_Month,10-19,82022,6554,7.99
3_Month,10-19,287855,61339,21.31
6_Month,10-19,1138093,539801,47.43
1_Year,10-19,1390631,630467,45.34
All,10-19,1619022,776153,47.94
1_Month,20-29,128737,5795,4.5
3_Month,20-29,391489,65446,16.72
6_Month,20-29,978825,374644,38.27
1_Year,20-29,1223790,437292,35.73
All,20-29,1451759,559163,38.52
1_Month,30-39,126268,8031,6.36
3_Month,30-39,378308,76979,20.35
6_Month,30-39,951690,406558,42.72
1_Year,30-39,1166575,470579,40.34
All,30-39,1352760,556997,41.17
1_Month,40-49,117409,8369,7.13
3_Month,40-49,361170,73952,20.48
6_Month,40-49,869134,374647,43.11
1_Year,40-49,1044980,424005,40.58
All,40-49,1200374,498377,41.52
1_Month,50-59,107663,7403,6.88
3_Month,50-59,319672,59071,18.48
6_Month,50-59,670810,252100,37.58
1_Year,50-59,808411,280038,34.64
All,50-59,933970,337335,36.12
1_Month,60-69,96972,7961,8.21
3_Month,60-69,282785,50883,17.99
6_Month,60-69,552899,177167,32.04
1_Year,60-69,664427,194851,29.33
All,60-69,763913,233325,30.54
1_Month,70-79,65075,6741,10.36
3_Month,70-79,189273,35302,18.65
6_Month,70-79,347452,99545,28.65
1_Year,70-79,419140,109224,26.06
All,70-79,483576,129679,26.82
1_Month,80-89,27248,2350,8.62
3_Month,80-89,71206,12904,18.12
6_Month,80-89,129418,37982,29.35
1_Year,80-89,160616,42599,26.52
All,80-89,202546,53607,26.47
1_Month,90+,7864,522,6.64
3_Month,90+,17471,2987,17.1
6_Month,90+,30204,9621,31.85
1_Year,90+,37967,10823,28.51
All,90+,52249,14488,27.73
