section,female,male,period
0-9,"{'amount': 10, 'percentage': 0.5}","{'amount': 17, 'percentage': 0.9}",3 חודשים
0-9,"{'amount': 55, 'percentage': 0.5}","{'amount': 80, 'percentage': 0.7}",שנה
0-9,"{'amount': 36, 'percentage': 0.5}","{'amount': 54, 'percentage': 0.8}",6 חודשים
0-9,"{'amount': 73, 'percentage': 0.3}","{'amount': 111, 'percentage': 0.4}",מתחילת קורונה
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.3}",חודש אחרון
10-19,"{'amount': 6, 'percentage': 0.3}","{'amount': 4, 'percentage': 0.2}",3 חודשים
10-19,"{'amount': 35, 'percentage': 0.3}","{'amount': 41, 'percentage': 0.3}",שנה
10-19,"{'amount': 17, 'percentage': 0.2}","{'amount': 25, 'percentage': 0.4}",6 חודשים
10-19,"{'amount': 1, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.3}",חודש אחרון
10-19,"{'amount': 78, 'percentage': 0.3}","{'amount': 77, 'percentage': 0.3}",מתחילת קורונה
20-29,"{'amount': 97, 'percentage': 0.8}","{'amount': 93, 'percentage': 0.8}",שנה
20-29,"{'amount': 26, 'percentage': 0.4}","{'amount': 40, 'percentage': 0.6}",6 חודשים
20-29,"{'amount': 4, 'percentage': 0.2}","{'amount': 11, 'percentage': 0.6}",3 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 0.8}",חודש אחרון
20-29,"{'amount': 270, 'percentage': 0.9}","{'amount': 244, 'percentage': 0.8}",מתחילת קורונה
30-39,"{'amount': 17, 'percentage': 0.9}","{'amount': 17, 'percentage': 0.9}",3 חודשים
30-39,"{'amount': 222, 'percentage': 1.8}","{'amount': 216, 'percentage': 1.8}",שנה
30-39,"{'amount': 70, 'percentage': 1}","{'amount': 61, 'percentage': 0.9}",6 חודשים
30-39,"{'amount': 595, 'percentage': 2.1}","{'amount': 625, 'percentage': 2.2}",מתחילת קורונה
30-39,"{'amount': 3, 'percentage': 0.8}","{'amount': 1, 'percentage': 0.3}",חודש אחרון
40-49,"{'amount': 333, 'percentage': 2.7}","{'amount': 463, 'percentage': 3.8}",שנה
40-49,"{'amount': 90, 'percentage': 1.3}","{'amount': 144, 'percentage': 2.1}",6 חודשים
40-49,"{'amount': 17, 'percentage': 0.9}","{'amount': 34, 'percentage': 1.9}",3 חודשים
40-49,"{'amount': 3, 'percentage': 0.8}","{'amount': 7, 'percentage': 1.9}",חודש אחרון
40-49,"{'amount': 966, 'percentage': 3.3}","{'amount': 1400, 'percentage': 4.8}",מתחילת קורונה
50-59,"{'amount': 42, 'percentage': 2.3}","{'amount': 69, 'percentage': 3.8}",3 חודשים
50-59,"{'amount': 522, 'percentage': 4.3}","{'amount': 714, 'percentage': 5.9}",שנה
50-59,"{'amount': 205, 'percentage': 3}","{'amount': 302, 'percentage': 4.4}",6 חודשים
50-59,"{'amount': 8, 'percentage': 2.2}","{'amount': 14, 'percentage': 3.9}",חודש אחרון
50-59,"{'amount': 1567, 'percentage': 5.4}","{'amount': 2229, 'percentage': 7.7}",מתחילת קורונה
60-69,"{'amount': 880, 'percentage': 7.2}","{'amount': 1177, 'percentage': 9.7}",שנה
60-69,"{'amount': 426, 'percentage': 6.2}","{'amount': 604, 'percentage': 8.9}",6 חודשים
60-69,"{'amount': 98, 'percentage': 5.4}","{'amount': 159, 'percentage': 8.7}",3 חודשים
60-69,"{'amount': 23, 'percentage': 6.4}","{'amount': 36, 'percentage': 10}",חודש אחרון
60-69,"{'amount': 2215, 'percentage': 7.7}","{'amount': 3273, 'percentage': 11.3}",מתחילת קורונה
70-79,"{'amount': 197, 'percentage': 10.8}","{'amount': 269, 'percentage': 14.7}",3 חודשים
70-79,"{'amount': 1215, 'percentage': 10}","{'amount': 1548, 'percentage': 12.7}",שנה
70-79,"{'amount': 716, 'percentage': 10.5}","{'amount': 954, 'percentage': 14}",6 חודשים
70-79,"{'amount': 37, 'percentage': 10.2}","{'amount': 51, 'percentage': 14.1}",חודש אחרון
70-79,"{'amount': 2782, 'percentage': 9.6}","{'amount': 3662, 'percentage': 12.7}",מתחילת קורונה
80-89,"{'amount': 264, 'percentage': 14.5}","{'amount': 292, 'percentage': 16}",3 חודשים
80-89,"{'amount': 1573, 'percentage': 13}","{'amount': 1527, 'percentage': 12.6}",שנה
80-89,"{'amount': 1047, 'percentage': 15.4}","{'amount': 1014, 'percentage': 14.9}",6 חודשים
80-89,"{'amount': 57, 'percentage': 15.8}","{'amount': 49, 'percentage': 13.6}",חודש אחרון
80-89,"{'amount': 3152, 'percentage': 10.9}","{'amount': 3041, 'percentage': 10.5}",מתחילת קורונה
90+,"{'amount': 157, 'percentage': 8.6}","{'amount': 140, 'percentage': 7.7}",3 חודשים
90+,"{'amount': 799, 'percentage': 6.6}","{'amount': 556, 'percentage': 4.6}",שנה
90+,"{'amount': 554, 'percentage': 8.1}","{'amount': 434, 'percentage': 6.4}",6 חודשים
90+,"{'amount': 34, 'percentage': 9.4}","{'amount': 32, 'percentage': 8.9}",חודש אחרון
90+,"{'amount': 1521, 'percentage': 5.3}","{'amount': 1031, 'percentage': 3.6}",מתחילת קורונה
