section,female,male,period,order_period
0-9,"{'amount': 20, 'percentage': 0.3}","{'amount': 31, 'percentage': 0.5}",6 חודשים,3
0-9,"{'amount': 42, 'percentage': 0.2}","{'amount': 58, 'percentage': 0.3}",מתחילת קורונה,1
0-9,"{'amount': 8, 'percentage': 0.7}","{'amount': 8, 'percentage': 0.7}",3 חודשים,4
0-9,"{'amount': 2, 'percentage': 0.4}","{'amount': 5, 'percentage': 0.9}",חודש אחרון,5
0-9,"{'amount': 33, 'percentage': 0.3}","{'amount': 45, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 3, 'percentage': 0.5}","{'amount': 3, 'percentage': 0.5}",חודש אחרון,5
10-19,"{'amount': 56, 'percentage': 0.2}","{'amount': 53, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 38, 'percentage': 0.3}","{'amount': 34, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 19, 'percentage': 0.3}","{'amount': 21, 'percentage': 0.4}",6 חודשים,3
10-19,"{'amount': 5, 'percentage': 0.4}","{'amount': 5, 'percentage': 0.4}",3 חודשים,4
20-29,"{'amount': 233, 'percentage': 1}","{'amount': 188, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 167, 'percentage': 1.3}","{'amount': 133, 'percentage': 1}",שנה,2
20-29,"{'amount': 6, 'percentage': 1.1}","{'amount': 6, 'percentage': 1.1}",חודש אחרון,5
20-29,"{'amount': 18, 'percentage': 1.6}","{'amount': 13, 'percentage': 1.2}",3 חודשים,4
20-29,"{'amount': 71, 'percentage': 1.2}","{'amount': 53, 'percentage': 0.9}",6 חודשים,3
30-39,"{'amount': 159, 'percentage': 2.7}","{'amount': 163, 'percentage': 2.8}",6 חודשים,3
30-39,"{'amount': 30, 'percentage': 2.7}","{'amount': 25, 'percentage': 2.2}",3 חודשים,4
30-39,"{'amount': 505, 'percentage': 2.2}","{'amount': 543, 'percentage': 2.4}",מתחילת קורונה,1
30-39,"{'amount': 8, 'percentage': 1.4}","{'amount': 5, 'percentage': 0.9}",חודש אחרון,5
30-39,"{'amount': 362, 'percentage': 2.8}","{'amount': 360, 'percentage': 2.8}",שנה,2
40-49,"{'amount': 565, 'percentage': 4.4}","{'amount': 790, 'percentage': 6.1}",שנה,2
40-49,"{'amount': 251, 'percentage': 4.3}","{'amount': 339, 'percentage': 5.8}",6 חודשים,3
40-49,"{'amount': 830, 'percentage': 3.6}","{'amount': 1235, 'percentage': 5.4}",מתחילת קורונה,1
40-49,"{'amount': 40, 'percentage': 3.6}","{'amount': 51, 'percentage': 4.6}",3 חודשים,4
40-49,"{'amount': 11, 'percentage': 2}","{'amount': 26, 'percentage': 4.7}",חודש אחרון,5
50-59,"{'amount': 69, 'percentage': 6.2}","{'amount': 81, 'percentage': 7.3}",3 חודשים,4
50-59,"{'amount': 24, 'percentage': 4.3}","{'amount': 28, 'percentage': 5.1}",חודש אחרון,5
50-59,"{'amount': 1340, 'percentage': 5.9}","{'amount': 1945, 'percentage': 8.5}",מתחילת קורונה,1
50-59,"{'amount': 796, 'percentage': 6.1}","{'amount': 1115, 'percentage': 8.6}",שנה,2
50-59,"{'amount': 346, 'percentage': 5.9}","{'amount': 450, 'percentage': 7.6}",6 חודשים,3
60-69,"{'amount': 1064, 'percentage': 8.2}","{'amount': 1365, 'percentage': 10.5}",שנה,2
60-69,"{'amount': 40, 'percentage': 7.2}","{'amount': 53, 'percentage': 9.6}",חודש אחרון,5
60-69,"{'amount': 98, 'percentage': 8.8}","{'amount': 117, 'percentage': 10.5}",3 חודשים,4
60-69,"{'amount': 1826, 'percentage': 8}","{'amount': 2739, 'percentage': 12}",מתחילת קורונה,1
60-69,"{'amount': 475, 'percentage': 8.1}","{'amount': 633, 'percentage': 10.7}",6 חודשים,3
70-79,"{'amount': 560, 'percentage': 9.5}","{'amount': 679, 'percentage': 11.5}",6 חודשים,3
70-79,"{'amount': 2146, 'percentage': 9.4}","{'amount': 2925, 'percentage': 12.8}",מתחילת קורונה,1
70-79,"{'amount': 58, 'percentage': 10.5}","{'amount': 75, 'percentage': 13.5}",חודש אחרון,5
70-79,"{'amount': 115, 'percentage': 10.3}","{'amount': 126, 'percentage': 11.3}",3 חודשים,4
70-79,"{'amount': 1226, 'percentage': 9.4}","{'amount': 1457, 'percentage': 11.2}",שנה,2
80-89,"{'amount': 102, 'percentage': 9.2}","{'amount': 112, 'percentage': 10.1}",3 חודשים,4
80-89,"{'amount': 586, 'percentage': 9.9}","{'amount': 587, 'percentage': 10}",6 חודשים,3
80-89,"{'amount': 2236, 'percentage': 9.8}","{'amount': 2179, 'percentage': 9.5}",מתחילת קורונה,1
80-89,"{'amount': 1274, 'percentage': 9.8}","{'amount': 1189, 'percentage': 9.2}",שנה,2
80-89,"{'amount': 67, 'percentage': 12.1}","{'amount': 76, 'percentage': 13.7}",חודש אחרון,5
90+,"{'amount': 1084, 'percentage': 4.7}","{'amount': 683, 'percentage': 3}",מתחילת קורונה,1
90+,"{'amount': 295, 'percentage': 5}","{'amount': 157, 'percentage': 2.7}",6 חודשים,3
90+,"{'amount': 57, 'percentage': 5.1}","{'amount': 34, 'percentage': 3.1}",3 חודשים,4
90+,"{'amount': 34, 'percentage': 6.1}","{'amount': 24, 'percentage': 4.3}",חודש אחרון,5
90+,"{'amount': 590, 'percentage': 4.5}","{'amount': 381, 'percentage': 2.9}",שנה,2
