section,female,male,period,order_period
0-9,"{'amount': 13, 'percentage': 0.2}","{'amount': 26, 'percentage': 0.5}",מתחילת קורונה,1
0-9,"{'amount': 6, 'percentage': 0.6}","{'amount': 12, 'percentage': 1.2}",3 חודשים,4
0-9,"{'amount': 6, 'percentage': 0.3}","{'amount': 17, 'percentage': 1}",6 חודשים,3
0-9,"{'amount': 10, 'percentage': 0.4}","{'amount': 19, 'percentage': 0.7}",שנה,2
0-9,"{'amount': 6, 'percentage': 0.7}","{'amount': 11, 'percentage': 1.3}",חודש אחרון,5
10-19,"{'amount': 19, 'percentage': 0.3}","{'amount': 23, 'percentage': 0.4}",מתחילת קורונה,1
10-19,"{'amount': 6, 'percentage': 0.7}","{'amount': 8, 'percentage': 0.9}",חודש אחרון,5
10-19,"{'amount': 7, 'percentage': 0.7}","{'amount': 8, 'percentage': 0.8}",3 חודשים,4
10-19,"{'amount': 12, 'percentage': 0.7}","{'amount': 13, 'percentage': 0.7}",6 חודשים,3
10-19,"{'amount': 15, 'percentage': 0.5}","{'amount': 14, 'percentage': 0.5}",שנה,2
20-29,"{'amount': 27, 'percentage': 1}","{'amount': 35, 'percentage': 1.3}",שנה,2
20-29,"{'amount': 16, 'percentage': 0.9}","{'amount': 19, 'percentage': 1.1}",6 חודשים,3
20-29,"{'amount': 12, 'percentage': 1.2}","{'amount': 9, 'percentage': 0.9}",3 חודשים,4
20-29,"{'amount': 9, 'percentage': 1}","{'amount': 7, 'percentage': 0.8}",חודש אחרון,5
20-29,"{'amount': 55, 'percentage': 1}","{'amount': 50, 'percentage': 0.9}",מתחילת קורונה,1
30-39,"{'amount': 89, 'percentage': 1.6}","{'amount': 86, 'percentage': 1.5}",מתחילת קורונה,1
30-39,"{'amount': 12, 'percentage': 1.2}","{'amount': 15, 'percentage': 1.5}",3 חודשים,4
30-39,"{'amount': 29, 'percentage': 1.6}","{'amount': 31, 'percentage': 1.7}",6 חודשים,3
30-39,"{'amount': 59, 'percentage': 2.2}","{'amount': 50, 'percentage': 1.8}",שנה,2
30-39,"{'amount': 7, 'percentage': 0.8}","{'amount': 10, 'percentage': 1.1}",חודש אחרון,5
40-49,"{'amount': 80, 'percentage': 2.9}","{'amount': 146, 'percentage': 5.3}",שנה,2
40-49,"{'amount': 47, 'percentage': 2.6}","{'amount': 86, 'percentage': 4.8}",6 חודשים,3
40-49,"{'amount': 15, 'percentage': 1.7}","{'amount': 31, 'percentage': 3.6}",חודש אחרון,5
40-49,"{'amount': 139, 'percentage': 2.5}","{'amount': 238, 'percentage': 4.2}",מתחילת קורונה,1
40-49,"{'amount': 21, 'percentage': 2.1}","{'amount': 45, 'percentage': 4.4}",3 חודשים,4
50-59,"{'amount': 156, 'percentage': 5.7}","{'amount': 256, 'percentage': 9.3}",שנה,2
50-59,"{'amount': 95, 'percentage': 5.3}","{'amount': 158, 'percentage': 8.9}",6 חודשים,3
50-59,"{'amount': 55, 'percentage': 5.4}","{'amount': 83, 'percentage': 8.2}",3 חודשים,4
50-59,"{'amount': 45, 'percentage': 5.2}","{'amount': 68, 'percentage': 7.8}",חודש אחרון,5
50-59,"{'amount': 250, 'percentage': 4.4}","{'amount': 513, 'percentage': 9.1}",מתחילת קורונה,1
60-69,"{'amount': 251, 'percentage': 9.2}","{'amount': 354, 'percentage': 12.9}",שנה,2
60-69,"{'amount': 163, 'percentage': 9.1}","{'amount': 219, 'percentage': 12.3}",6 חודשים,3
60-69,"{'amount': 59, 'percentage': 6.8}","{'amount': 96, 'percentage': 11}",חודש אחרון,5
60-69,"{'amount': 457, 'percentage': 8.1}","{'amount': 867, 'percentage': 15.4}",מתחילת קורונה,1
60-69,"{'amount': 72, 'percentage': 7.1}","{'amount': 117, 'percentage': 11.5}",3 חודשים,4
70-79,"{'amount': 98, 'percentage': 9.7}","{'amount': 147, 'percentage': 14.5}",3 חודשים,4
70-79,"{'amount': 545, 'percentage': 9.6}","{'amount': 968, 'percentage': 17.1}",מתחילת קורונה,1
70-79,"{'amount': 86, 'percentage': 9.9}","{'amount': 136, 'percentage': 15.6}",חודש אחרון,5
70-79,"{'amount': 183, 'percentage': 10.3}","{'amount': 249, 'percentage': 14}",6 חודשים,3
70-79,"{'amount': 279, 'percentage': 10.2}","{'amount': 377, 'percentage': 13.8}",שנה,2
80-89,"{'amount': 230, 'percentage': 8.4}","{'amount': 269, 'percentage': 9.8}",שנה,2
80-89,"{'amount': 108, 'percentage': 10.7}","{'amount': 125, 'percentage': 12.3}",3 חודשים,4
80-89,"{'amount': 162, 'percentage': 9.1}","{'amount': 191, 'percentage': 10.7}",6 חודשים,3
80-89,"{'amount': 101, 'percentage': 11.6}","{'amount': 111, 'percentage': 12.8}",חודש אחרון,5
80-89,"{'amount': 456, 'percentage': 8.1}","{'amount': 603, 'percentage': 10.7}",מתחילת קורונה,1
90+,"{'amount': 45, 'percentage': 2.5}","{'amount': 42, 'percentage': 2.4}",6 חודשים,3
90+,"{'amount': 125, 'percentage': 2.2}","{'amount': 126, 'percentage': 2.2}",מתחילת קורונה,1
90+,"{'amount': 29, 'percentage': 3.3}","{'amount': 29, 'percentage': 3.3}",חודש אחרון,5
90+,"{'amount': 32, 'percentage': 3.2}","{'amount': 30, 'percentage': 3}",3 חודשים,4
90+,"{'amount': 59, 'percentage': 2.2}","{'amount': 53, 'percentage': 1.9}",שנה,2
