actualSick,city,patientDiffPopulationForTenThousands,sickCount,status,testLast7Days,verifiedLast7Days
3819,ירושלים,41,14890,"נדרשים הסברה, בדיקות ואכיפת בידוד",14658,1820
1787,בני ברק,89,8631,"נדרשים הסברה, בדיקות ואכיפת בידוד",3399,651
1162,מודיעין עילית,151,2595,"נדרשים הסברה, בדיקות ואכיפת בידוד",2321,639
553,בית שמש,44,2485,"נדרשים הסברה, בדיקות ואכיפת בידוד",1315,206
423,אלעד,89,1583,"נדרשים הסברה, בדיקות ואכיפת בידוד",637,137
309,קלנסווה,134,774,"נדרשים הסברה, בדיקות ואכיפת בידוד",873,128
254,ירכא,163,262,"נדרשים הסברה, בדיקות ואכיפת בידוד",2389,207
63,דייר אל-אסד,50,224,"נדרשים הסברה, בדיקות ואכיפת בידוד",305,49
60,עין נקובא,171,75,"נדרשים הסברה, בדיקות ואכיפת בידוד",210,48
53,עילוט,63,60,"נדרשים הסברה, בדיקות ואכיפת בידוד",185,51
49,חורפיש,77,51,"נדרשים הסברה, בדיקות ואכיפת בידוד",477,45
36,כפר האורנים,163,53,"נדרשים הסברה, בדיקות ואכיפת בידוד",102,25
20,כפר ברא,53,42,"נדרשים הסברה, בדיקות ואכיפת בידוד",86,15
18,שעב,25,29,"נדרשים הסברה, בדיקות ואכיפת בידוד",131,17
1125,תל אביב - יפו,25,4242,נדרשת הגדלה של מספר הבדיקות,6556,266
856,אשדוד,38,2943,נדרשת הגדלה של מספר הבדיקות,4400,341
572,פתח תקווה,23,2180,נדרשת הגדלה של מספר הבדיקות,3749,159
354,טייבה,81,684,נדרשת הגדלה של מספר הבדיקות,1259,171
341,ביתר עילית,55,2118,נדרשת הגדלה של מספר הבדיקות,592,130
295,נצרת,38,534,נדרשת הגדלה של מספר הבדיקות,923,118
194,נתיבות,50,538,נדרשת הגדלה של מספר הבדיקות,551,78
129,כפר קאסם,54,339,נדרשת הגדלה של מספר הבדיקות,395,77
129,צפת,36,321,נדרשת הגדלה של מספר הבדיקות,448,73
98,כפר מנדא,48,160,נדרשת הגדלה של מספר הבדיקות,312,55
76,רכסים,61,299,נדרשת הגדלה של מספר הבדיקות,156,30
59,ג'ת,48,160,נדרשת הגדלה של מספר הבדיקות,287,41
47,מעלה עירון,31,88,נדרשת הגדלה של מספר הבדיקות,213,28
43,פוריידיס,32,78,נדרשת הגדלה של מספר הבדיקות,165,25
33,נחף,25,102,נדרשת הגדלה של מספר הבדיקות,128,19
31,עמנואל,74,70,נדרשת הגדלה של מספר הבדיקות,56,11-14
24,קרית יערים,38,132,נדרשת הגדלה של מספר הבדיקות,80,17
 קטן מ-15 ,שילה,25,25,נדרשת הגדלה של מספר הבדיקות,14,1-5
504,נתניה,23,1453,"נדרשת הידברות, הסברה ואכיפה",3422,186
476,חולון,25,1570,"נדרשת הידברות, הסברה ואכיפה",2559,137
450,באר שבע,23,1486,"נדרשת הידברות, הסברה ואכיפה",3605,150
390,ראשון לציון,16,1451,"נדרשת הידברות, הסברה ואכיפה",3312,126
375,רחובות,27,1100,"נדרשת הידברות, הסברה ואכיפה",1849,115
347,רמלה,46,987,"נדרשת הידברות, הסברה ואכיפה",1217,101
339,אשקלון,24,1189,"נדרשת הידברות, הסברה ואכיפה",2832,93
333,רמת גן,23,1063,"נדרשת הידברות, הסברה ואכיפה",2448,106
289,לוד,38,1164,"נדרשת הידברות, הסברה ואכיפה",1318,78
278,חיפה,10,1306,"נדרשת הידברות, הסברה ואכיפה",3694,108
259,בת ים,20,1228,"נדרשת הידברות, הסברה ואכיפה",1930,70
206,ראש העין,35,526,"נדרשת הידברות, הסברה ואכיפה",1343,94
205,חדרה,21,527,"נדרשת הידברות, הסברה ואכיפה",1901,74
187,קרית גת,33,752,"נדרשת הידברות, הסברה ואכיפה",1009,51
175,אום אל-פחם,31,425,"נדרשת הידברות, הסברה ואכיפה",807,78
164,מודיעין-מכבים-רעות,19,604,"נדרשת הידברות, הסברה ואכיפה",1205,54
154,אור יהודה,44,605,"נדרשת הידברות, הסברה ואכיפה",742,42
152,באקה אל-גרביה,51,448,"נדרשת הידברות, הסברה ואכיפה",590,62
147,קרית מלאכי,60,560,"נדרשת הידברות, הסברה ואכיפה",373,49
145,הרצליה,16,591,"נדרשת הידברות, הסברה ואכיפה",1268,33
141,רעננה,19,601,"נדרשת הידברות, הסברה ואכיפה",1236,55
135,רהט,20,654,"נדרשת הידברות, הסברה ואכיפה",604,44
134,טבריה,30,683,"נדרשת הידברות, הסברה ואכיפה",584,50
130,נהריה,22,369,"נדרשת הידברות, הסברה ואכיפה",1280,64
130,טירה,49,248,"נדרשת הידברות, הסברה ואכיפה",628,73
120,כפר סבא,12,439,"נדרשת הידברות, הסברה ואכיפה",1288,38
118,נס ציונה,26,331,"נדרשת הידברות, הסברה ואכיפה",482,28
107,יבנה,23,357,"נדרשת הידברות, הסברה ואכיפה",471,21
101,קרית אתא,18,363,"נדרשת הידברות, הסברה ואכיפה",780,36
97,קרית ביאליק,25,182,"נדרשת הידברות, הסברה ואכיפה",748,54
93,מעלה אדומים,25,285,"נדרשת הידברות, הסברה ואכיפה",787,33
