CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.01106639839034205,2020-03-02T00:00:00.000Z,1,5632,-152,0,994
0,0,10,0,0,10,10,0.01006036217303823,2020-03-03T00:00:00.000Z,0,7857,-149,0,994
0,0,11,0,0,11,11,0.01106639839034205,2020-03-04T00:00:00.000Z,0,7012,-151,0,994
0,0,12,1,0,13,13,0.0130784708249497,2020-03-05T00:00:00.000Z,1,7012,-151,0,994
1,0,14,2,0,16,16,0.01609657947686117,2020-03-06T00:00:00.000Z,1,5177,-150,0,994
2,0,17,3,0,20,20,0.02012072434607646,2020-03-07T00:00:00.000Z,1,4861,-150,0,994
4,0,21,5,0,26,26,0.0261569416498994,2020-03-08T00:00:00.000Z,2,7330,-147,0,994
5,0,33,6,0,39,39,0.0392354124748491,2020-03-09T00:00:00.000Z,7,6205,-156,0,994
5,0,53,6,0,59,59,0.05935613682092555,2020-03-10T00:00:00.000Z,2,6021,-143,0,994
6,0,73,7,1,81,81,0.08148893360160966,2020-03-11T00:00:00.000Z,10,5981,-145,0,994
6,0,95,7,1,103,101,0.1036217303822938,2020-03-12T00:00:00.000Z,6,5983,-144,0,994
6,0,112,7,4,123,122,0.1237424547283702,2020-03-13T00:00:00.000Z,10,4121,-130,0,994
4,0,151,6,4,161,160,0.1619718309859155,2020-03-14T00:00:00.000Z,20,3692,-139,0,994
6,0,187,9,6,202,200,0.2032193158953722,2020-03-15T00:00:00.000Z,37,5491,-141,0,994
7,0,205,11,5,221,215,0.2223340040241449,2020-03-16T00:00:00.000Z,27,4759,-83,0,994
7,0,238,12,6,256,256,0.2575452716297787,2020-03-17T00:00:00.000Z,46,4338,-34,0,994
7,0,279,16,11,306,269,0.3078470824949698,2020-03-18T00:00:00.000Z,54,3920,66,0,994
12,0,263,21,11,295,264,0.2967806841046278,2020-03-19T00:00:00.000Z,31,4053,196,0,994
12,1,252,23,14,289,251,0.2907444668008049,2020-03-20T00:00:00.000Z,30,3207,373,0,994
15,0,229,27,21,277,273,0.278672032193159,2020-03-21T00:00:00.000Z,35,2905,557,0,994
22,0,255,37,32,324,305,0.3259557344064387,2020-03-22T00:00:00.000Z,54,4523,772,0,994
24,0,274,42,36,352,323,0.3541247484909457,2020-03-23T00:00:00.000Z,58,4053,1092,0,994
26,3,302,45,48,395,343,0.3973843058350101,2020-03-24T00:00:00.000Z,82,3963,1485,0,994
28,1,311,49,53,413,397,0.4154929577464789,2020-03-25T00:00:00.000Z,81,3666,1843,0,994
31,5,345,54,65,464,413,0.4668008048289739,2020-03-26T00:00:00.000Z,83,3925,2325,0,994
37,2,381,65,69,515,468,0.5181086519114688,2020-03-27T00:00:00.000Z,110,3267,2693,0,994
41,1,362,69,82,513,485,0.5160965794768612,2020-03-28T00:00:00.000Z,53,2834,3132,0,994
50,3,377,78,88,543,515,0.5462776659959758,2020-03-29T00:00:00.000Z,70,4289,3597,0,994
55,1,426,88,105,619,570,0.6227364185110664,2020-03-30T00:00:00.000Z,121,3886,4056,0,994
64,4,458,97,113,668,628,0.6720321931589537,2020-03-31T00:00:00.000Z,111,4005,4671,0,994
72,7,515,111,143,769,728,0.7736418511066399,2020-04-01T00:00:00.000Z,147,4088,4520,689,994
79,10,555,113,145,813,727,0.817907444668008,2020-04-02T00:00:00.000Z,115,4284,5106,720,994
93,5,515,130,159,804,719,0.8088531187122736,2020-04-03T00:00:00.000Z,97,3494,5616,717,994
107,7,481,139,171,791,752,0.795774647887324,2020-04-04T00:00:00.000Z,73,3155,5945,718,994
106,6,498,135,194,827,743,0.8319919517102615,2020-04-05T00:00:00.000Z,100,4495,6452,693,994
110,7,458,147,209,814,703,0.8189134808853119,2020-04-06T00:00:00.000Z,93,4088,6729,796,994
106,7,388,159,201,748,656,0.7525150905432596,2020-04-07T00:00:00.000Z,72,4313,6994,819,994
115,9,336,166,193,695,622,0.6991951710261569,2020-04-08T00:00:00.000Z,57,3511,7169,859,994
117,8,312,166,187,665,634,0.6690140845070423,2020-04-09T00:00:00.000Z,65,3363,7297,944,994
128,8,330,170,170,670,598,0.6740442655935613,2020-04-10T00:00:00.000Z,56,4086,7422,1002,994
130,6,283,182,162,627,595,0.630784708249497,2020-04-11T00:00:00.000Z,39,3172,7537,1061,994
130,7,316,177,174,667,620,0.6710261569416499,2020-04-12T00:00:00.000Z,90,4965,7700,1074,994
137,7,330,192,169,691,629,0.6951710261569416,2020-04-13T00:00:00.000Z,91,4653,7704,1181,994
134,8,328,178,170,676,631,0.6800804828973843,2020-04-14T00:00:00.000Z,75,4376,7667,1229,994
133,13,319,180,174,673,655,0.6770623742454729,2020-04-15T00:00:00.000Z,69,3492,7631,1238,994
136,7,358,182,163,703,643,0.7072434607645876,2020-04-16T00:00:00.000Z,51,5388,7452,1366,994
125,9,337,166,163,666,613,0.670020120724346,2020-04-17T00:00:00.000Z,48,4188,7419,1348,994
118,11,329,174,141,644,619,0.647887323943662,2020-04-18T00:00:00.000Z,42,3825,7002,1661,994
118,8,317,157,147,621,571,0.6247484909456741,2020-04-19T00:00:00.000Z,40,5788,6972,1707,994
123,6,322,155,135,612,560,0.6156941649899397,2020-04-20T00:00:00.000Z,49,5097,6727,1723,994
119,9,254,145,147,546,510,0.5492957746478874,2020-04-21T00:00:00.000Z,27,4921,6592,1738,994
110,3,260,149,124,533,498,0.5362173038229376,2020-04-22T00:00:00.000Z,36,4822,6464,1739,994
114,4,249,146,107,502,454,0.5050301810865191,2020-04-23T00:00:00.000Z,32,5353,6529,1605,994
