city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,2.315429872841146,0.5788856531711466,5391,,130609
בני ברק,1.494885916601102,1.92723325000249,3870,,54531
תל אביב - יפו,2.714113389626055,0.3731302406394265,1703,,63098
אשדוד,4.817987152034262,0.43374817794751597,979,בסגר חלקי,27481
בית שמש,1.237964236588721,0.5802311464295287,736,,13143
פתח תקווה,3,0.251697327854097,618,,30772
בת ים,2.222222222222222,0.46046755166784736,598,,19664
מודיעין עילית,1.015228426395939,0.7756167907393694,597,,10639
אלעד,0.3717472118959108,1.135694456128544,540,בסגר חלקי,8918
ביתר עילית,5.7324840764331215,0.8078120944718402,498,,6590
ראשון לציון,2.564102564102564,0.1976935749588139,480,,27685
באר שבע,2.631578947368421,0.2373610322161811,468,,30251
חולון,2.771362586605081,0.23817169770927,445,,23595
נתניה,4.404145077720207,0.18580247767373462,403,,20452
רמת גן,2.873563218390805,0.24341818973020019,358,,19970
טבריה,3.3639143730886847,0.7521139296840231,338,בסגר חלקי,8621
אשקלון,0.6024096385542169,0.2355147831360133,334,,16772
רהט,2.140672782874618,0.499125782686014,334,בסגר חלקי,7580
חיפה,1.21580547112462,0.12178842461369661,333,,27322
ערערה-בנגב,0.7142857142857143,1.557580778790389,282,בסגר חלקי,4135
רחובות,5.533596837944664,0.1917469801646008,267,,16894
לוד,11.55555555555556,0.3290120462976314,251,בסגר חלקי,7904
אור יהודה,2.11864406779661,0.6932658286108794,241,,5938
רמלה,3.669724770642202,0.29843256876493807,226,,8202
חורה,0,1.252609603340292,222,,2954
רעננה,5.365853658536586,0.2872684230825498,216,,10692
הרצליה,4.901960784313725,0.2306879675743268,214,,11107
קרית גת,4.390243902439024,0.37223865020003477,214,,6712
מודיעין-מכבים-רעות,3.1413612565445033,0.2249346319407178,197,,9691
דימונה,6.329113924050633,0.4702984155422429,168,,6519
דייר אל-אסד,0,1.214864221057647,153,,4996
נתיבות,0.6756756756756757,0.3872242002131033,149,,4353
כפר סבא,2.8985507246376807,0.14492457798371128,142,,11692
אום אל-פחם,1.470588235294118,0.2455953016550988,138,,4890
באקה אל-גרביה,2.290076335877863,0.4532539575158977,134,,3895
צפת,3.875968992248062,0.37256373898295664,134,,4256
חדרה,6.722689075630252,0.1330344423028576,127,,14006
כפר קאסם,12.727272727272728,0.5150785079338707,124,,3018
קרית מלאכי,15.151515151515149,0.4671365349942632,114,,2098
ראש העין,0.9345794392523363,0.1817569841804107,108,,6455
יבנה,1.9047619047619049,0.23053885764764181,107,,5168
נהריה,0,0.1739304946984647,104,,8632
מגדל העמק,0,0.3919157765311611,102,,2935
עפולה,5.208333333333334,0.1889439715648677,101,,4841
יהוד,1.030927835051546,0.3377446925834023,98,,3230
גבעתיים,3.296703296703297,0.1700618735752795,94,,6540
הוד השרון,4.597701149425287,0.15182355100270278,91,,5991
שדרות,0,0.3252753751755748,88,,4598
קרית אונו,1.162790697674419,0.2320742637644046,87,,4426
אופקים,3.75,0.2607193340662793,83,,3676
אילת,1.25,0.1432006223039389,81,,4067
טייבה,5.333333333333334,0.1797170025933846,79,,3826
גבעת זאב,2.631578947368421,0.4101809002944889,78,,2589
רכסים,1.315789473684211,0.6213686249193028,77,,1847
רמת השרון,5.555555555555555,0.16762610556033442,76,,4670
כוכב יעקב,0,0.8168289135056507,73,,1041
מעלה אדומים,1.408450704225352,0.1920256034137885,72,,5544
גדרה,5.882352941176471,0.28911018310311604,72,,4520
גני תקווה,3.125,0.33107599699021817,66,,2615
אפרת,0,0.5700254319038849,65,,1761
כרמיאל,0,0.1311743328387416,61,,4569
באר יעקב,1.694915254237288,0.23209036051369333,60,,2612
בית שאן,22.44897959183674,0.31071983428275507,60,,2013
גבעת שמואל,0,0.231287634087012,58,,2945
שוהם,1.851851851851852,0.2745332934012179,55,,2816
ג'ת,1.886792452830189,0.44240537440602995,54,,1860
כפר קרע,15.21739130434783,0.2767624020887728,53,,1782
קרית יערים,0,0.8135268782899984,51,,1267
עכו,0,0.09763908687925951,50,,5009
ג'סר א-זרקא,0,0.32738691788601587,49,,3328
"כפר חב""ד",2.127659574468085,0.6982833866744255,48,,1211
גן יבנה,0,0.2131722698405649,48,,2040
טירה,0,0.1769578313253012,47,,2861
נס ציונה,2.173913043478261,0.1025506753071065,47,,3822
אזור,0,0.3928123694107814,47,,1536
קרית אתא,0,0.07975172939891469,46,,5231
פרדס חנה-כרכור,0,0.1083267133675164,45,,5944
בענה,2.3809523809523814,0.5099015771374363,43,,2193
ערד,2.439024390243903,0.1557574633784535,42,,2268
אבן יהודה,2.439024390243903,0.3155522163786627,42,,1652
זכרון יעקב,0,0.1885352605826637,42,,1746
כסיפה,2.5,0.23159916398350558,41,,1069
נצרת,5.555555555555555,0.04838976683772874,38,,2975
טמרה,6.0606060606060606,0.10194570662938371,35,,2191
נוף הגליל,0,0.07693177961307841,34,,4136
דבוריה,0,0.3223971173904798,34,,1883
מג'ד אל-כרום,0,0.2074554294975689,32,,2402
מזכרת בתיה,3.225806451612903,0.2126387135357831,32,,2091
קרית ים,0,0.08145187975666252,32,,3422
יבנאל,10.3448275862069,0.7707129094412332,32,,456
קדימה-צורן,10.71428571428571,0.1472893999144771,31,,1579
קרית מוצקין,0,0.07052186177715092,31,,4950
מבשרת ציון,6.896551724137931,0.133926642761481,31,,3623
מצפה רמון,0,0.5989219405070872,30,,474
אריאל,0,0.1639523445185266,30,,1863
קרית ביאליק,12.5,0.06860627620378605,27,,3252
