gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,3 חודשים,1352,1.3,0,0,1,0.3,4,0.3,152,2.7
זכר,0-9,חודש אחרון,398,1.3,0,0,1,0.7,4,0.8,81,3.2
זכר,0-9,6 חודשים,6249,2.6,0,0,4,0.7,9,0.3,367,3.1
זכר,0-9,שנה,262710,9.2,3,0.1,20,1,64,0.6,1890,4.7
זכר,0-9,מתחילת קורונה,443212,9.4,8,0.1,35,0.5,128,0.4,3437,3.7
נקבה,0-9,חודש אחרון,357,1.2,0,0,1,0.7,4,0.8,55,2.2
נקבה,0-9,3 חודשים,1396,1.4,0,0,1,0.3,4,0.3,99,1.8
נקבה,0-9,6 חודשים,5813,2.4,0,0,2,0.3,6,0.2,257,2.2
נקבה,0-9,שנה,203492,7.1,2,0.1,11,0.5,44,0.4,1520,3.8
נקבה,0-9,מתחילת קורונה,365232,7.7,4,0,18,0.3,82,0.2,2763,2.9
זכר,10-19,חודש אחרון,904,3,0,0,0,0,2,0.4,14,0.5
זכר,10-19,3 חודשים,3170,3.1,0,0,0,0,2,0.2,25,0.4
זכר,10-19,6 חודשים,7212,3,0,0,1,0.2,3,0.1,76,0.7
זכר,10-19,שנה,237074,8.3,3,0.1,11,0.5,25,0.2,419,1
זכר,10-19,מתחילת קורונה,442851,9.4,6,0,25,0.4,83,0.3,1108,1.2
נקבה,10-19,חודש אחרון,1258,4.2,0,0,1,0.7,2,0.4,13,0.5
נקבה,10-19,3 חודשים,4503,4.4,0,0,1,0.3,4,0.3,32,0.6
נקבה,10-19,6 חודשים,9352,3.9,0,0,1,0.2,5,0.2,73,0.6
נקבה,10-19,שנה,230162,8,2,0.1,9,0.4,20,0.2,459,1.1
נקבה,10-19,מתחילת קורונה,435383,9.2,7,0.1,24,0.4,84,0.3,1251,1.3
זכר,20-29,חודש אחרון,1511,5,0,0,0,0,3,0.6,18,0.7
זכר,20-29,מתחילת קורונה,274022,5.8,26,0.2,61,0.9,254,0.8,1720,1.8
זכר,20-29,3 חודשים,4471,4.4,1,0.3,3,1,3,0.3,44,0.8
זכר,20-29,6 חודשים,10079,4.2,2,0.2,6,1,10,0.4,109,0.9
זכר,20-29,שנה,138317,4.8,4,0.1,17,0.8,44,0.4,501,1.3
נקבה,20-29,חודש אחרון,2167,7.2,0,0,0,0,2,0.4,63,2.5
נקבה,20-29,מתחילת קורונה,389326,8.2,22,0.2,64,0.9,287,0.9,5540,5.9
נקבה,20-29,6 חודשים,15054,6.3,0,0,4,0.7,9,0.3,332,2.8
נקבה,20-29,3 חודשים,7010,6.8,0,0,2,0.7,3,0.3,122,2.2
נקבה,20-29,שנה,215249,7.5,5,0.1,17,0.8,35,0.3,2000,5
זכר,30-39,חודש אחרון,1501,5,0,0,1,0.7,5,1,27,1.1
זכר,30-39,מתחילת קורונה,275067,5.8,53,0.4,109,1.6,650,2,2422,2.6
זכר,30-39,3 חודשים,4930,4.8,0,0,3,1,8,0.7,61,1.1
זכר,30-39,6 חודשים,11909,5,0,0,5,0.9,16,0.6,133,1.1
זכר,30-39,שנה,163509,5.7,9,0.2,31,1.5,79,0.8,644,1.6
נקבה,30-39,3 חודשים,7190,7,0,0,2,0.7,11,1,137,2.5
נקבה,30-39,חודש אחרון,2116,7.1,0,0,0,0,4,0.8,62,2.4
נקבה,30-39,6 חודשים,16995,7.1,1,0.1,9,1.5,17,0.7,350,3
נקבה,30-39,שנה,249004,8.7,8,0.2,25,1.2,78,0.8,2072,5.2
נקבה,30-39,מתחילת קורונה,396866,8.4,40,0.3,115,1.7,613,1.9,5627,6
זכר,40-49,חודש אחרון,1528,5.1,0,0,0,0,6,1.1,26,1
זכר,40-49,מתחילת קורונה,249752,5.3,126,1,272,4,1445,4.4,3808,4.1
זכר,40-49,3 חודשים,4980,4.9,1,0.3,1,0.3,11,1,71,1.3
זכר,40-49,6 חודשים,11875,5,2,0.2,5,0.9,22,0.8,179,1.5
זכר,40-49,שנה,154367,5.4,21,0.6,50,2.5,162,1.6,833,2.1
נקבה,40-49,3 חודשים,8619,8.4,2,0.5,3,1,3,0.3,79,1.4
נקבה,40-49,חודש אחרון,2487,8.3,0,0,1,0.7,1,0.2,38,1.5
נקבה,40-49,6 חודשים,18912,7.9,4,0.5,7,1.2,14,0.5,194,1.7
נקבה,40-49,שנה,234223,8.2,15,0.4,24,1.2,100,1,931,2.3
נקבה,40-49,מתחילת קורונה,359598,7.6,82,0.7,146,2.1,988,3,3784,4
זכר,50-59,3 חודשים,5010,4.9,6,1.6,16,5.5,34,3,193,3.5
