section,male,female,period,order_period
0-9,"{'amount': 2, 'percentage': 0.2}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
0-9,"{'amount': 4, 'percentage': 0.2}","{'amount': 1, 'percentage': 0}",3 חודשים,4
0-9,"{'amount': 5, 'percentage': 0.1}","{'amount': 2, 'percentage': 0}",שנה,2
0-9,"{'amount': 7, 'percentage': 0.1}","{'amount': 4, 'percentage': 0}",מתחילת קורונה,1
0-9,"{'amount': 4, 'percentage': 0.1}","{'amount': 1, 'percentage': 0}",6 חודשים,3
10-19,"{'amount': 2, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
10-19,"{'amount': 4, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.1}",3 חודשים,4
10-19,"{'amount': 7, 'percentage': 0.1}","{'amount': 7, 'percentage': 0.1}",מתחילת קורונה,1
10-19,"{'amount': 5, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.1}",6 חודשים,3
10-19,"{'amount': 5, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.1}",שנה,2
20-29,"{'amount': 2, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.2}",3 חודשים,4
20-29,"{'amount': 5, 'percentage': 0.2}","{'amount': 6, 'percentage': 0.2}",6 חודשים,3
20-29,"{'amount': 24, 'percentage': 0.2}","{'amount': 21, 'percentage': 0.2}",מתחילת קורונה,1
20-29,"{'amount': 1, 'percentage': 0.1}","{'amount': 3, 'percentage': 0.3}",חודש אחרון,5
20-29,"{'amount': 8, 'percentage': 0.2}","{'amount': 9, 'percentage': 0.2}",שנה,2
30-39,"{'amount': 17, 'percentage': 0.6}","{'amount': 11, 'percentage': 0.4}",6 חודשים,3
30-39,"{'amount': 7, 'percentage': 0.3}","{'amount': 4, 'percentage': 0.2}",3 חודשים,4
30-39,"{'amount': 49, 'percentage': 0.5}","{'amount': 36, 'percentage': 0.4}",מתחילת קורונה,1
30-39,"{'amount': 26, 'percentage': 0.6}","{'amount': 18, 'percentage': 0.4}",שנה,2
30-39,"{'amount': 3, 'percentage': 0.3}","{'amount': 3, 'percentage': 0.3}",חודש אחרון,5
40-49,"{'amount': 60, 'percentage': 1.4}","{'amount': 32, 'percentage': 0.7}",שנה,2
40-49,"{'amount': 115, 'percentage': 1.1}","{'amount': 74, 'percentage': 0.7}",מתחילת קורונה,1
40-49,"{'amount': 15, 'percentage': 0.7}","{'amount': 10, 'percentage': 0.5}",3 חודשים,4
40-49,"{'amount': 7, 'percentage': 0.7}","{'amount': 3, 'percentage': 0.3}",חודש אחרון,5
40-49,"{'amount': 40, 'percentage': 1.3}","{'amount': 19, 'percentage': 0.6}",6 חודשים,3
50-59,"{'amount': 159, 'percentage': 3.6}","{'amount': 88, 'percentage': 2}",שנה,2
50-59,"{'amount': 52, 'percentage': 2.5}","{'amount': 32, 'percentage': 1.6}",3 חודשים,4
50-59,"{'amount': 369, 'percentage': 3.6}","{'amount': 191, 'percentage': 1.9}",מתחילת קורונה,1
50-59,"{'amount': 24, 'percentage': 2.2}","{'amount': 13, 'percentage': 1.2}",חודש אחרון,5
50-59,"{'amount': 100, 'percentage': 3.4}","{'amount': 54, 'percentage': 1.8}",6 חודשים,3
60-69,"{'amount': 233, 'percentage': 7.9}","{'amount': 166, 'percentage': 5.6}",6 חודשים,3
60-69,"{'amount': 67, 'percentage': 6.2}","{'amount': 43, 'percentage': 4}",חודש אחרון,5
60-69,"{'amount': 130, 'percentage': 6.3}","{'amount': 78, 'percentage': 3.8}",3 חודשים,4
60-69,"{'amount': 371, 'percentage': 8.4}","{'amount': 275, 'percentage': 6.2}",שנה,2
60-69,"{'amount': 949, 'percentage': 9.2}","{'amount': 528, 'percentage': 5.1}",מתחילת קורונה,1
70-79,"{'amount': 389, 'percentage': 13.1}","{'amount': 301, 'percentage': 10.1}",6 חודשים,3
70-79,"{'amount': 1559, 'percentage': 15.2}","{'amount': 979, 'percentage': 9.5}",מתחילת קורונה,1
70-79,"{'amount': 599, 'percentage': 13.6}","{'amount': 458, 'percentage': 10.4}",שנה,2
70-79,"{'amount': 142, 'percentage': 13.2}","{'amount': 103, 'percentage': 9.6}",חודש אחרון,5
70-79,"{'amount': 267, 'percentage': 13}","{'amount': 190, 'percentage': 9.2}",3 חודשים,4
80-89,"{'amount': 762, 'percentage': 17.3}","{'amount': 742, 'percentage': 16.8}",שנה,2
80-89,"{'amount': 523, 'percentage': 17.6}","{'amount': 509, 'percentage': 17.2}",6 חודשים,3
80-89,"{'amount': 401, 'percentage': 19.5}","{'amount': 392, 'percentage': 19.1}",3 חודשים,4
80-89,"{'amount': 1808, 'percentage': 17.6}","{'amount': 1658, 'percentage': 16.1}",מתחילת קורונה,1
80-89,"{'amount': 228, 'percentage': 21.2}","{'amount': 201, 'percentage': 18.7}",חודש אחרון,5
90+,"{'amount': 115, 'percentage': 10.7}","{'amount': 113, 'percentage': 10.5}",חודש אחרון,5
90+,"{'amount': 218, 'percentage': 10.6}","{'amount': 243, 'percentage': 11.8}",3 חודשים,4
90+,"{'amount': 809, 'percentage': 7.9}","{'amount': 1076, 'percentage': 10.5}",מתחילת קורונה,1
90+,"{'amount': 257, 'percentage': 8.7}","{'amount': 323, 'percentage': 10.9}",6 חודשים,3
90+,"{'amount': 349, 'percentage': 7.9}","{'amount': 443, 'percentage': 10}",שנה,2
