gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,398218,11,7,0.1,29,0.5,100,0.4
זכר,0-9,חודש אחרון,72585,12.6,2,0.2,12,1.6,21,0.7
זכר,0-9,3 חודשים,254929,11.1,4,0.2,15,1.3,42,0.8
זכר,0-9,6 חודשים,291928,11.6,4,0.1,19,1.1,57,0.7
זכר,0-9,שנה,334237,11.8,5,0.1,21,0.8,75,0.6
נקבה,0-9,6 חודשים,218208,8.7,1,0,7,0.4,40,0.5
נקבה,0-9,מתחילת קורונה,306899,8.4,4,0,15,0.3,66,0.2
נקבה,0-9,חודש אחרון,50531,8.8,0,0,5,0.7,20,0.7
נקבה,0-9,שנה,254561,9,2,0,9,0.3,56,0.4
נקבה,0-9,3 חודשים,185869,8.1,1,0,7,0.6,32,0.6
זכר,10-19,3 חודשים,250654,10.9,4,0.2,9,0.8,22,0.4
זכר,10-19,מתחילת קורונה,402376,11.1,7,0.1,23,0.4,70,0.3
זכר,10-19,6 חודשים,275676,11,5,0.2,13,0.7,31,0.4
זכר,10-19,שנה,309850,10.9,5,0.1,15,0.6,42,0.3
זכר,10-19,חודש אחרון,61200,10.6,2,0.2,7,1,9,0.3
נקבה,10-19,שנה,290701,10.2,4,0.1,15,0.6,37,0.3
נקבה,10-19,3 חודשים,232666,10.1,2,0.1,8,0.7,14,0.3
נקבה,10-19,6 חודשים,257861,10.3,3,0.1,13,0.7,23,0.3
נקבה,10-19,מתחילת קורונה,369963,10.2,7,0.1,20,0.3,62,0.2
נקבה,10-19,חודש אחרון,51888,9,1,0.1,4,0.5,7,0.2
זכר,20-29,חודש אחרון,25278,4.4,1,0.1,5,0.7,15,0.5
זכר,20-29,מתחילת קורונה,224937,6.2,24,0.2,50,0.9,209,0.8
זכר,20-29,שנה,155769,5.5,8,0.2,30,1.1,112,0.9
זכר,20-29,6 חודשים,134438,5.3,5,0.2,19,1.1,65,0.8
זכר,20-29,3 חודשים,123851,5.4,2,0.1,9,0.8,33,0.6
נקבה,20-29,6 חודשים,204838,8.1,6,0.2,15,0.9,69,0.8
נקבה,20-29,חודש אחרון,39165,6.8,3,0.3,6,0.8,9,0.3
נקבה,20-29,3 חודשים,189633,8.2,5,0.2,12,1.1,23,0.4
נקבה,20-29,שנה,231387,8.1,9,0.2,22,0.8,114,0.9
נקבה,20-29,מתחילת קורונה,310938,8.6,21,0.2,54,0.9,247,0.9
זכר,30-39,חודש אחרון,33066,5.8,3,0.3,16,2.2,21,0.7
זכר,30-39,3 חודשים,130911,5.7,7,0.3,22,2,46,0.8
זכר,30-39,שנה,162080,5.7,26,0.6,52,2,260,2.1
זכר,30-39,6 חודשים,142004,5.6,17,0.6,35,2,152,1.8
זכר,30-39,מתחילת קורונה,213105,5.9,49,0.5,94,1.6,568,2
נקבה,30-39,6 חודשים,221405,8.8,11,0.4,25,1.4,140,1.7
נקבה,30-39,מתחילת קורונה,306665,8.4,36,0.4,92,1.6,545,2
נקבה,30-39,חודש אחרון,51407,8.9,3,0.3,5,0.7,20,0.7
נקבה,30-39,שנה,247892,8.7,18,0.4,51,2,274,2.2
נקבה,30-39,3 חודשים,203605,8.8,4,0.2,9,0.8,53,0.9
זכר,40-49,3 חודשים,122133,5.3,15,0.7,45,4,127,2.3
זכר,40-49,חודש אחרון,31327,5.5,7,0.6,25,3.4,68,2.3
זכר,40-49,שנה,147508,5.2,60,1.4,131,5,572,4.5
זכר,40-49,6 חודשים,130604,5.2,40,1.3,84,4.8,318,3.8
זכר,40-49,מתחילת קורונה,190320,5.2,115,1.1,242,4.2,1310,4.7
נקבה,40-49,שנה,215521,7.6,32,0.7,68,2.6,411,3.2
נקבה,40-49,3 חודשים,183180,8,10,0.5,20,1.8,76,1.4
נקבה,40-49,חודש אחרון,47692,8.3,3,0.3,14,1.9,34,1.1
נקבה,40-49,מתחילת קורונה,266898,7.3,74,0.7,139,2.4,900,3.2
נקבה,40-49,6 חודשים,194327,7.7,19,0.6,42,2.4,229,2.8
זכר,50-59,6 חודשים,83643,3.3,100,3.4,154,8.8,511,6.2
זכר,50-59,חודש אחרון,19923,3.5,24,2.2,59,8,150,5
