period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,258478,108280,41.89
All,0-9,1668460,682075,40.88
1_Year,0-9,1497488,581173,38.81
6_Month,0-9,1330467,513641,38.61
3_Month,0-9,1141718,446728,39.13
3_Month,10-19,1042255,485931,46.62
1_Year,10-19,1375154,586594,42.66
6_Month,10-19,1204939,532734,44.21
1_Month,10-19,232860,98469,42.29
All,10-19,1578289,726755,46.05
1_Month,20-29,213015,56632,26.59
3_Month,20-29,802025,315014,39.28
6_Month,20-29,991194,341200,34.42
1_Year,20-29,1169873,383730,32.8
All,20-29,1373224,503682,36.68
3_Month,30-39,784441,336241,42.86
All,30-39,1266908,491135,38.77
1_Month,30-39,226293,74185,32.78
1_Year,30-39,1101529,406205,36.88
6_Month,30-39,948295,365048,38.5
All,40-49,1122204,434286,38.7
1_Year,40-49,979265,360893,36.85
6_Month,40-49,852686,326564,38.3
3_Month,40-49,720965,306911,42.57
1_Month,40-49,221390,69577,31.43
All,50-59,853119,285199,33.43
1_Year,50-59,733484,228226,31.12
6_Month,50-59,633558,206779,32.64
3_Month,50-59,524133,197606,37.7
1_Month,50-59,171327,44814,26.16
1_Month,60-69,144194,29453,20.43
3_Month,60-69,419052,129572,30.92
6_Month,60-69,508544,134844,26.52
1_Year,60-69,590806,149065,25.23
All,60-69,686469,187133,27.26
3_Month,70-79,252779,66191,26.19
1_Month,70-79,93914,15787,16.81
6_Month,70-79,309075,68768,22.25
1_Year,70-79,364231,76818,21.09
All,70-79,426151,96875,22.73
1_Month,80-89,41872,6338,15.14
3_Month,80-89,98828,25800,26.11
6_Month,80-89,118927,27092,22.78
1_Year,80-89,145391,30940,21.28
All,80-89,183363,41652,22.72
All,90+,48293,11812,24.46
1_Year,90+,35915,8222,22.89
6_Month,90+,28893,7194,24.9
3_Month,90+,24409,6845,28.04
1_Month,90+,11284,1632,14.46
