Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc
2020-12-19T00:00:00.000Z,43,61,0,0,0,0
2020-12-20T00:00:00.000Z,7374,7435,0.08,0,0,0
2020-12-21T00:00:00.000Z,24882,32317,0.35,0,0,0
2020-12-22T00:00:00.000Z,44621,76938,0.83,0,0,0
2020-12-23T00:00:00.000Z,62838,139776,1.5,0,0,0
2020-12-24T00:00:00.000Z,73317,213093,2.29,0,0,0
2020-12-25T00:00:00.000Z,38445,251538,2.7,0,0,0
2020-12-26T00:00:00.000Z,32564,284102,3.06,0,0,0
2020-12-27T00:00:00.000Z,104355,388457,4.18,0,0,0
2020-12-28T00:00:00.000Z,134787,523244,5.63,0,0,0
2020-12-29T00:00:00.000Z,155913,679157,7.3,0,0,0
2020-12-30T00:00:00.000Z,152683,831840,8.95,0,0,0
2020-12-31T00:00:00.000Z,158126,989966,10.65,0,0,0
2021-01-01T00:00:00.000Z,71216,1061182,11.41,0,0,0
2021-01-02T00:00:00.000Z,71605,1132787,12.18,0,0,0
2021-01-03T00:00:00.000Z,149376,1282163,13.79,0,0,0
2021-01-04T00:00:00.000Z,151792,1433955,15.42,2,2,0
2021-01-05T00:00:00.000Z,124814,1558769,16.76,0,2,0
2021-01-06T00:00:00.000Z,103030,1661799,17.87,0,2,0
2021-01-07T00:00:00.000Z,115779,1777578,19.12,3,5,0
2021-01-08T00:00:00.000Z,66267,1843845,19.83,3,8,0
2021-01-09T00:00:00.000Z,44447,1888292,20.31,22,30,0
2021-01-10T00:00:00.000Z,37518,1925810,20.71,5988,6018,0.06
2021-01-11T00:00:00.000Z,21007,1946817,20.94,19235,25253,0.27
2021-01-12T00:00:00.000Z,23862,1970679,21.19,35636,60889,0.65
2021-01-13T00:00:00.000Z,51894,2022573,21.75,56801,117690,1.27
2021-01-14T00:00:00.000Z,56281,2078854,22.36,68734,186424,2
2021-01-15T00:00:00.000Z,30599,2109453,22.68,35872,222296,2.39
2021-01-16T00:00:00.000Z,29358,2138811,23,25969,248265,2.67
2021-01-17T00:00:00.000Z,68238,2207049,23.73,84428,332693,3.58
2021-01-18T00:00:00.000Z,69499,2276548,24.48,120194,452887,4.87
2021-01-19T00:00:00.000Z,72572,2349120,25.26,137497,590384,6.35
2021-01-20T00:00:00.000Z,76524,2425644,26.08,143364,733748,7.89
2021-01-21T00:00:00.000Z,69576,2495220,26.83,163907,897655,9.65
2021-01-22T00:00:00.000Z,37705,2532925,27.24,70901,968556,10.42
2021-01-23T00:00:00.000Z,39842,2572767,27.67,53466,1022022,10.99
2021-01-24T00:00:00.000Z,68921,2641688,28.41,140306,1162328,12.5
2021-01-25T00:00:00.000Z,80728,2722416,29.28,139146,1301474,14
2021-01-26T00:00:00.000Z,78475,2800891,30.12,126017,1427491,15.35
2021-01-27T00:00:00.000Z,77682,2878573,30.95,124685,1552176,16.69
2021-01-28T00:00:00.000Z,79391,2957964,31.81,130261,1682437,18.09
2021-01-29T00:00:00.000Z,36519,2994483,32.2,64595,1747032,18.79
2021-01-30T00:00:00.000Z,34277,3028760,32.57,42659,1789691,19.25
2021-01-31T00:00:00.000Z,73163,3101923,33.36,59322,1849013,19.88
2021-02-01T00:00:00.000Z,82256,3184179,34.24,35200,1884213,20.26
2021-02-02T00:00:00.000Z,69851,3254030,34.99,30914,1915127,20.59
2021-02-03T00:00:00.000Z,60054,3314084,35.64,51250,1966377,21.15
2021-02-04T00:00:00.000Z,72374,3386458,36.42,57898,2024275,21.77
2021-02-05T00:00:00.000Z,33766,3420224,36.78,28647,2052922,22.08
2021-02-06T00:00:00.000Z,21528,3441752,37.01,22133,2075055,22.31
2021-02-07T00:00:00.000Z,53933,3495685,37.59,68524,2143579,23.05
2021-02-08T00:00:00.000Z,58469,3554154,38.22,65188,2208767,23.75
2021-02-09T00:00:00.000Z,66104,3620258,38.93,67258,2276025,24.48
2021-02-10T00:00:00.000Z,70308,3690566,39.69,71922,2347947,25.25
2021-02-11T00:00:00.000Z,80878,3771444,40.56,71512,2419459,26.02
2021-02-12T00:00:00.000Z,38926,3810370,40.97,37399,2456858,26.42
2021-02-13T00:00:00.000Z,27385,3837755,41.27,30339,2487197,26.75
2021-02-14T00:00:00.000Z,74714,3912469,42.07,68843,2556040,27.49
2021-02-15T00:00:00.000Z,81315,3993784,42.95,75475,2631515,28.3
2021-02-16T00:00:00.000Z,83310,4077094,43.84,78014,2709529,29.14
2021-02-17T00:00:00.000Z,61787,4138881,44.51,75319,2784848,29.95
2021-02-18T00:00:00.000Z,68965,4207846,45.25,79471,2864319,30.8
2021-02-19T00:00:00.000Z,39561,4247407,45.67,37980,2902299,31.21
2021-02-20T00:00:00.000Z,31585,4278992,46.01,28635,2930934,31.52
2021-02-21T00:00:00.000Z,79310,4358302,46.87,78316,3009250,32.36
2021-02-22T00:00:00.000Z,84871,4443173,47.78,80327,3089577,33.22
2021-02-23T00:00:00.000Z,77197,4520370,48.61,70197,3159774,33.98
2021-02-24T00:00:00.000Z,60869,4581239,49.26,62842,3222616,34.65
2021-02-25T00:00:00.000Z,51497,4632736,49.82,64529,3287145,35.35
2021-02-26T00:00:00.000Z,25797,4658533,50.1,31876,3319021,35.69
2021-02-27T00:00:00.000Z,18259,4676792,50.29,21119,3340140,35.92
2021-02-28T00:00:00.000Z,40329,4717121,50.73,55677,3395817,36.52
2021-03-01T00:00:00.000Z,45559,4762680,51.22,61251,3457068,37.18
2021-03-02T00:00:00.000Z,41026,4803706,51.66,64501,3521569,37.87
2021-03-03T00:00:00.000Z,42033,4845739,52.11,66518,3588087,38.58
2021-03-04T00:00:00.000Z,39528,4885267,52.53,78818,3666905,39.43
2021-03-05T00:00:00.000Z,17201,4902468,52.72,40303,3707208,39.87
2021-03-06T00:00:00.000Z,10698,4913166,52.83,25271,3732479,40.14
2021-03-07T00:00:00.000Z,30999,4944165,53.17,72652,3805131,40.92
2021-03-08T00:00:00.000Z,27369,4971534,53.46,72959,3878090,41.7
2021-03-09T00:00:00.000Z,26716,4998250,53.75,76449,3954539,42.53
2021-03-10T00:00:00.000Z,23148,5021398,54,58490,4013029,43.15
2021-03-11T00:00:00.000Z,23132,5044530,54.25,68847,4081876,43.89
2021-03-12T00:00:00.000Z,11115,5055645,54.37,41279,4123155,44.34
2021-03-13T00:00:00.000Z,7907,5063552,54.45,25175,4148330,44.61
2021-03-14T00:00:00.000Z,20935,5084487,54.68,73797,4222127,45.4
2021-03-15T00:00:00.000Z,20006,5104493,54.89,77993,4300120,46.24
2021-03-16T00:00:00.000Z,18608,5123101,55.09,71331,4371451,47.01
2021-03-17T00:00:00.000Z,17614,5140715,55.28,58807,4430258,47.64
2021-03-18T00:00:00.000Z,15952,5156667,55.45,57944,4488202,48.26
2021-03-19T00:00:00.000Z,6756,5163423,55.52,27853,4516055,48.56
2021-03-20T00:00:00.000Z,5120,5168543,55.58,15224,4531279,48.73
2021-03-21T00:00:00.000Z,13010,5181553,55.72,40342,4571621,49.16
2021-03-22T00:00:00.000Z,13289,5194842,55.86,40423,4612044,49.6
2021-03-23T00:00:00.000Z,2600,5197442,55.89,7143,4619187,49.67
2021-03-24T00:00:00.000Z,10721,5208163,56.01,46354,4665541,50.17
2021-03-25T00:00:00.000Z,9976,5218139,56.11,35207,4700748,50.55
2021-03-26T00:00:00.000Z,3994,5222133,56.16,13208,4713956,50.69
2021-03-27T00:00:00.000Z,1710,5223843,56.17,4190,4718146,50.74
2021-03-28T00:00:00.000Z,2031,5225874,56.2,4546,4722692,50.79
2021-03-29T00:00:00.000Z,6882,5232756,56.27,30248,4752940,51.11
2021-03-30T00:00:00.000Z,7845,5240601,56.35,22326,4775266,51.35
2021-03-31T00:00:00.000Z,8031,5248632,56.44,19321,4794587,51.56
2021-04-01T00:00:00.000Z,8057,5256689,56.53,18554,4813141,51.76
2021-04-02T00:00:00.000Z,2765,5259454,56.56,7957,4821098,51.84
2021-04-03T00:00:00.000Z,1335,5260789,56.57,2867,4823965,51.87
2021-04-04T00:00:00.000Z,11897,5272686,56.7,22734,4846699,52.12
2021-04-05T00:00:00.000Z,10307,5282993,56.81,22831,4869530,52.36
2021-04-06T00:00:00.000Z,8735,5291728,56.9,22296,4891826,52.6
2021-04-07T00:00:00.000Z,8742,5300470,57,19798,4911624,52.82
2021-04-08T00:00:00.000Z,9409,5309879,57.1,23405,4935029,53.07
2021-04-09T00:00:00.000Z,3553,5313432,57.14,6073,4941102,53.13
2021-04-10T00:00:00.000Z,1585,5315017,57.16,3530,4944632,53.17
2021-04-11T00:00:00.000Z,8987,5324004,57.25,16824,4961456,53.35
2021-04-12T00:00:00.000Z,8983,5332987,57.35,20864,4982320,53.58
2021-04-13T00:00:00.000Z,5506,5338493,57.41,4769,4987089,53.63
2021-04-14T00:00:00.000Z,3373,5341866,57.44,5098,4992187,53.68
2021-04-15T00:00:00.000Z,415,5342281,57.45,406,4992593,53.69
2021-04-16T00:00:00.000Z,3175,5345456,57.48,6445,4999038,53.76
2021-04-17T00:00:00.000Z,741,5346197,57.49,1886,5000924,53.78
2021-04-18T00:00:00.000Z,6996,5353193,57.57,12802,5013726,53.92
2021-04-19T00:00:00.000Z,6237,5359430,57.63,10962,5024688,54.03
2021-04-20T00:00:00.000Z,6051,5365481,57.7,10340,5035028,54.14
2021-04-21T00:00:00.000Z,6182,5371663,57.76,6922,5041950,54.22
2021-04-22T00:00:00.000Z,5700,5377363,57.83,7500,5049450,54.3
2021-04-23T00:00:00.000Z,2616,5379979,57.85,3252,5052702,54.33
2021-04-24T00:00:00.000Z,677,5380656,57.86,1211,5053913,54.35
2021-04-25T00:00:00.000Z,4721,5385377,57.91,6818,5060731,54.42
2021-04-26T00:00:00.000Z,5149,5390526,57.97,7659,5068390,54.5
2021-04-27T00:00:00.000Z,4326,5394852,58.01,6503,5074893,54.57
2021-04-28T00:00:00.000Z,4198,5399050,58.06,7085,5081978,54.65
2021-04-29T00:00:00.000Z,0,5399050,58.06,0,5081978,54.65
