name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,1
אוגוסטה ויקטוריה,,,0
וולפסון,,,0
זיו צפת,,,0
הלל יפה,,,0
נהריה,,85.20548248291016,0
ברזילי,,,0
פוריה,,67.04225158691406,0
סוראסקי,,120.8368911743164,0
בני ציון,,,0
רבין ק. בילינסון,,92.69461059570312,1
סורוקה,,80.7124252319336,2
המרכזי בעמק,,,0
הדסה עין כרם,,109.6560821533203,4
הסקוטי,,,0
"רמב""ם",,88.11475372314453,0
שערי צדק,,108.3839645385742,0
אל מקאסד,,,0
שניידר,,,0
אסותא אשדוד,,,1
הכרמל,,,0
המשפחה הקדושה,,,0
השרון ק. גולדה,,,0
יוספטל,,,0
לניאדו,,107.799446105957,1
מאיר,,,0
מעייני הישועה,,,0
סנט וינסנט,,,1
קפלן,,95.6678695678711,1
שמיר,,68.6868667602539,0
סנט ג'וזף,,,0
