age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,342733,306909,1538337,22.3,20
20-29,993780,914829,1300361,76.4,70.4
30-39,964072,909049,1197026,80.5,75.9
40-49,928304,881399,1098556,84.5,80.2
50-59,756945,718014,849966,89.1,84.5
60-69,667627,638326,741639,90,86.1
70-79,482817,466761,490784,98.4,95.1
80-89,216205,208553,225538,95.9,92.5
90+,51144,48474,51496,99.3,94.1
