period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,125092,37185,29.73
3_Month,0-9,1082637,466183,43.06
6_Month,0-9,1242975,500329,40.25
1_Year,0-9,1483823,611450,41.21
All,0-9,1680291,719232,42.8
1_Month,10-19,128127,37739,29.45
3_Month,10-19,952315,492940,51.76
6_Month,10-19,1146819,536293,46.76
1_Year,10-19,1372673,618562,45.06
All,10-19,1592388,763760,47.96
1_Month,20-29,170893,42731,25
3_Month,20-29,775285,336337,43.38
6_Month,20-29,972970,363522,37.36
1_Year,20-29,1184088,423033,35.73
All,20-29,1404631,545325,38.82
1_Month,30-39,170749,46692,27.35
3_Month,30-39,777531,366484,47.13
6_Month,30-39,940349,389779,41.45
1_Year,30-39,1124121,449992,40.03
All,30-39,1302544,536899,41.22
1_Month,40-49,167529,44480,26.55
3_Month,40-49,716010,336130,46.94
6_Month,40-49,855133,357033,41.75
1_Year,40-49,1003849,403641,40.21
All,40-49,1154643,478400,41.43
1_Month,50-59,150060,34579,23.04
3_Month,50-59,535159,223283,41.72
6_Month,50-59,648756,235213,36.26
1_Year,50-59,763170,261958,34.32
All,50-59,886622,319622,36.05
1_Month,60-69,135407,27400,20.24
3_Month,60-69,438178,151137,34.49
6_Month,60-69,528409,158981,30.09
1_Year,60-69,620753,175930,28.34
All,60-69,718801,214605,29.86
1_Month,70-79,93000,17515,18.83
3_Month,70-79,269856,80690,29.9
6_Month,70-79,327319,84870,25.93
1_Year,70-79,387156,94175,24.32
All,70-79,451017,114678,25.43
1_Month,80-89,39407,6146,15.6
3_Month,80-89,103515,31000,29.95
6_Month,80-89,124058,32446,26.15
1_Year,80-89,151526,36917,24.36
All,80-89,192107,47906,24.94
1_Month,90+,10477,1288,12.29
3_Month,90+,24961,7916,31.71
6_Month,90+,29589,8262,27.92
1_Year,90+,36677,9454,25.78
All,90+,50153,13129,26.18
