gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,חודש אחרון,20530,7,0,0,2,0.6,15,1.8
זכר,0-9,3 חודשים,265043,10.6,2,0.1,16,1.3,51,0.8
זכר,0-9,שנה,346096,11.1,5,0.1,22,0.9,81,0.7
זכר,0-9,מתחילת קורונה,414475,10.5,7,0.1,30,0.5,111,0.4
זכר,0-9,6 חודשים,280499,10.6,4,0.2,18,1.2,58,0.8
נקבה,0-9,3 חודשים,198078,7.9,1,0,8,0.7,32,0.5
נקבה,0-9,שנה,272943,8.8,1,0,9,0.4,54,0.5
נקבה,0-9,חודש אחרון,16235,5.5,0,0,2,0.6,3,0.4
נקבה,0-9,6 חודשים,214037,8.1,1,0,8,0.5,40,0.6
נקבה,0-9,מתחילת קורונה,330216,8.4,4,0,15,0.3,70,0.2
זכר,10-19,מתחילת קורונה,417456,10.6,7,0.1,23,0.4,77,0.3
זכר,10-19,חודש אחרון,18769,6.4,0,0,0,0,1,0.1
זכר,10-19,6 חודשים,272062,10.3,5,0.2,10,0.7,28,0.4
זכר,10-19,שנה,320983,10.3,5,0.1,14,0.6,42,0.4
זכר,10-19,3 חודשים,255056,10.2,4,0.2,9,0.7,22,0.4
נקבה,10-19,חודש אחרון,18839,6.4,0,0,1,0.3,4,0.5
נקבה,10-19,3 חודשים,240878,9.6,2,0.1,9,0.7,13,0.2
נקבה,10-19,שנה,311313,10,4,0.1,16,0.7,35,0.3
נקבה,10-19,מתחילת קורונה,395046,10,7,0.1,23,0.4,77,0.3
נקבה,10-19,6 חודשים,262217,9.9,2,0.1,11,0.7,20,0.3
זכר,20-29,3 חודשים,133373,5.3,2,0.1,9,0.7,34,0.6
זכר,20-29,חודש אחרון,17479,6,1,0.5,3,1,2,0.2
זכר,20-29,שנה,171120,5.5,6,0.1,24,1,91,0.8
זכר,20-29,6 חודשים,142562,5.4,3,0.1,15,1,43,0.6
זכר,20-29,מתחילת קורונה,242178,6.1,24,0.2,52,0.9,238,0.8
