section,female,male,period
0-9,"{'amount': 127411, 'percentage': 8.1}","{'amount': 170955, 'percentage': 10.9}",3 חודשים
0-9,"{'amount': 278923, 'percentage': 8.7}","{'amount': 348573, 'percentage': 10.9}",שנה
0-9,"{'amount': 216272, 'percentage': 8}","{'amount': 279594, 'percentage': 10.3}",6 חודשים
0-9,"{'amount': 11687, 'percentage': 5.4}","{'amount': 15064, 'percentage': 6.9}",חודש אחרון
0-9,"{'amount': 336568, 'percentage': 8.4}","{'amount': 417121, 'percentage': 10.4}",מתחילת קורונה
10-19,"{'amount': 401642, 'percentage': 10}","{'amount': 417462, 'percentage': 10.4}",מתחילת קורונה
10-19,"{'amount': 317204, 'percentage': 9.9}","{'amount': 320967, 'percentage': 10.1}",שנה
10-19,"{'amount': 265270, 'percentage': 9.8}","{'amount': 270085, 'percentage': 10}",6 חודשים
10-19,"{'amount': 135771, 'percentage': 8.7}","{'amount': 145588, 'percentage': 9.3}",3 חודשים
10-19,"{'amount': 11182, 'percentage': 5.1}","{'amount': 11514, 'percentage': 5.3}",חודש אחרון
20-29,"{'amount': 119869, 'percentage': 7.6}","{'amount': 76428, 'percentage': 4.9}",3 חודשים
20-29,"{'amount': 261473, 'percentage': 8.2}","{'amount': 172754, 'percentage': 5.4}",שנה
20-29,"{'amount': 224022, 'percentage': 8.3}","{'amount': 143855, 'percentage': 5.3}",6 חודשים
20-29,"{'amount': 15421, 'percentage': 7.1}","{'amount': 11259, 'percentage': 5.2}",חודש אחרון
20-29,"{'amount': 345042, 'percentage': 8.6}","{'amount': 243559, 'percentage': 6.1}",מתחילת קורונה
30-39,"{'amount': 142215, 'percentage': 9.1}","{'amount': 92386, 'percentage': 5.9}",3 חודשים
30-39,"{'amount': 281548, 'percentage': 8.8}","{'amount': 183941, 'percentage': 5.8}",שנה
30-39,"{'amount': 241669, 'percentage': 8.9}","{'amount': 155768, 'percentage': 5.8}",6 חודשים
30-39,"{'amount': 19549, 'percentage': 9}","{'amount': 14553, 'percentage': 6.7}",חודש אחרון
30-39,"{'amount': 343767, 'percentage': 8.5}","{'amount': 236650, 'percentage': 5.9}",מתחילת קורונה
40-49,"{'amount': 131164, 'percentage': 8.4}","{'amount': 86176, 'percentage': 5.5}",3 חודשים
40-49,"{'amount': 249517, 'percentage': 7.8}","{'amount': 167509, 'percentage': 5.3}",שנה
40-49,"{'amount': 220229, 'percentage': 8.1}","{'amount': 144759, 'percentage': 5.3}",6 חודשים
40-49,"{'amount': 18912, 'percentage': 8.7}","{'amount': 13333, 'percentage': 6.1}",חודש אחרון
40-49,"{'amount': 303561, 'percentage': 7.5}","{'amount': 211551, 'percentage': 5.3}",מתחילת קורונה
50-59,"{'amount': 90916, 'percentage': 5.8}","{'amount': 58270, 'percentage': 3.7}",3 חודשים
50-59,"{'amount': 201111, 'percentage': 5}","{'amount': 142187, 'percentage': 3.5}",מתחילת קורונה
50-59,"{'amount': 162364, 'percentage': 5.1}","{'amount': 109488, 'percentage': 3.4}",שנה
50-59,"{'amount': 146103, 'percentage': 5.4}","{'amount': 96739, 'percentage': 3.6}",6 חודשים
50-59,"{'amount': 16323, 'percentage': 7.5}","{'amount': 10442, 'percentage': 4.8}",חודש אחרון
60-69,"{'amount': 62509, 'percentage': 4}","{'amount': 41642, 'percentage': 2.7}",3 חודשים
60-69,"{'amount': 108194, 'percentage': 3.4}","{'amount': 77214, 'percentage': 2.4}",שנה
60-69,"{'amount': 98293, 'percentage': 3.6}","{'amount': 69025, 'percentage': 2.5}",6 חודשים
60-69,"{'amount': 14557, 'percentage': 6.7}","{'amount': 9760, 'percentage': 4.5}",חודש אחרון
60-69,"{'amount': 131930, 'percentage': 3.3}","{'amount': 99608, 'percentage': 2.5}",מתחילת קורונה
70-79,"{'amount': 33043, 'percentage': 2.1}","{'amount': 25701, 'percentage': 1.6}",3 חודשים
70-79,"{'amount': 55796, 'percentage': 1.7}","{'amount': 45169, 'percentage': 1.4}",שנה
70-79,"{'amount': 67783, 'percentage': 1.7}","{'amount': 56310, 'percentage': 1.4}",מתחילת קורונה
70-79,"{'amount': 50483, 'percentage': 1.9}","{'amount': 40754, 'percentage': 1.5}",6 חודשים
70-79,"{'amount': 9284, 'percentage': 4.3}","{'amount': 7418, 'percentage': 3.4}",חודש אחרון
80-89,"{'amount': 13573, 'percentage': 0.9}","{'amount': 9388, 'percentage': 0.6}",3 חודשים
80-89,"{'amount': 23270, 'percentage': 0.7}","{'amount': 16440, 'percentage': 0.5}",שנה
80-89,"{'amount': 20588, 'percentage': 0.8}","{'amount': 14445, 'percentage': 0.5}",6 חודשים
80-89,"{'amount': 3678, 'percentage': 1.7}","{'amount': 2694, 'percentage': 1.2}",חודש אחרון
80-89,"{'amount': 30494, 'percentage': 0.8}","{'amount': 21450, 'percentage': 0.5}",מתחילת קורונה
90+,"{'amount': 997, 'percentage': 0.5}","{'amount': 557, 'percentage': 0.3}",חודש אחרון
90+,"{'amount': 6738, 'percentage': 0.2}","{'amount': 3510, 'percentage': 0.1}",שנה
90+,"{'amount': 5917, 'percentage': 0.2}","{'amount': 3077, 'percentage': 0.1}",6 חודשים
90+,"{'amount': 3796, 'percentage': 0.2}","{'amount': 2024, 'percentage': 0.1}",3 חודשים
90+,"{'amount': 9526, 'percentage': 0.2}","{'amount': 4791, 'percentage': 0.1}",מתחילת קורונה
