period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,126428,27261,21.56
3_Month,0-9,613637,287792,46.9
6_Month,0-9,1226548,501810,40.91
1_Year,0-9,1485493,619670,41.71
All,0-9,1687988,727677,43.11
1_Month,10-19,135610,22978,16.94
3_Month,10-19,574406,267407,46.55
6_Month,10-19,1143014,537660,47.04
1_Year,10-19,1381024,624331,45.21
All,10-19,1604349,769837,47.98
1_Month,20-29,160978,27054,16.81
3_Month,20-29,550509,186652,33.91
6_Month,20-29,971057,369643,38.07
1_Year,20-29,1196007,430933,36.03
All,20-29,1419972,553038,38.95
1_Month,30-39,165691,34570,20.86
3_Month,30-39,565092,224377,39.71
6_Month,30-39,946461,399490,42.21
1_Year,30-39,1139567,461816,40.53
All,30-39,1320994,548478,41.52
1_Month,40-49,167380,32677,19.52
3_Month,40-49,535035,208472,38.96
6_Month,40-49,864667,366889,42.43
1_Year,40-49,1019844,414929,40.69
All,40-49,1172582,489498,41.75
1_Month,50-59,149058,27174,18.23
3_Month,50-59,423234,143488,33.9
6_Month,50-59,660423,244275,36.99
1_Year,50-59,780020,271690,34.83
All,50-59,904167,329166,36.41
1_Month,60-69,131804,24741,18.77
3_Month,60-69,352155,100843,28.64
6_Month,60-69,538908,168479,31.26
1_Year,60-69,636121,185812,29.21
All,60-69,734601,224395,30.55
1_Month,70-79,90631,17044,18.81
3_Month,70-79,225388,57198,25.38
6_Month,70-79,335851,92040,27.41
1_Year,70-79,398941,101521,25.45
All,70-79,463051,122025,26.35
1_Month,80-89,39031,6491,16.63
3_Month,80-89,87132,22268,25.56
6_Month,80-89,126797,35312,27.85
1_Year,80-89,155233,39852,25.67
All,80-89,196502,50867,25.89
1_Month,90+,10793,1586,14.69
3_Month,90+,21232,5581,26.29
6_Month,90+,30061,9042,30.08
1_Year,90+,37240,10236,27.49
All,90+,51107,13912,27.22
