day_date,flue_vaccinations_amount_cum
2021-07-01T00:00:00.000Z,3171
2021-07-02T00:00:00.000Z,3535
2021-07-03T00:00:00.000Z,3601
2021-07-04T00:00:00.000Z,7855
2021-07-05T00:00:00.000Z,11796
2021-07-06T00:00:00.000Z,15925
2021-07-07T00:00:00.000Z,19760
2021-07-08T00:00:00.000Z,23259
2021-07-09T00:00:00.000Z,23659
2021-07-10T00:00:00.000Z,23737
2021-07-11T00:00:00.000Z,28123
2021-07-12T00:00:00.000Z,32370
2021-07-13T00:00:00.000Z,36565
2021-07-14T00:00:00.000Z,40429
2021-07-15T00:00:00.000Z,43997
2021-07-16T00:00:00.000Z,44402
2021-07-17T00:00:00.000Z,44478
2021-07-18T00:00:00.000Z,46774
2021-07-19T00:00:00.000Z,50650
2021-07-20T00:00:00.000Z,53793
2021-07-21T00:00:00.000Z,56566
2021-07-22T00:00:00.000Z,59110
2021-07-23T00:00:00.000Z,59395
2021-07-24T00:00:00.000Z,59478
2021-07-25T00:00:00.000Z,63699
2021-07-26T00:00:00.000Z,68263
2021-07-27T00:00:00.000Z,72027
2021-07-28T00:00:00.000Z,75628
2021-07-29T00:00:00.000Z,78807
2021-07-30T00:00:00.000Z,79127
2021-07-31T00:00:00.000Z,79227
2021-08-01T00:00:00.000Z,83081
2021-08-02T00:00:00.000Z,86652
2021-08-03T00:00:00.000Z,90085
2021-08-04T00:00:00.000Z,93274
2021-08-05T00:00:00.000Z,96106
2021-08-06T00:00:00.000Z,96411
2021-08-07T00:00:00.000Z,96481
2021-08-08T00:00:00.000Z,100646
2021-08-09T00:00:00.000Z,104567
2021-08-10T00:00:00.000Z,108395
2021-08-11T00:00:00.000Z,112198
2021-08-12T00:00:00.000Z,115436
2021-08-13T00:00:00.000Z,115801
2021-08-14T00:00:00.000Z,115882
2021-08-15T00:00:00.000Z,119857
2021-08-16T00:00:00.000Z,124078
2021-08-17T00:00:00.000Z,128337
2021-08-18T00:00:00.000Z,132045
2021-08-19T00:00:00.000Z,135069
2021-08-20T00:00:00.000Z,135364
2021-08-21T00:00:00.000Z,135461
2021-08-22T00:00:00.000Z,139340
2021-08-23T00:00:00.000Z,143383
2021-08-24T00:00:00.000Z,147013
2021-08-25T00:00:00.000Z,150313
2021-08-26T00:00:00.000Z,153145
2021-08-27T00:00:00.000Z,153516
2021-08-28T00:00:00.000Z,153626
2021-08-29T00:00:00.000Z,157508
2021-08-30T00:00:00.000Z,161185
2021-08-31T00:00:00.000Z,164294
2021-09-01T00:00:00.000Z,167044
2021-09-02T00:00:00.000Z,170248
2021-09-03T00:00:00.000Z,170697
2021-09-04T00:00:00.000Z,170773
2021-09-05T00:00:00.000Z,174651
2021-09-06T00:00:00.000Z,175292
2021-09-07T00:00:00.000Z,175886
2021-09-08T00:00:00.000Z,176411
2021-09-09T00:00:00.000Z,180301
2021-09-10T00:00:00.000Z,180890
2021-09-11T00:00:00.000Z,181074
2021-09-12T00:00:00.000Z,190463
2021-09-13T00:00:00.000Z,204049
2021-09-14T00:00:00.000Z,220832
2021-09-15T00:00:00.000Z,227307
2021-09-16T00:00:00.000Z,228670
2021-09-17T00:00:00.000Z,234856
2021-09-18T00:00:00.000Z,236157
2021-09-19T00:00:00.000Z,260313
2021-09-20T00:00:00.000Z,271293
2021-09-21T00:00:00.000Z,273972
2021-09-22T00:00:00.000Z,289099
2021-09-23T00:00:00.000Z,307983
2021-09-24T00:00:00.000Z,316570
2021-09-25T00:00:00.000Z,318501
2021-09-26T00:00:00.000Z,342225
2021-09-27T00:00:00.000Z,357694
2021-09-28T00:00:00.000Z,360859
2021-09-29T00:00:00.000Z,392327
2021-09-30T00:00:00.000Z,426481
2021-10-01T00:00:00.000Z,438008
2021-10-02T00:00:00.000Z,440627
2021-10-03T00:00:00.000Z,485146
2021-10-04T00:00:00.000Z,524997
2021-10-05T00:00:00.000Z,566497
2021-10-06T00:00:00.000Z,602485
2021-10-07T00:00:00.000Z,644661
2021-10-08T00:00:00.000Z,660363
2021-10-09T00:00:00.000Z,663069
2021-10-10T00:00:00.000Z,712479
2021-10-11T00:00:00.000Z,753021
2021-10-12T00:00:00.000Z,794518
2021-10-13T00:00:00.000Z,827638
2021-10-14T00:00:00.000Z,863767
2021-10-15T00:00:00.000Z,876073
2021-10-16T00:00:00.000Z,877869
2021-10-17T00:00:00.000Z,918780
2021-10-18T00:00:00.000Z,950904
2021-10-19T00:00:00.000Z,983878
2021-10-20T00:00:00.000Z,1011558
2021-10-21T00:00:00.000Z,1042284
2021-10-22T00:00:00.000Z,1051194
2021-10-23T00:00:00.000Z,1052562
2021-10-24T00:00:00.000Z,1085520
2021-10-25T00:00:00.000Z,1113523
2021-10-26T00:00:00.000Z,1141623
2021-10-27T00:00:00.000Z,1163516
2021-10-28T00:00:00.000Z,1181073
2021-10-29T00:00:00.000Z,1185203
2021-10-30T00:00:00.000Z,1186212
2021-10-31T00:00:00.000Z,1207332
2021-11-01T00:00:00.000Z,1226168
2021-11-02T00:00:00.000Z,1245548
2021-11-03T00:00:00.000Z,1262036
2021-11-04T00:00:00.000Z,1279247
2021-11-05T00:00:00.000Z,1283707
2021-11-06T00:00:00.000Z,1284713
2021-11-07T00:00:00.000Z,1301835
2021-11-08T00:00:00.000Z,1316129
2021-11-09T00:00:00.000Z,1332574
2021-11-10T00:00:00.000Z,1348034
2021-11-11T00:00:00.000Z,1364604
2021-11-12T00:00:00.000Z,1368528
2021-11-13T00:00:00.000Z,1369557
2021-11-14T00:00:00.000Z,1388392
2021-11-15T00:00:00.000Z,1404110
2021-11-16T00:00:00.000Z,1419915
2021-11-17T00:00:00.000Z,1433971
2021-11-18T00:00:00.000Z,1448061
2021-11-19T00:00:00.000Z,1451466
2021-11-20T00:00:00.000Z,1452062
2021-11-21T00:00:00.000Z,1468121
2021-11-22T00:00:00.000Z,1482506
2021-11-23T00:00:00.000Z,1496621
2021-11-24T00:00:00.000Z,1509570
2021-11-25T00:00:00.000Z,1522751
2021-11-26T00:00:00.000Z,1525780
2021-11-27T00:00:00.000Z,1526980
2021-11-28T00:00:00.000Z,1538723
2021-11-29T00:00:00.000Z,1548848
2021-11-30T00:00:00.000Z,1557876
2021-12-01T00:00:00.000Z,1566530
2021-12-02T00:00:00.000Z,1575371
2021-12-03T00:00:00.000Z,1577981
2021-12-04T00:00:00.000Z,1578691
2021-12-05T00:00:00.000Z,1588989
2021-12-06T00:00:00.000Z,1597923
2021-12-07T00:00:00.000Z,1607444
2021-12-08T00:00:00.000Z,1616018
2021-12-09T00:00:00.000Z,1625106
2021-12-10T00:00:00.000Z,1627076
2021-12-11T00:00:00.000Z,1627482
2021-12-12T00:00:00.000Z,1638932
2021-12-13T00:00:00.000Z,1649096
2021-12-14T00:00:00.000Z,1658341
2021-12-15T00:00:00.000Z,1664368
2021-12-16T00:00:00.000Z,1674994
2021-12-17T00:00:00.000Z,1677487
2021-12-18T00:00:00.000Z,1678115
2021-12-19T00:00:00.000Z,1691079
2021-12-20T00:00:00.000Z,1698812
2021-12-21T00:00:00.000Z,1707381
2021-12-22T00:00:00.000Z,1714751
2021-12-23T00:00:00.000Z,1723475
2021-12-24T00:00:00.000Z,1726415
2021-12-25T00:00:00.000Z,1727167
2021-12-26T00:00:00.000Z,1738828
2021-12-27T00:00:00.000Z,1748186
2021-12-28T00:00:00.000Z,1757259
2021-12-29T00:00:00.000Z,1764876
2021-12-30T00:00:00.000Z,1773567
2021-12-31T00:00:00.000Z,1775659
2022-01-01T00:00:00.000Z,1776086
2022-01-02T00:00:00.000Z,1785637
2022-01-03T00:00:00.000Z,1793461
2022-01-04T00:00:00.000Z,1801380
2022-01-05T00:00:00.000Z,1808095
2022-01-06T00:00:00.000Z,1815007
2022-01-07T00:00:00.000Z,1816654
2022-01-08T00:00:00.000Z,1816925
2022-01-09T00:00:00.000Z,1824425
2022-01-10T00:00:00.000Z,1831071
2022-01-11T00:00:00.000Z,1836995
2022-01-12T00:00:00.000Z,1841941
2022-01-13T00:00:00.000Z,1847018
2022-01-14T00:00:00.000Z,1847980
2022-01-15T00:00:00.000Z,1848216
2022-01-16T00:00:00.000Z,1852679
2022-01-17T00:00:00.000Z,1857183
2022-01-18T00:00:00.000Z,1861615
2022-01-19T00:00:00.000Z,1865451
2022-01-20T00:00:00.000Z,1869276
2022-01-21T00:00:00.000Z,1869898
2022-01-22T00:00:00.000Z,1870023
2022-01-23T00:00:00.000Z,1875064
2022-01-24T00:00:00.000Z,1879631
2022-01-25T00:00:00.000Z,1885410
2022-01-26T00:00:00.000Z,1889788
2022-01-27T00:00:00.000Z,1893532
2022-01-28T00:00:00.000Z,1894276
2022-01-29T00:00:00.000Z,1894394
2022-01-30T00:00:00.000Z,1900703
2022-01-31T00:00:00.000Z,1906343
2022-02-01T00:00:00.000Z,1910978
2022-02-02T00:00:00.000Z,1915543
2022-02-03T00:00:00.000Z,1920028
2022-02-04T00:00:00.000Z,1920646
2022-02-05T00:00:00.000Z,1920750
2022-02-06T00:00:00.000Z,1926377
2022-02-07T00:00:00.000Z,1931888
2022-02-08T00:00:00.000Z,1937141
2022-02-09T00:00:00.000Z,1941812
2022-02-10T00:00:00.000Z,1945995
2022-02-11T00:00:00.000Z,1946501
2022-02-12T00:00:00.000Z,1946579
2022-02-13T00:00:00.000Z,1951133
2022-02-14T00:00:00.000Z,1956844
2022-02-15T00:00:00.000Z,1961835
2022-02-16T00:00:00.000Z,1966969
2022-02-17T00:00:00.000Z,1971697
2022-02-18T00:00:00.000Z,1972246
2022-02-19T00:00:00.000Z,1972329
2022-02-20T00:00:00.000Z,1977692
2022-02-21T00:00:00.000Z,1983172
2022-02-22T00:00:00.000Z,1988262
2022-02-23T00:00:00.000Z,1993288
2022-02-24T00:00:00.000Z,1998247
2022-02-25T00:00:00.000Z,1998671
2022-02-26T00:00:00.000Z,1998730
2022-02-27T00:00:00.000Z,2003822
2022-02-28T00:00:00.000Z,2008505
2022-03-01T00:00:00.000Z,2013092
2022-03-02T00:00:00.000Z,2017774
2022-03-03T00:00:00.000Z,2022126
2022-03-04T00:00:00.000Z,2022715
2022-03-05T00:00:00.000Z,2022811
2022-03-06T00:00:00.000Z,2027939
2022-03-07T00:00:00.000Z,2033634
2022-03-08T00:00:00.000Z,2039815
2022-03-09T00:00:00.000Z,2046425
2022-03-10T00:00:00.000Z,2052497
2022-03-11T00:00:00.000Z,2053222
2022-03-12T00:00:00.000Z,2053310
2022-03-13T00:00:00.000Z,2059592
2022-03-14T00:00:00.000Z,2064481
2022-03-15T00:00:00.000Z,2067994
2022-03-16T00:00:00.000Z,2072218
2022-03-17T00:00:00.000Z,2074701
2022-03-18T00:00:00.000Z,2075083
2022-03-19T00:00:00.000Z,2075148
2022-03-20T00:00:00.000Z,2080645
2022-03-21T00:00:00.000Z,2086479
2022-03-22T00:00:00.000Z,2091582
2022-03-23T00:00:00.000Z,2096679
2022-03-24T00:00:00.000Z,2100848
2022-03-25T00:00:00.000Z,2101334
2022-03-26T00:00:00.000Z,2101400
2022-03-27T00:00:00.000Z,2107039
2022-03-28T00:00:00.000Z,2112489
2022-03-29T00:00:00.000Z,2117558
2022-03-30T00:00:00.000Z,2122237
2022-03-31T00:00:00.000Z,2127205
2022-04-01T00:00:00.000Z,2127724
2022-04-02T00:00:00.000Z,2127785
2022-04-03T00:00:00.000Z,2132635
2022-04-04T00:00:00.000Z,2137596
2022-04-05T00:00:00.000Z,2142358
2022-04-06T00:00:00.000Z,2146968
2022-04-07T00:00:00.000Z,2151773
2022-04-08T00:00:00.000Z,2152552
2022-04-09T00:00:00.000Z,2152596
2022-04-10T00:00:00.000Z,2157713
2022-04-11T00:00:00.000Z,2162854
2022-04-12T00:00:00.000Z,2167383
2022-04-13T00:00:00.000Z,2171519
2022-04-14T00:00:00.000Z,2174531
2022-04-15T00:00:00.000Z,2174698
2022-04-16T00:00:00.000Z,2174726
2022-04-17T00:00:00.000Z,2175562
2022-04-18T00:00:00.000Z,2176394
2022-04-19T00:00:00.000Z,2177251
2022-04-20T00:00:00.000Z,2178135
2022-04-21T00:00:00.000Z,2178668
2022-04-22T00:00:00.000Z,2178677
2022-04-23T00:00:00.000Z,2178679
2022-04-24T00:00:00.000Z,2182452
