name,value
מספר פסיכולוגים/ות בבידוד,9
מספר פרמדיקים בבידוד,9
מספר דיאטניות בבידוד,10
מספר עוסים בבידוד,13
מספר עובדי מערך לוגיסטי בבידוד,17
מספר עובדי מעבדה בבידוד,35
מספר רוקחים בבידוד,46
מספר פיזיותרפיסטים/ריפוי בעיסוק/קלינאי תקשורת בבידוד,48
מספר חובשי רפואת חירום בבידוד,68
מספר אנשי כוח עזר בבידוד,87
סקטורים אחרים בבידוד,116
מספר עובדי מינהל ומשק בבידוד,277
