period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,9039,1870,20.69
3_Month,0-9,64943,26199,40.34
6_Month,0-9,258694,67906,26.25
1_Year,0-9,1310218,554766,42.34
All,0-9,1711987,766135,44.75
1_Month,10-19,12209,2592,21.23
3_Month,10-19,64050,20968,32.74
6_Month,10-19,274512,63135,23
1_Year,10-19,1225506,586788,47.88
All,10-19,1629191,807433,49.56
1_Month,20-29,17559,2274,12.95
3_Month,20-29,90184,31402,34.82
6_Month,20-29,363027,76542,21.08
1_Year,20-29,1101126,428687,38.93
All,20-29,1471532,602640,40.95
1_Month,30-39,17874,3082,17.24
3_Month,30-39,99933,38973,39
6_Month,30-39,365958,98504,26.92
1_Year,30-39,1059162,472494,44.61
All,30-39,1371154,610888,44.55
1_Month,40-49,18639,3455,18.54
3_Month,40-49,96623,38483,39.83
6_Month,40-49,351413,98641,28.07
1_Year,40-49,959980,440834,45.92
All,40-49,1218132,554630,45.53
1_Month,50-59,18410,3539,19.22
3_Month,50-59,90074,37104,41.19
6_Month,50-59,314140,91286,29.06
1_Year,50-59,754905,316072,41.87
All,50-59,953399,394695,41.4
1_Month,60-69,20645,4309,20.87
3_Month,60-69,98649,41710,42.28
6_Month,60-69,296794,97531,32.86
1_Year,60-69,632667,247659,39.15
All,60-69,786820,299356,38.05
1_Month,70-79,21525,4890,22.72
3_Month,70-79,92037,38642,41.99
6_Month,70-79,224808,85157,37.88
1_Year,70-79,415429,163962,39.47
All,70-79,511490,191769,37.49
1_Month,80-89,14835,2066,13.93
3_Month,80-89,52128,18213,34.94
6_Month,80-89,94915,36083,38.02
1_Year,80-89,161530,65900,40.8
All,80-89,217801,80328,36.88
1_Month,90+,4869,485,9.96
3_Month,90+,15557,4730,30.4
6_Month,90+,24191,8836,36.53
1_Year,90+,38369,16321,42.54
All,90+,56713,20847,36.76
