section,female,male,period,order_period
0-9,"{'amount': 160368, 'percentage': 9.1}","{'amount': 164890, 'percentage': 9.3}",מתחילת קורונה,1
0-9,"{'amount': 29623, 'percentage': 6.9}","{'amount': 29293, 'percentage': 6.9}",חודש אחרון,5
0-9,"{'amount': 35872, 'percentage': 7.8}","{'amount': 35196, 'percentage': 7.6}",3 חודשים,4
0-9,"{'amount': 97639, 'percentage': 10.6}","{'amount': 98601, 'percentage': 10.7}",6 חודשים,3
0-9,"{'amount': 128733, 'percentage': 10.5}","{'amount': 131364, 'percentage': 10.7}",שנה,2
10-19,"{'amount': 58883, 'percentage': 12.8}","{'amount': 48408, 'percentage': 10.5}",3 חודשים,4
10-19,"{'amount': 145905, 'percentage': 11.9}","{'amount': 128111, 'percentage': 10.4}",שנה,2
10-19,"{'amount': 53750, 'percentage': 12.6}","{'amount': 44226, 'percentage': 10.4}",חודש אחרון,5
10-19,"{'amount': 198361, 'percentage': 11.2}","{'amount': 189789, 'percentage': 10.7}",מתחילת קורונה,1
10-19,"{'amount': 109191, 'percentage': 11.9}","{'amount': 94414, 'percentage': 10.3}",6 חודשים,3
20-29,"{'amount': 42630, 'percentage': 10}","{'amount': 29434, 'percentage': 6.9}",חודש אחרון,5
20-29,"{'amount': 80854, 'percentage': 8.8}","{'amount': 58265, 'percentage': 6.3}",6 חודשים,3
20-29,"{'amount': 44639, 'percentage': 9.7}","{'amount': 30510, 'percentage': 6.6}",3 חודשים,4
20-29,"{'amount': 164476, 'percentage': 9.3}","{'amount': 130453, 'percentage': 7.4}",מתחילת קורונה,1
20-29,"{'amount': 111762, 'percentage': 9.1}","{'amount': 82159, 'percentage': 6.7}",שנה,2
30-39,"{'amount': 35562, 'percentage': 8.3}","{'amount': 24411, 'percentage': 5.7}",חודש אחרון,5
30-39,"{'amount': 38308, 'percentage': 8.3}","{'amount': 25891, 'percentage': 5.6}",3 חודשים,4
30-39,"{'amount': 76372, 'percentage': 8.3}","{'amount': 53085, 'percentage': 5.8}",6 חודשים,3
30-39,"{'amount': 99444, 'percentage': 8.1}","{'amount': 72165, 'percentage': 5.9}",שנה,2
30-39,"{'amount': 138785, 'percentage': 7.9}","{'amount': 107280, 'percentage': 6.1}",מתחילת קורונה,1
40-49,"{'amount': 80844, 'percentage': 6.6}","{'amount': 60581, 'percentage': 4.9}",שנה,2
40-49,"{'amount': 62655, 'percentage': 6.8}","{'amount': 45597, 'percentage': 5}",6 חודשים,3
40-49,"{'amount': 35115, 'percentage': 7.6}","{'amount': 23836, 'percentage': 5.2}",3 חודשים,4
40-49,"{'amount': 33180, 'percentage': 7.8}","{'amount': 22484, 'percentage': 5.3}",חודש אחרון,5
40-49,"{'amount': 116994, 'percentage': 6.6}","{'amount': 91210, 'percentage': 5.2}",מתחילת קורונה,1
50-59,"{'amount': 75355, 'percentage': 4.3}","{'amount': 61538, 'percentage': 3.5}",מתחילת קורונה,1
50-59,"{'amount': 20459, 'percentage': 4.8}","{'amount': 14963, 'percentage': 3.5}",חודש אחרון,5
