priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
UpToNow,דנמרק,כתום,2,6592,23,0.35,2022-01-16T00:00:00.000Z,21,2
UpToNow,פורטו ריקו,כתום,2,166,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,דרום סודאן,כתום,2,68,2,2.94,2022-01-16T00:00:00.000Z,2,0
UpToNow,אלגיריה,כתום,2,13,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,גינאה החדשה,כתום,2,3,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,ונואטו,כתום,2,2,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,צכיה,כתום,2,66811,639,0.96,2022-01-16T00:00:00.000Z,632,7
UpToNow,סרביה,כתום,2,6245,67,1.07,2022-01-16T00:00:00.000Z,65,2
UpToNow,סין,כתום,2,3966,6,0.15,2022-01-16T00:00:00.000Z,1,5
UpToNow,מונטנגרו,כתום,2,12803,75,0.59,2022-01-16T00:00:00.000Z,75,0
UpToNow,תוניסיה,כתום,2,275,11,4,2022-01-16T00:00:00.000Z,11,0
UpToNow,אקואדור,כתום,2,586,6,1.02,2022-01-16T00:00:00.000Z,6,0
UpToNow,מאלי,כתום,2,177,8,4.52,2022-01-16T00:00:00.000Z,6,2
UpToNow,ויטנאם,כתום,2,448,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,האנטילים ההולנדים,כתום,2,82,1,1.22,2022-01-16T00:00:00.000Z,1,0
UpToNow,גיברלטר,כתום,2,133,1,0.75,2022-01-16T00:00:00.000Z,1,0
UpToNow,מאוריטניה,כתום,2,1,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,בחריין,כתום,2,1557,15,0.96,2022-01-16T00:00:00.000Z,15,0
UpToNow,מלטה,כתום,2,2435,19,0.78,2022-01-16T00:00:00.000Z,18,1
UpToNow,טיוואן,כתום,2,224,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,פרו,כתום,2,1238,24,1.94,2022-01-16T00:00:00.000Z,24,0
UpToNow,פאפואה,כתום,2,18,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,בנגלדש,כתום,2,6,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,שוויץ,כתום,2,52404,388,0.74,2022-01-16T00:00:00.000Z,363,25
UpToNow,אוגנדה,כתום,2,831,14,1.68,2022-01-16T00:00:00.000Z,9,5
UpToNow,קמרון,כתום,2,140,5,3.57,2022-01-16T00:00:00.000Z,3,1
UpToNow,לבנון,כתום,2,161,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,אנגולה,כתום,2,423,4,0.95,2022-01-16T00:00:00.000Z,4,0
UpToNow,בוליביה,כתום,2,137,4,2.92,2022-01-16T00:00:00.000Z,4,0
UpToNow,איי קוק,כתום,2,4,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,הודו,כתום,2,7550,112,1.48,2022-01-16T00:00:00.000Z,26,84
UpToNow,טוגו,כתום,2,149,3,2.01,2022-01-16T00:00:00.000Z,0,3
UpToNow,סינגפור,כתום,2,1106,4,0.36,2022-01-16T00:00:00.000Z,3,1
UpToNow,מלאווי,כתום,2,235,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,גרנדה,כתום,2,48,1,2.08,2022-01-16T00:00:00.000Z,0,1
UpToNow,בורקינה פאסו,כתום,2,53,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,קלדוניה החדשה,כתום,2,5,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,איי קומורו,כתום,2,1,0,0,2022-01-16T00:00:00.000Z,0,0
UpToNow,מלדיבים,כתום,2,7338,51,0.7,2022-01-16T00:00:00.000Z,49,1
UpToNow,ערב הסעודית,כתום,2,634,99,15.62,2022-01-16T00:00:00.000Z,98,0
UpToNow,בוטן,כתום,2,20,0,0,2022-01-16T00:00:00.000Z,0,0
