date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,1701,0.006466784244562022,5632,-226,0
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1701,0.005878894767783657,7857,-223,0
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1701,0.007054673721340388,7012,-225,0
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1701,0.007642563198118754,7012,-225,0
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1701,0.00940623162845385,5177,-224,0
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,1701,0.01175778953556731,4861,-224,0
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,1701,0.01528512639623751,7330,-222,0
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,1701,0.02292768959435626,6205,-231,0
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,1701,0.03468547912992358,6021,-218,0
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,1701,0.04761904761904762,5981,-221,0
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,1701,0.06055261610817166,5983,-219,0
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,1701,0.07231040564373897,4121,-206,0
2020-03-14T00:00:00.000Z,20,161,160,6,4,151,4,0,1701,0.09465020576131687,3692,-215,0
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,1701,0.1187536743092299,5489,-216,0
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,1701,0.1299235743680188,4757,-158,0
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,1701,0.1504997060552616,4338,-109,0
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,1701,0.1798941798941799,3920,-9,0
2020-03-19T00:00:00.000Z,31,295,264,21,11,263,12,0,1701,0.1734273956496179,4053,122,0
2020-03-20T00:00:00.000Z,30,289,251,23,14,252,12,1,1701,0.1699000587889477,3207,297,0
2020-03-21T00:00:00.000Z,35,277,274,27,21,229,15,0,1701,0.1628453850676073,2905,480,0
2020-03-22T00:00:00.000Z,54,324,305,37,32,255,22,0,1701,0.1904761904761905,4523,695,0
2020-03-23T00:00:00.000Z,58,352,323,42,36,274,24,0,1701,0.2069370958259847,4053,1016,0
2020-03-24T00:00:00.000Z,82,395,343,45,48,302,26,3,1701,0.2322163433274544,3963,1407,0
2020-03-25T00:00:00.000Z,81,413,397,49,53,311,28,1,1701,0.242798353909465,3666,1764,0
2020-03-26T00:00:00.000Z,83,464,413,54,65,345,31,5,1701,0.2727807172251617,3925,2248,0
2020-03-27T00:00:00.000Z,110,515,468,65,69,381,37,2,1701,0.3027630805408583,3267,2611,0
2020-03-28T00:00:00.000Z,53,513,485,69,81,363,41,1,1701,0.3015873015873016,2834,3049,0
2020-03-29T00:00:00.000Z,70,544,516,79,88,377,50,3,1701,0.3198118753674309,4289,3513,0
2020-03-30T00:00:00.000Z,121,619,570,88,106,425,55,1,1701,0.3639035861258084,3886,3965,0
2020-03-31T00:00:00.000Z,111,668,628,97,113,458,64,4,1701,0.3927101704879483,4005,4573,0
